,TRACK_ID,PEARSON_COEF,P_VALUE,PATH_LINEARITY
42,42,0.6338241615796917,3.331580155904858e-24,Moderate positive linear
157,157,0.7156392555814979,9.555222938032069e-40,High positive linear
1197,1197,-0.930276839560094,8.913834941385178e-122,High positive linear
1463,1463,-0.9763912971131401,1.2147877072441139e-287,High positive linear
1496,1496,-0.49641296471749685,5.199076549799641e-28,Low positive non-linear
1546,1546,-0.839572837916617,4.880994316751072e-95,High positive non-linear
1619,1619,-0.6927515667853472,1.3359198094355157e-61,Moderate positive non-linear
1685,1685,-0.7760254944023024,6.314405239011313e-46,High positive non-linear
1713,1713,-0.8492332194652508,1.3127251481276484e-116,High positive non-linear
1745,1745,-0.8534931030293329,5.700823358851483e-79,High positive non-linear
1805,1805,0.5738345475472538,4.202966473033429e-37,Moderate positive linear
1894,1894,-0.9115394810691515,8.435901944945701e-77,Moderate positive linear
1921,1921,-0.9474239212069296,4.618995347996102e-199,Moderate positive linear
2006,2006,-0.8827604851541406,1.1407924641036482e-130,High positive non-linear
2140,2140,0.20222306155052996,0.00025402378959376725,Negligible corelation
2239,2239,-0.31808904446426145,2.7522586935493907e-10,Low positive non-linear
2289,2289,-0.7992820760358184,7.691110350228097e-84,High positive non-linear
2299,2299,0.47546195339090414,2.5302972847350565e-22,Low positive linear
2356,2356,-0.20948739415870218,5.2440366381060804e-05,Negligible corelation
2410,2410,-0.2371379029705293,5.0794393979860875e-06,Negligible corelation
2491,2491,0.28519208545587477,1.1897394905930474e-07,Negligible corelation
2503,2503,-0.805668295684385,2.789254124085959e-82,High positive non-linear
2594,2594,0.8304587852196879,6.30532958056626e-90,High positive linear
2729,2729,0.4061577784202402,7.412000025263662e-15,Low positive linear
2975,2975,-0.8147757155123209,1.4714666868468453e-76,High positive non-linear
3009,3009,0.5886230221052441,1.4317075164292048e-30,Moderate positive linear
3111,3111,-0.0330440543692022,0.5660178560141538,Negligible corelation
3114,3114,0.5776728252336394,1.8648743286264908e-28,Moderate positive linear
3545,3545,-0.1914633057072114,0.0017773832587449202,Negligible corelation
3557,3557,0.38583131164018336,9.174261171135418e-11,Low positive linear
3585,3585,-0.8477506943554447,5.1691773677638843e-73,High positive non-linear
3627,3627,0.8630960424951118,2.553676575189412e-77,High positive linear
3734,3734,0.042897833922517586,0.5030441093173639,Negligible corelation
3754,3754,0.08031302181707728,0.21126018532994614,Negligible corelation
3787,3787,-0.9060246530821916,3.2009390297914395e-91,Negligible corelation
3845,3845,0.008985975137168648,0.8912476564979864,Negligible corelation
3926,3926,-0.9568430293878276,2.818211596032189e-123,Negligible corelation
3962,3962,-0.8613148415318721,3.74297309961101e-65,High positive non-linear
3988,3988,0.9312579630577977,1.502016459651128e-97,Linear
4063,4063,-0.3788661171344408,1.2151393123177616e-08,Low positive non-linear
4131,4131,-0.6616523299929805,2.5908231159444745e-27,Moderate positive non-linear
4253,4253,-0.9128140637138115,1.3253700299754483e-76,Moderate positive non-linear
4302,4302,-0.9531149047921796,5.1388369759116225e-99,Moderate positive non-linear
4309,4309,0.8708707265366449,1.3856692422442124e-59,High positive linear
4343,4343,-0.566338586493314,5.3540527411435487e-17,Moderate positive non-linear
4423,4423,0.6968134772171802,4.750304581463522e-27,Moderate positive linear
