Label,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,source,Cluster_Labels
Track_5,1.8493957105141168,2.008812117010828,df2,1
Track_7,-0.1426640151369754,-0.3180749117027668,df2,0
Track_8,-0.173068775527035,-0.0178719597171703,df2,0
Track_9,-0.4675837534686905,-0.763603883450774,df2,0
Track_12,0.4917993387537728,0.6335516808069074,df2,0
Track_15,1.5493320900419871,0.9555869193301364,df2,1
Track_16,-0.2266098010606743,-0.3571037443915181,df2,0
Track_18,0.0317907487191403,0.2139478642672717,df2,0
Track_20,0.3324415455135437,0.4650656164444968,df2,0
Track_24,0.0508708617613378,-0.2730732413981938,df2,0
Track_26,2.309389224234665,1.7114950062971708,df2,1
Track_27,-0.5327545397551652,-0.5952142133505743,df2,0
Track_30,-0.4354067346836674,-0.6284210757616203,df2,0
Track_31,1.450708048441131,1.2344024870036745,df2,1
Track_35,0.9062780327030122,1.4374564516424253,df2,1
Track_36,0.1058243896474608,0.1770667487572635,df2,0
Track_39,-0.0890492672879195,-0.424782036320798,df2,0
Track_41,-0.4112629687264589,-0.6755026150101346,df2,0
Track_43,0.0049223738953376,0.0640940075327936,df2,0
Track_44,-0.0655438481412448,0.129908400556851,df2,0
Track_45,-0.0482251520267232,0.110055119939949,df2,0
Track_47,1.233146246307746,1.0953819494178283,df2,1
Track_54,-0.9284279497475848,-1.0866873774363703,df2,0
Track_56,2.1943399716292484,2.451554373600483,df2,1
Track_57,-0.4670267406396793,-0.3614723041036842,df2,0
Track_58,-0.8847968162416923,-1.0323990948219548,df2,0
Track_60,0.3050659919688152,-0.1806948127263603,df2,0
Track_62,-0.8270040024617846,-0.9643267453284864,df2,0
Track_64,0.4411291396664782,0.2070763617518298,df2,0
Track_75,-0.7423347458916182,-0.8590706203260378,df2,0
Track_88,-0.2579061718713291,-0.3352268208978468,df2,0
Track_90,0.2666659574868121,0.2507666360697086,df2,0
Track_91,0.4043014710244301,0.3001119712141111,df2,0
Track_110,-0.4305346332283902,-0.7002511335853027,df2,0
Track_114,0.0944934886118784,0.2235787462246099,df2,0
Track_117,-0.2612129493008741,-0.309110384012791,df2,0
Track_118,-0.9194858633758496,-1.0791375906218992,df2,0
Track_127,0.0,0.380906760753653,df2,0
Track_128,0.3666606368960267,0.0,df2,0
Track_154,0.6060873118373316,0.2011088128695191,df2,0
Track_181,-0.3632362528442546,-0.4394662159994528,df2,0
Track_189,1.593185710999462,2.1916178484828968,df2,1
Track_206,-0.9256077320163164,-1.1280824784920251,df2,0
Track_262,0.6477305933386113,0.204088904129392,df2,0
Track_291,0.215926073408478,0.1884714325391686,df2,0
Track_309,-0.701644811171828,-0.8824876374727785,df2,0
Track_324,0.1979664541348369,0.1339890038245017,df2,0
Track_326,0.1792910564364214,0.3875439154957273,df2,0
Track_346,-0.8493869646583428,-0.9305602163065354,df2,0
Track_354,0.621536266046161,0.616278664806853,df2,0
Track_356,0.1096584916239522,0.5332672123979648,df2,0
Track_412,1.6039381304538445,1.7658296148089605,df2,1
Track_467,0.6068038744715307,0.3216213662074775,df2,0
Track_497,-0.4002933958301452,-0.4403414189027173,df2,0
Track_551,-1.021716998758665,-1.1822915749960552,df2,0
Track_646,-0.3761527964416361,-0.2458354357280825,df2,0
Track_666,0.1917658470137033,0.4974955731657569,df2,0
Track_696,-0.2339368383880622,-0.3830258285061636,df2,0
Track_703,0.4089862789002746,0.1833058288222475,df2,0
Track_723,-0.3611791488224008,-0.4021514531253495,df2,0
Track_728,0.1113880805292589,0.2634923430685146,df2,0
Track_752,2.5996127323773104,2.321893698572929,df2,1
Track_780,-0.918967652232604,-0.8531822382304021,df2,0
Track_787,-0.9176328739601072,-1.072906063510145,df2,0
Track_865,-0.7074683791488682,-0.7381017481357018,df2,0
Track_878,-0.5133395072308597,-0.5850693453626227,df2,0
Track_919,-0.827747219883545,-0.7907127938614825,df2,0
Track_961,-0.2602067092371191,-0.2222908547908459,df2,0
Track_992,-0.828304332888116,-0.8890836057590694,df2,0
Track_994,-0.4619030574568503,-0.4267813258749496,df2,0
Track_1003,-0.7906046687416217,-1.0332272130746816,df2,0
Track_1066,-0.3744169968789139,-0.2652525615886436,df2,0
Track_1083,-0.9997082517803436,-1.1496415281676489,df2,0
Track_1138,0.0916971150960717,0.3239425642236237,df2,0
Track_1157,-0.3136596747053376,-0.2965325765651771,df2,0
Track_1177,0.2163039102660314,0.4879653432714008,df2,0
Track_1215,0.0746270853197346,0.1308903229735588,df2,0
Track_1275,0.2370104110775095,0.4978577383284642,df2,0
Track_1290,-0.6783846949692287,-0.7612880350457468,df2,0
Track_1321,0.934810990617032,1.154487139187584,df2,1
Track_1366,-0.8802285532294334,-0.9487780163685438,df2,0
Track_1384,0.6071362933566065,1.255747608986326,df2,1
Track_1398,1.055440633464599,2.498849425177867,df2,1
Track_1468,0.8536920554018047,0.9654515047899032,df2,1
Track_1496,0.8241569364008101,1.1307388913790306,df2,1
Track_1498,0.7555650774159397,0.2129029277919752,df2,0
Track_1516,0.1135004985554016,0.3555989285123519,df2,0
Track_1521,0.420926216036502,0.7102534910660749,df2,0
Track_1522,1.6452565328994635,3.395112174048809,df2,1
Track_1532,-0.2232474497914043,-0.4797926633879824,df2,0
Track_1565,0.3515725823634351,0.3389625107186215,df2,0
Track_1577,-0.4968009520718534,-0.511259163882741,df2,0
Track_1612,0.6548801696994798,1.35389487494326,df2,1
Track_1616,0.331970759233284,0.8465328790846746,df2,0
Track_1652,0.5757633525798774,0.7405064649946609,df2,0
Track_1699,-0.4993089191600535,-0.8797727575974763,df2,0
Track_1725,2.67205189244189,2.8179098835630803,df2,1
Track_1731,0.1384635076157527,0.1539651498922804,df2,0
Track_1744,0.0119229521050672,-0.0464926974568969,df2,0
Track_1793,0.4068379778687479,0.6754854490384835,df2,0
Track_1799,0.6437631111359579,0.922452644083082,df2,0
Track_1901,-0.6091886080742842,-0.4538211380393482,df2,0
Track_1921,0.5182108964252568,0.5926555573104417,df2,0
Track_1936,-0.3291587589202905,-0.0673509418546577,df2,0
Track_1989,-0.1598827896408521,-0.3546150737566593,df2,0
Track_1997,-0.5930060658146608,-0.8120309560350697,df2,0
Track_2001,0.0205716275508579,0.0701285454907412,df2,0
Track_2005,-0.705483825289596,-0.6665023197516651,df2,0
Track_2107,-0.8842429179508272,-1.0414863192270327,df2,0
Track_2117,1.0809427206062296,0.5110904344008124,df2,0
Track_2156,-0.1897677640788892,-0.0949300145918548,df2,0
Track_2165,-0.3410871130157124,-0.0622997829758118,df2,0
Track_2169,0.1011415676958127,-0.3054539851604353,df2,0
Track_2235,-1.0295786984403266,-1.2362672376945127,df2,0
Track_2311,-0.4288946216274698,-0.4007149189380513,df2,0
Track_2358,-0.3027198682292256,-0.1544883019497926,df2,0
Track_2380,-0.2428157637106318,-0.0151869965089483,df2,0
Track_2412,0.6915542249203094,0.9182946789070257,df2,1
Track_2443,0.1741581590636885,-0.1186250520413015,df2,0
Track_2499,0.0945891995725564,0.2187190497541145,df2,0
Track_2542,-0.8076841259385659,-0.9198154615683204,df2,0
Track_2553,-0.3065677619421635,0.2020868500299027,df2,0
Track_2580,-0.6875291399110603,-0.6687554491403277,df2,0
Track_2595,-0.6261316974677812,-0.7708138165643967,df2,0
Track_2611,-0.6520230381593667,-0.8240204219900662,df2,0
Track_2669,1.9329203779923656,1.8951937530819016,df2,1
Track_2695,-0.605731990334563,-0.6133497062304009,df2,0
Track_2708,0.1671810096440723,0.3486158864563433,df2,0
Track_2730,2.962351451245792,3.99465055665873,df2,1
Track_2764,1.1887266261924765,0.3298723731147716,df2,0
Track_2806,0.4610093592333358,0.2961718520063699,df2,0
Track_2897,-0.133330357253045,-0.1539003918497483,df2,0
Track_2933,2.188105997639965,1.9260711759278413,df2,1
Track_2934,1.103141271244687,1.3864209613563103,df2,1
Track_3040,-0.5595384734653107,-0.5520614096569754,df2,0
Track_3097,0.7625336346928826,0.2325328404646099,df2,0
Track_3120,-0.1560233566900417,-0.0234826714132546,df2,0
Track_3126,-0.2422220185861433,-0.4596390384699163,df2,0
Track_3175,-0.663261978228053,-0.8332797905568693,df2,0
Track_3184,-0.6082649225908634,-0.6374510181928686,df2,0
Track_3207,-0.2768091602520299,-0.2631450939344057,df2,0
Track_3233,-0.6939590139244757,-0.5806415858032962,df2,0
Track_3235,0.1270548606836577,0.0116379177191067,df2,0
Track_3237,-0.3554228184392372,-0.2119427119688844,df2,0
Track_3285,0.5489822899459327,1.4994363838522882,df2,1
Track_3337,-0.1506155101085143,0.2036906350523733,df2,0
Track_3339,0.6816265650125137,1.7936714722664258,df2,1
Track_3416,-0.5498250782807487,-0.3733173511299108,df2,0
Track_3425,1.0241733267326154,1.4864102989705608,df2,1
Track_3430,-0.3876060169860274,-0.242988766250779,df2,0
Track_3467,2.6279926278656345,3.896407426416117,df2,1
Track_3473,1.701395730894366,2.507007768202913,df2,1
Track_3477,-0.3069214489845409,0.0210645135624998,df2,0
Track_3578,0.7962901045629653,1.1549021580128902,df2,1
Track_3712,-0.4657800729891316,-0.2630161313719995,df2,0
