Label,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,source,Cluster_Labels
Track_0,0.1455156796071584,0.1641359325234866,df5,0
Track_1,0.1229249826034076,0.1198383563894038,df5,0
Track_4,1.2475780434935353,1.7486034610290853,df5,1
Track_6,-0.5693892645541548,-0.6350802422903321,df5,0
Track_7,0.3610718802736915,0.2556103221840562,df5,0
Track_9,-0.0492923319778032,-0.2739172555882941,df5,0
Track_11,-0.3436431797147909,-0.2914951221283618,df5,0
Track_14,-0.3159883511138842,-0.148107318794273,df5,0
Track_15,1.078127481987398,0.44248316176086,df5,0
Track_20,0.5565040396211941,0.2873666481546313,df5,0
Track_22,0.1250379522624911,-0.1774769690512437,df5,0
Track_24,-0.1387402896537707,-0.1914728094293376,df5,0
Track_26,1.3403153138788113,1.1082331545452253,df5,1
Track_29,-0.2055328576987457,-0.2048328092373218,df5,0
Track_31,0.6836590758048154,0.764241645428983,df5,0
Track_33,-1.0235610790588772,-0.8275559276531392,df5,0
Track_35,-0.0851738622496696,-0.0565090822729226,df5,0
Track_41,-0.1039414096108518,0.0,df5,0
Track_43,-0.0985344300343319,-0.3280165351089377,df5,0
Track_44,2.417648955338905,3.3724464160810244,df5,1
Track_48,3.3410030137644315,3.368756155128476,df5,1
Track_49,-0.5050765642637315,-0.6345957402648724,df5,0
Track_56,0.3217732237839465,0.6709083538125488,df5,0
Track_64,0.1950090442367899,0.2378987264935955,df5,0
Track_67,0.5433529637600487,0.5240978290799992,df5,0
Track_73,-0.0507888772761813,-0.1137709343663838,df5,0
Track_76,0.0154265872202295,-0.006243328936419,df5,0
Track_77,-0.7345922002513771,-0.7921851496181187,df5,0
Track_78,1.3787756335864745,0.9946392843319112,df5,1
Track_81,-0.2645850000898668,-0.2822529909462197,df5,0
Track_86,0.1117367944593713,0.2279388045346838,df5,0
Track_92,-0.4577308120959836,-0.4856325188634162,df5,0
Track_96,-0.417193129365213,-0.2928374421412423,df5,0
Track_98,-0.4186464014292128,-0.3971903761979644,df5,0
Track_107,-1.064125511515274,-1.059793537917118,df5,0
Track_108,0.8269469790353011,0.7131725959655233,df5,0
Track_109,-0.0679612821230308,-0.0383002451102047,df5,0
Track_112,0.2776621606898374,0.4494762878578391,df5,0
Track_119,-0.3293274657468988,-0.1830019538220771,df5,0
Track_121,1.752481243470114,1.800975079523788,df5,1
Track_122,-0.0249569437828262,-0.2244766437448093,df5,0
Track_124,-0.7106987094512143,-0.7445560934213711,df5,0
Track_129,1.3913928555267678,1.2149665361114796,df5,1
Track_142,1.0048151280548094,0.8718808025300591,df5,1
Track_145,0.2496468932997632,0.6176548251231505,df5,0
Track_160,0.239751705429397,0.2178376362785114,df5,0
Track_161,0.4019323251964568,0.2852128662770175,df5,0
Track_166,2.9922811419556794,3.7559207846910985,df5,1
Track_167,-0.4235372013905837,-0.2087996520080848,df5,0
Track_181,0.9753075858631036,0.7322077305248555,df5,1
Track_190,-0.207691264921536,-0.2810881551557982,df5,0
Track_198,-0.5676755520130383,-0.5199283686402991,df5,0
Track_272,-0.5685712054094245,-0.3773384384809933,df5,0
Track_276,-0.2653128627184793,-0.2998405884581143,df5,0
Track_284,0.1078891975067676,0.8183179086445186,df5,0
Track_299,0.677045727337951,0.5031789887770693,df5,0
Track_300,1.6505493079353537,1.6786045992019254,df5,1
Track_306,0.8213265065097342,0.3677981867571992,df5,0
Track_351,1.0809882343267112,1.6064772397539937,df5,1
Track_359,0.3899955176550791,0.718172676134983,df5,0
Track_381,-0.158562862353962,-0.1042113918978801,df5,0
Track_406,0.993059774234303,1.8616400366493924,df5,1
Track_425,0.8270039596590337,1.005590392387406,df5,1
Track_449,-0.9847330581161308,-0.9412927398229152,df5,0
Track_505,0.0451529975470689,0.1400642928942969,df5,0
Track_528,-0.117835481633894,-0.0144050218528184,df5,0
Track_563,1.001766035362894,0.9256064481065464,df5,1
Track_571,0.1573880287900113,0.3111085367509552,df5,0
Track_584,2.524688519577889,3.26322461737853,df5,1
Track_622,-0.3570438257788786,-0.5423950677502047,df5,0
Track_646,0.0152272923949123,0.5815417919420495,df5,0
Track_659,0.2288428498824063,0.0410895393676287,df5,0
Track_660,0.5355484930680617,0.2949660704119811,df5,0
Track_676,-0.4885471645151481,-0.4487056310379789,df5,0
Track_684,0.2868740099876613,0.8815495519197293,df5,0
Track_713,-0.7247929051384857,-0.5402135699771577,df5,0
Track_722,-0.087974753642714,-0.2830792428567658,df5,0
Track_731,1.1823768236158612,1.3000134752206716,df5,1
Track_768,0.1052201092901128,0.2138062102549668,df5,0
Track_772,0.0,0.1898588436514608,df5,0
Track_786,1.2762015366949808,1.7533307367188506,df5,1
Track_805,-0.5831754517670622,-0.5576988545398578,df5,0
Track_837,-0.4424207270891444,-0.4306683323928594,df5,0
Track_865,-0.9116338224558752,-0.8892075496912353,df5,0
Track_913,0.1037572307245203,0.4917314792066326,df5,0
Track_925,1.5570375784746595,1.49026205498498,df5,1
Track_926,0.7209552133044326,1.5869942709136955,df5,1
Track_930,0.3056396415146172,0.2264341544707344,df5,0
Track_958,1.1948400709638065,1.090097684126737,df5,1
Track_1022,0.3335933339068143,0.862841845782002,df5,0
Track_1056,0.1388176506389626,0.8345288887865744,df5,0
Track_1057,-0.4083829146185986,-0.6038189781480594,df5,0
Track_1067,1.1088550205534378,0.6771432385712576,df5,1
Track_1089,0.7735345439115289,0.4405182851838984,df5,0
Track_1147,-0.175086738666432,-0.0098816433722439,df5,0
Track_1161,-0.7012338725382514,-0.6903959497059728,df5,0
Track_1171,0.2640441656373298,0.175920705457072,df5,0
Track_1184,0.6518707661714955,0.4697009622476923,df5,0
Track_1201,-0.2233520120257837,-0.6035292244999405,df5,0
Track_1236,1.065369415259903,0.7746426959595202,df5,1
Track_1242,-0.8096728924837913,-0.7792230568997538,df5,0
Track_1276,-0.6332007600988284,-0.5502733436500716,df5,0
Track_1286,-0.6293641197578342,-0.6628942571591887,df5,0
Track_1313,0.0213582350668585,0.0495361497272072,df5,0
Track_1321,-1.0477469166002595,-1.0623667555791507,df5,0
Track_1367,-0.302699663846887,-0.2716425847151216,df5,0
Track_1368,0.1524111188157189,-0.0644616675339126,df5,0
Track_1400,0.5803635404458265,0.0042814853851003,df5,0
Track_1440,-0.3149339731974713,0.1171802075998849,df5,0
Track_1450,-0.8107742976241816,-0.6661653483917676,df5,0
Track_1472,0.3423088537412425,0.9467018812434213,df5,0
Track_1476,-0.2175410637640399,-0.2819999621821306,df5,0
Track_1512,0.0629659814955351,0.0466308643231284,df5,0
Track_1522,-0.3662594291140891,-0.4233756107786567,df5,0
Track_1567,0.9561442068099396,1.870089907024738,df5,1
Track_1568,0.9258801344880916,0.8931335603098458,df5,1
Track_1592,-0.9994138796780824,-0.9247472987214944,df5,0
Track_1606,0.0946750692734233,-0.0549447608254818,df5,0
Track_1640,0.0723128213321263,0.512783026349996,df5,0
Track_1659,-0.2933892079019308,-0.1538553267183955,df5,0
Track_1674,1.068404247589949,1.255459176190817,df5,1
Track_1680,2.3783566090207877,1.7679105814965743,df5,1
Track_1694,0.3998267383688785,0.4587736771918205,df5,0
Track_1695,-0.0919589027887873,-0.0532258218564511,df5,0
Track_1702,-0.184041652649371,-0.1937617881683823,df5,0
