name,TRACK_MAX_SPEED,Clusters
Track_0,0.7279155668864254,0
Track_7,0.9317640173525698,0
Track_9,0.4643073505956825,0
Track_10,0.48236825774650804,0
Track_24,0.8372683557037186,0
Track_27,0.629157308098458,0
Track_28,0.8432838176751775,0
Track_29,0.9396267938847004,0
Track_30,0.4160753835497403,0
Track_36,0.5751719896568618,0
Track_38,0.897078037283038,0
Track_44,0.5678371843145414,0
Track_49,0.4649621777159373,0
Track_50,0.6876370862296726,0
Track_51,0.8619784110512326,0
Track_52,0.6078248398756584,0
Track_53,0.41749842604063625,0
Track_57,0.8358874411941087,0
Track_63,0.9357161265697773,0
Track_66,0.88032760452555,0
Track_72,0.9511027424352113,0
Track_74,0.4320792081040379,0
Track_76,0.43796967624339217,0
Track_79,0.7717439944046437,0
Track_80,0.5842453057092059,0
Track_82,0.5858242337017016,0
Track_88,0.6830629508439849,0
Track_126,0.933213460330509,0
Track_148,0.670344151308667,0
Track_161,0.7512646823963902,0
Track_193,0.8567864325528056,0
Track_217,0.6749273473006447,0
Track_218,0.8313865321277722,0
Track_226,0.6016121346942495,0
Track_229,0.7670853450516825,0
Track_275,0.4691158604512624,0
Track_290,0.9258721690445386,0
Track_301,0.7277157516723988,0
Track_357,0.8554973149735369,0
Track_359,0.9473654013894843,0
Track_487,0.8992400887621734,0
Track_498,0.6822355635199593,0
Track_505,0.38243735716939703,0
Track_538,0.8159041277283189,0
Track_576,0.9327065451927333,0
Track_625,0.41291677134286675,0
Track_731,0.8018241431243927,0
Track_755,0.9353132930964193,0
Track_872,0.921982121210762,0
Track_880,0.9221916680845638,0
Track_889,0.7779817854950156,0
Track_906,0.8218709675683546,0
Track_907,0.770715417081074,0
Track_957,0.922313370549044,0
Track_965,0.8595588726369668,0
Track_981,0.7531766096485049,0
Track_1324,0.4134291553011379,0
Track_1327,0.812197685040231,0
Track_1355,0.5623401837073355,0
Track_2,0.9021724747874745,1
Track_15,0.5786594375872641,1
Track_33,0.5726497103409414,1
Track_35,0.3914326463546708,1
Track_37,0.9259983731530824,1
Track_42,0.3494303560754561,1
Track_47,0.5709778533724872,1
Track_55,0.7532917362944466,1
Track_58,0.8092500553321309,1
Track_67,0.9337275817630792,1
Track_71,0.6086203448993133,1
Track_73,0.909934390486411,1
Track_75,0.587221904545256,1
Track_78,0.5722373525721974,1
Track_85,0.5899802977508037,1
Track_261,0.8987014135691104,1
Track_761,0.9252526192040296,1
Track_984,0.8499025361994811,1
Track_1019,0.9435592693904626,1
Track_1187,0.6098298552404354,1
