,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,LABEL,TRACK_ID
0,0.0125377759908734,0.1962517150094419,0.1733795179688468,47.573271416602005,0.0632663484805995,0.0148999364742816,0.0632663484805995,2.0637001384910536,Track_0,0
1,0.0110417533907498,0.2422153616114856,0.1723674575631174,89.30716219242181,0.0708101358684949,0.0192800374660826,0.0708101358684949,2.0399389011350326,Track_2,2
2,0.0216805726531588,0.4323051093362188,0.3201876295440216,35.80106355661149,0.0354477820528069,0.017149571597479,0.0354477820528069,2.043704656756583,Track_7,7
3,0.0229441967074141,0.2500814679484502,0.1449029487600466,45.9958898635749,0.0466114274374694,0.0126860004899281,0.0466114274374694,2.002667336189909,Track_9,9
4,0.0345003360664994,0.2499440876138558,0.1579773678682355,55.03145054391526,0.0173618770539737,0.0048255014062893,0.0173618770539737,2.0793234061281254,Track_10,10
5,0.0066859858871428,0.2503923260671101,0.1469175887386917,41.566264664458856,0.0872996139502398,0.0231128589717245,0.0872996139502397,2.074715577884726,Track_15,15
6,0.0166672393313569,0.2825421969249935,0.2031181048718741,110.2609798406422,0.0398990393915118,0.0124626265665962,0.0398990393915118,2.079355462817297,Track_24,24
7,0.0486234810315998,0.3298761205136742,0.2024081023536711,54.27882089491904,0.0228477205731683,0.0081588640318958,0.0228477205731684,2.120113103953653,Track_27,27
8,0.0053714415487094,0.3165400332309532,0.2121909441768429,74.03647288681614,0.0274444602935993,0.0094506560019552,0.0274444602935993,2.0366767224877336,Track_28,28
9,0.0409558110861238,0.2617282163135897,0.2539273149280285,44.56684616521715,0.042833505173869,0.014036428204418,0.042833505173869,2.1070295864318664,Track_29,29
10,0.0142976557707538,0.2701605362545183,0.1409020588433461,38.03917245536861,0.0177428158667983,0.0047529720605703,0.0177428158667982,2.087785749252647,Track_30,30
11,0.0116971309664539,0.1993150315361092,0.1582252022781667,87.28817905856785,0.0937605506814522,0.0220598052197103,0.0937605506814521,2.025982178233758,Track_33,33
12,0.0057510260929214,0.1786033213944469,0.1352145240831621,87.25108669738525,0.1014831276543431,0.0213877129693017,0.1014831276543431,2.024376522683933,Track_35,35
13,0.0037827883294641,0.2802333823315496,0.1804941918788015,68.2875237570745,0.0465005068137047,0.0137463396699431,0.0465005068137047,2.0007565280292487,Track_36,36
14,0.0273523371796733,0.2814724053309088,0.1995145331660581,71.13409464615725,0.0671566389063257,0.0213264585182159,0.0671566389063256,2.035994080025268,Track_37,37
15,0.0018020397363027,0.2807278230787171,0.2373508910992578,116.63355045569232,0.0178580787001907,0.0058018137134273,0.0178580787001907,2.052317817890588,Track_38,38
16,0.0126255342574016,0.1468454293347108,0.1225810733210676,45.64934188837744,0.1058999441010612,0.0191835823580531,0.1058999441010613,1.9558298545321149,Track_42,42
17,0.0095541466247327,0.274934778021255,0.1674127602999478,69.29418609397523,0.0445886858235151,0.0133754835200885,0.0445886858235151,2.0723278023688425,Track_44,44
18,0.0090418076938779,0.2218777754260532,0.1537997811380284,121.59090303968644,0.0714856476050666,0.0174188465865267,0.0714856476050666,2.0572747984587725,Track_47,47
19,0.0099833046832446,0.1884688459046598,0.1374228924254568,36.52945708899576,0.0207604052519603,0.0043584272000094,0.0207604052519603,1.9793941672834443,Track_49,49
20,0.0098110514847239,0.2564172183317941,0.2104895335544528,58.90413577955711,0.0443415037238313,0.0131914038182742,0.0443415037238313,2.0615666663467573,Track_50,50
21,0.0138985762709764,0.3109596965155711,0.2584207153254994,92.07520395624564,0.0366427109058285,0.0131792385943902,0.0366427109058285,2.1357571582514514,Track_51,51
22,0.0130764561865182,0.1663664886880493,0.1714385811262666,61.6421723190974,0.0657142103920431,0.0145711031683444,0.0657142103920432,1.992958014598632,Track_52,52
23,0.0081903894740371,0.1703400684160878,0.1354499630787887,99.67863887394704,0.0641131722068647,0.0128070415620666,0.0641131722068647,2.109004594586545,Track_53,53
24,0.0090434820858954,0.2333826970942354,0.1984742432804422,54.83803601303161,0.1052404112007064,0.0299024738831636,0.1052404112007063,2.059935584458892,Track_55,55
25,0.0701219212847241,0.3594350200871599,0.249193896523,37.89388064924808,0.0197879461397673,0.0081504572751531,0.0197879461397673,2.081637190532604,Track_57,57
26,0.0393098843097982,0.2749394591617737,0.1896912794577062,57.802783376341495,0.0986631143963148,0.0283731474063949,0.0986631143963148,2.015455604222592,Track_58,58
27,0.0042086365266456,0.2290255078387117,0.1805980776061435,55.45813876953808,0.0533833411480548,0.0138343025297683,0.0533833411480548,1.9902868190267464,Track_63,63
28,0.0425705449844244,0.2884099635707959,0.19980457533577,55.379010852633776,0.0350127566124318,0.0113390165404706,0.0350127566124318,2.108071106409631,Track_66,66
29,2.842170943040401e-14,0.2479144868177031,0.2132279733983334,103.2697524932893,0.0846768854557088,0.0235068844164345,0.0846768854557087,2.03626903534345,Track_67,67
30,0.012904402322293,0.2206647839765286,0.14810061198188,93.70699269346528,0.084756545756329,0.020575857548994,0.084756545756329,2.0709974827449837,Track_71,71
31,0.0109957465778451,0.2680834139376419,0.1925663250956866,80.75799201856546,0.0471494724708712,0.0136476584999361,0.0471494724708712,2.105496243888981,Track_72,72
32,0.0090383777681436,0.2437361513802881,0.1953564522435642,139.5627290461818,0.0604485955969945,0.0169065550471454,0.0604485955969946,2.046473993421093,Track_73,73
33,0.0110823224836365,0.265320892859353,0.1531258766020992,40.66792736698563,0.0447049758698237,0.0126254077195613,0.0447049758698238,2.0263216736301874,Track_74,74
34,0.0073763835015451,0.2528988834998585,0.1578860372793138,70.90923138204228,0.0695591259423192,0.0182680894673205,0.0695591259423192,2.0980257406233926,Track_75,75
35,0.016909456764294,0.217592881284677,0.1341361920593313,41.20245169256762,0.0460585711535771,0.0107216161185533,0.0460585711535771,2.11212051028225,Track_76,76
36,0.0155777685422833,0.20702927094334,0.1439197182226247,54.19512543529075,0.0720279834677354,0.0168257137882972,0.0720279834677354,1.996890527807811,Track_78,78
37,0.0112310459452814,0.2078065727411433,0.1818194800123028,87.89852150105494,0.0615271489101931,0.0152772469530542,0.0615271489101931,2.047625558160295,Track_79,79
38,0.0060858294739089,0.2310706920381571,0.1478983956887223,122.2180142517655,0.0255508231417693,0.0062580578494691,0.0255508231417694,2.077585662216604,Track_80,80
39,0.0141047120635972,0.2638004516378272,0.1464355859651783,73.80907873530525,0.006147258973854,0.001674256537297,0.006147258973854,2.09365316954108,Track_82,82
40,0.0300682869380108,0.2173323204513513,0.1543757480570679,36.60554187516264,0.0720127192883776,0.0174573815328148,0.0720127192883776,2.2418038678005137,Track_85,85
41,0.0170879793614704,0.2182047809173975,0.1603322086742334,105.21511597075104,0.0332781335902482,0.0084573977898263,0.0332781335902482,2.011132521910142,Track_88,88
42,0.0176920760183406,0.320158962791933,0.2583727627892572,63.69508847674022,0.0358113869397053,0.0131092497678121,0.0358113869397053,2.18332872228458,Track_126,126
43,0.0100879113179799,0.188333244806624,0.1668626134589365,69.14013947922456,0.0567607090710639,0.0132582545341656,0.0567607090710638,2.130136780656488,Track_148,148
44,0.0547704257038456,0.3092878403883548,0.1924350813371342,37.967221221977006,0.0405239239347108,0.0128215065400977,0.0405239239347108,1.9101217311647032,Track_161,161
45,0.007524500080516,0.2298635216255712,0.2200771514775326,69.77000531863801,0.0156439368845957,0.0043834440146292,0.0156439368845957,2.037259918363069,Track_193,193
46,0.02392589827224,0.2791439060268335,0.1728415462616917,134.57390484810944,0.0327038273894374,0.0099123462956647,0.0327038273894374,2.043576111325496,Track_217,217
47,0.0165362102745894,0.2637019877865574,0.1854777499365135,121.006813216621,0.0404961227597595,0.012010555791146,0.0404961227597595,1.994689745011854,Track_218,218
48,0.0196639429721108,0.2507011171102368,0.1676274320917538,37.82448764965351,0.0187404520370841,0.0050996258750044,0.0187404520370841,1.9907462678764156,Track_226,226
49,0.0056751600743219,0.3083673749442483,0.1947020650424516,71.36171716180704,0.0511580891915651,0.0168236363660229,0.0511580891915651,2.080818167663473,Track_229,229
50,0.0290004832727441,0.4232605451829959,0.3580944236674832,64.73882520985968,0.0668523052278891,0.0335499201784845,0.066852305227889,2.069484315767869,Track_261,261
51,0.0045549954663037,0.2668792555268023,0.1438767752437717,71.51433925388767,0.0374187245875258,0.0102922129407696,0.0374187245875258,2.0027027073059447,Track_275,275
52,0.0202806215033121,0.3126095971314648,0.2741807071948551,166.18922044628675,0.0166119813093989,0.0063030416070257,0.0166119813093989,2.0393187082140023,Track_290,290
53,0.004512084230334,0.2728331345539493,0.177993527847859,126.94555562118389,0.0288261126329917,0.0084122916887217,0.0288261126329917,2.068904304820271,Track_301,301
54,0.0496966598074321,0.3964499199452095,0.3078096555127801,51.75396069656142,0.0152335222550075,0.0073681786173444,0.0152335222550075,2.067750308942676,Track_357,357
55,0.0199349056874021,0.330260098160779,0.2473306967176984,94.40728014232909,0.0241896414873012,0.0090983197626858,0.0241896414873012,2.016052806159096,Track_359,359
56,0.028672240074977,0.3397728514768951,0.2675575863342337,51.19408291983666,0.0434532612700082,0.0167259388014596,0.0434532612700082,2.2095548250990467,Track_487,487
57,0.019641850260774,0.2571049580072728,0.2258670713133962,44.16231164360811,0.0266667714483135,0.0088546336182653,0.0266667714483135,2.0940486783681607,Track_498,498
58,0.0160758295572841,0.2174760956050179,0.1315463971981419,69.34703114072772,0.0572892398811384,0.013652366673766,0.0572892398811384,2.040487940530877,Track_505,505
59,0.018367544612058,0.4522451526794094,0.296771043823628,39.26625152342319,0.0308180417934934,0.01475742659174,0.0308180417934934,2.0070650817904325,Track_538,538
60,0.0164975072900748,0.3012605391817452,0.2413566642477385,86.3858540794112,0.0463347166857504,0.0164718686190374,0.0463347166857504,2.0877411682366303,Track_576,576
61,0.0130041718100764,0.2195714258778806,0.1252234780973101,81.61526052177254,0.0457379833034605,0.0105152603466265,0.0457379833034604,2.0678136761549872,Track_625,625
62,0.0212291089112177,0.3196013661110599,0.2791887717331557,42.90884333991469,0.0460453711018648,0.0184649870573659,0.0460453711018648,2.0173322092514216,Track_731,731
63,0.0158509420026185,0.3216311008106372,0.2149850201139546,114.22731829798624,0.0487104779357626,0.0172262144508216,0.0487104779357626,2.082951635171776,Track_755,755
64,0.036441629091344,0.3842694158137869,0.3813456123863657,38.25268824676915,0.0413228853951505,0.0210761526997021,0.0413228853951505,1.9482233593984424,Track_761,761
65,0.0392400371961836,0.2987867782663068,0.2665893387267694,48.58380868098551,0.048564744094068,0.0173489723213766,0.048564744094068,2.048980035621621,Track_872,872
66,0.0346722544547341,0.4330687673210142,0.3065198735500813,54.1138121917424,0.022178385560765,0.0113222357636914,0.022178385560765,2.030459590069174,Track_880,880
67,0.0124818441411976,0.3179788640570631,0.259047144263399,35.448850890511366,0.0397664649946714,0.0146841196670713,0.0397664649946714,2.1700226091584094,Track_889,889
68,0.050197589601556,0.33505493222473,0.2748192201547282,48.84853838839654,0.0135622780131754,0.0056623714372709,0.0135622780131754,2.1435033275858677,Track_906,906
69,0.0072803283559099,0.2260458307465085,0.209643684053301,62.18894378492208,0.0211333534646283,0.0056894412580028,0.0211333534646283,2.0245669268927746,Track_907,907
70,0.0173179698713798,0.2022983791402631,0.2436410040083395,75.51067433070686,0.0173190728275066,0.0048980332134368,0.0173190728275066,2.0822426752114653,Track_957,957
71,0.0346658204337335,0.2942219918565584,0.2151711260204996,36.70292994658456,0.0308525093005779,0.009761874892547,0.0308525093005779,2.099605172667328,Track_965,965
72,0.0244243613137989,0.3546370494746965,0.2323090702346494,45.18650865865574,0.0185652922526824,0.0075576643164532,0.0185652922526824,2.113251924730446,Track_981,981
73,0.0430398523691191,0.4907986650714757,0.276215161920925,41.461610445678126,0.0721944805521709,0.0369543139380518,0.0721944805521709,2.0459634075715987,Track_984,984
74,0.00092527524839497,0.2640965564727253,0.2534179053530433,53.03465543961965,0.0691477300018901,0.0219594373358209,0.0691477300018901,2.0629497929447926,Track_1019,1019
75,0.0099665619372876,0.3358040453609842,0.185613914518796,46.44205609272365,0.0975452932121287,0.0351178603018516,0.0975452932121288,2.0934799986134247,Track_1187,1187
76,0.0144131347868545,0.2340993389517633,0.1381394738999726,39.21422922586545,0.0410532003470826,0.0108774973572018,0.0410532003470825,1.9255128116711568,Track_1324,1324
77,0.0112759348866068,0.2231342241391924,0.2118129752185384,40.71078071229293,0.0543911021955096,0.0150632941100769,0.0543911021955096,2.159275841445982,Track_1327,1327
78,0.0239934542640477,0.2964966038979341,0.1879717407972923,42.588612332369536,0.0320840515251099,0.0107591750586982,0.0320840515251098,2.170063411295432,Track_1355,1355
