,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
0,0.0203453542830287,0.3769949198468545,0.293988809883499,55.989978370687744,0.1009155763997162,0.04313176289989,0.1009155763997161,1.9370633028880944
1,0.0516175594698255,0.3613275325901857,0.2597648998183597,38.78837993522722,0.1993397013001412,0.0822560007468573,0.1993397013001414,1.8572434934760689
2,0.0057769540939434,0.2853048180792153,0.1868133438699504,40.2386984303866,0.2358306774114474,0.0724390802213207,0.2358306774114473,1.849163168011725
3,0.0565191119198081,0.3505382743910872,0.2883922203783635,45.69072156617988,0.0226304702794293,0.0099423318889338,0.0226304702794293,2.12579632803851
4,0.0269775878794912,0.4066158504419894,0.2440616611941231,39.83584788695966,0.0653103967535893,0.0279752153818598,0.0653103967535893,2.0477789674021905
5,0.0147714256106464,0.2512957813785316,0.1744610013702786,36.02191956514009,0.081315873799044,0.022531952810448,0.081315873799044,1.7456278381083288
6,0.0025518028141894,0.3285864794015389,0.293285911455858,33.85966364108772,0.1153118536508389,0.0429057206422828,0.1153118536508389,1.693037194790891
7,0.0116247551287759,0.1973706726019359,0.1872657736777609,34.59494241378124,0.0844782582915802,0.0207270956086082,0.0844782582915803,1.8273480136125315
8,0.009932202096613,0.2990402417373007,0.1975377188930536,163.6213547686498,0.0213246696961533,0.0069923273460492,0.0213246696961533,1.8180300743457487
9,0.0216253540612221,0.3104539085800434,0.2174725579847505,102.6023201905178,0.0948673544320326,0.0319134776231565,0.0948673544320326,1.9527965620409349
10,0.0306073035063943,0.3735117207174323,0.2813703492040169,34.78537912716592,0.1151117359853221,0.0471082985674783,0.115111735985322,1.910430907292232
11,0.008293948929863,0.2988148706572357,0.1957968815090169,62.860956369131735,0.1415237590487469,0.045857313622468,0.141523759048747,1.703401299021272
12,0.0233953359900162,0.3061971351397332,0.2704214677885778,37.62058194310707,0.1492979406097986,0.0567340950368491,0.1492979406097986,2.1171367304360937
13,0.0295546226625603,0.3103597618797061,0.2275929979703861,52.65199420740569,0.1221412512126872,0.0428732030089046,0.1221412512126873,1.7204624573077418
14,0.0248908229799643,0.3327460710688332,0.2310230198000102,38.50073946226984,0.2154859998720291,0.0761134893471532,0.215485999872029,1.7408518985093269
15,0.0306103676783292,0.3060013974883009,0.1820424285901799,35.071780771444864,0.1683725291500278,0.0541754534888393,0.1683725291500278,1.7587746845719314
16,0.0298765294786888,0.3766975286835961,0.2339531378278871,41.23362130226264,0.1782928343612692,0.0706890308938424,0.1782928343612692,1.5579329771724852
17,0.0117825210292797,0.3023155235680794,0.2672301375266252,35.61553719190421,0.1273363087297078,0.0436072215331029,0.1273363087297079,1.959756964436844
18,0.0147252266221786,0.2856117665172288,0.1887143739035182,60.64801913122922,0.089272369449769,0.0260297710109603,0.089272369449769,1.823780095417961
