name,MEAN_STRAIGHT_LINE_SPEED,Clusters
Track_3,0.37438028294156983,0
Track_8,-0.6493689364085593,0
Track_10,-0.09313311566126813,0
Track_11,-0.26103402985172375,0
Track_20,0.3674078649845062,0
Track_28,-0.3167060041863245,0
Track_35,-0.7403637126329691,0
Track_42,0.028345101117821875,0
Track_43,0.4970390680249174,0
Track_47,0.45845163757302776,0
Track_51,0.7939529144204321,0
Track_53,0.3664048377926554,0
Track_67,0.7150299799926879,0
Track_75,0.3890461084697116,0
Track_77,-0.1531415911105761,0
Track_98,-0.3114069147385191,0
Track_106,-0.4624743915285853,0
Track_109,0.565750890361103,0
Track_118,0.09351216844478112,0
Track_135,-0.1406444584823283,0
Track_140,0.1626606323678095,0
Track_155,0.1386237277546033,0
Track_158,-0.493744338350654,0
Track_210,-0.10153826189151932,0
Track_304,0.596326727202828,0
Track_352,-0.9439358239073502,0
Track_446,0.2955993420276292,0
Track_476,-0.30713205679756517,0
Track_482,0.6426429398126885,0
Track_557,0.434806250741307,0
Track_630,0.37907003765154823,0
Track_657,0.23419994505425137,0
Track_730,-0.014713965065979493,0
Track_734,0.41477373407586093,0
Track_781,0.7648070096294491,0
Track_897,0.18856159052581456,0
Track_907,0.4974285639823449,0
Track_1020,0.22093845510128354,0
Track_1066,-0.3375434544705404,0
Track_1088,0.5297834210524205,0
Track_1221,-0.6071803953091934,0
Track_1328,1.1197528715124658,0
Track_1544,0.7708786711167084,0
Track_1962,-0.2368350826936253,0
Track_2060,0.4228305019843157,0
Track_2168,-0.08929340750597783,0
Track_2236,0.7405444841439593,0
Track_2241,0.7465751084728568,0
Track_2248,-0.9077405286218966,0
Track_2304,0.08503106131509659,0
Track_2375,0.7187248595713405,0
Track_2377,-0.09131386791303799,0
Track_2623,0.014713965065979601,0
Track_2653,0.36130872778365647,0
Track_2682,-0.769801031259054,0
Track_2751,-0.6081673588849925,0
Track_2812,-0.0681812937673185,0
Track_2924,-0.4585039524193543,0
Track_3057,1.322845354627468,0
Track_3222,-0.26449339380570364,0
Track_3224,0.689420576844406,0
Track_3417,-0.43665855800390885,0
Track_3679,-0.8923752882318466,0
Track_3711,-0.3494693803793441,0
Track_3745,0.5562472716181414,0
Track_3803,1.3480052899448671,0
Track_3863,-0.3555095181637125,0
Track_3866,-0.09815883076149383,0
Track_3942,-0.5820283652582283,0
Track_3965,-0.4901998488404625,0
Track_4076,-0.467393202125827,0
Track_4095,-0.6197714008754924,0
Track_4097,0.4123957531080933,0
Track_4160,-0.43154882738024736,0
Track_4207,-0.29832557371877694,0
Track_4243,-0.1893320778188329,0
Track_4272,-0.9091158247688763,0
Track_4394,-0.5319833197567579,0
Track_4396,0.17604799986484856,0
Track_4397,-0.69824188597105,0
Track_4467,-0.39572092896082117,0
Track_4487,-0.21698324187860277,0
Track_4492,-0.4717116186552469,0
Track_4518,0.10925234245871522,0
Track_4646,-0.40546994263827785,0
Track_4654,-0.5873924636226232,0
Track_4655,-0.46220093996794204,0
Track_4657,-0.5805519876227254,0
Track_4742,-0.45553162077274606,0
Track_4795,-0.7172368159316286,0
Track_4836,-0.5065217736057505,0
Track_4872,0.07419881832229634,0
Track_4935,-0.4066435787424465,0
Track_5009,-0.5075139285158826,0
Track_5048,-0.21500372956832137,0
Track_5117,0.5278968275008096,0
Track_5121,-0.75635584603632,0
Track_5148,0.28398146440413724,0
Track_5170,-0.5751316752760204,0
Track_5229,-0.3018051309382279,0
Track_5241,-0.5332073958708101,0
Track_5253,-0.8064922375576198,0
Track_5295,-0.08920267226946292,0
Track_5305,-0.5136176548303433,0
Track_5425,-0.3475693601117733,0
Track_5436,0.36656670051455564,0
Track_5469,-0.356748957918297,0
Track_6,1.5811924135948332,1
Track_7,1.2783832234908297,1
Track_60,1.3917227222277089,1
Track_72,1.224401833082579,1
Track_90,3.383894102995599,1
Track_423,1.795481890752915,1
Track_445,1.6964601153536707,1
Track_712,1.5518738410261526,1
Track_771,2.4438884083715777,1
Track_902,2.902314490730822,1
Track_938,1.830238587590993,1
Track_975,3.293799619621651,1
Track_1629,2.409296319178381,1
Track_2031,1.4563055598033308,1
Track_2043,3.799800215080949,1
Track_2220,1.9400397244048475,1
Track_2453,2.5515145404437867,1
