,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,LABEL,TRACK_ID
0,0.4274044150434182,1.4757072547321488,0.0203453542830287,0.3769949198468545,0.293988809883499,55.989978370687744,0.1009155763997162,0.04313176289989,0.1009155763997161,1.9370633028880944,Track_3,3
1,0.4126423397364595,1.4625336662109842,0.0516175594698255,0.3613275325901857,0.2597648998183597,38.78837993522722,0.1993397013001412,0.0822560007468573,0.1993397013001414,1.8572434934760689,Track_6,6
2,0.3071656368731803,0.927364063005112,0.0057769540939434,0.2853048180792153,0.1868133438699504,40.2386984303866,0.2358306774114474,0.0724390802213207,0.2358306774114473,1.849163168011725,Track_7,7
3,0.4393338612132683,1.4614124213285458,0.0565191119198081,0.3505382743910872,0.2883922203783635,45.69072156617988,0.0226304702794293,0.0099423318889338,0.0226304702794293,2.12579632803851,Track_8,8
4,0.4283424503974155,1.3745741426000884,0.0269775878794912,0.4066158504419894,0.2440616611941231,39.83584788695966,0.0653103967535893,0.0279752153818598,0.0653103967535893,2.0477789674021905,Track_10,10
5,0.277091688962616,1.0541201289860611,0.0147714256106464,0.2512957813785316,0.1744610013702786,36.02191956514009,0.081315873799044,0.022531952810448,0.081315873799044,1.7456278381083288,Track_11,11
6,0.3720842158361288,1.470722849077022,0.0025518028141894,0.3285864794015389,0.293285911455858,33.85966364108772,0.1153118536508389,0.0429057206422828,0.1153118536508389,1.693037194790891,Track_20,20
7,0.2453542015161789,1.4049399840285797,0.0116247551287759,0.1973706726019359,0.1872657736777609,34.59494241378124,0.0844782582915802,0.0207270956086082,0.0844782582915803,1.8273480136125315,Track_28,28
8,0.3278985065504003,1.1701421732239254,0.009932202096613,0.2990402417373007,0.1975377188930536,163.6213547686498,0.0213246696961533,0.0069923273460492,0.0213246696961533,1.8180300743457487,Track_35,35
9,0.3364010498049761,1.3362719487269237,0.0216253540612221,0.3104539085800434,0.2174725579847505,102.6023201905178,0.0948673544320326,0.0319134776231565,0.0948673544320326,1.9527965620409349,Track_42,42
10,0.4092397544372462,1.2184996880610173,0.0306073035063943,0.3735117207174323,0.2813703492040169,34.78537912716592,0.1151117359853221,0.0471082985674783,0.115111735985322,1.910430907292232,Track_43,43
11,0.3240255482944933,1.087957627981618,0.008293948929863,0.2988148706572357,0.1957968815090169,62.860956369131735,0.1415237590487469,0.045857313622468,0.141523759048747,1.703401299021272,Track_47,47
12,0.3800058782132026,1.4604157475126036,0.0233953359900162,0.3061971351397332,0.2704214677885778,37.62058194310707,0.1492979406097986,0.0567340950368491,0.1492979406097986,2.1171367304360937,Track_51,51
13,0.3510132947160377,1.2118178563902755,0.0295546226625603,0.3103597618797061,0.2275929979703861,52.65199420740569,0.1221412512126872,0.0428732030089046,0.1221412512126873,1.7204624573077418,Track_53,53
14,0.3532177932318335,1.2435595143402862,0.0248908229799643,0.3327460710688332,0.2310230198000102,38.50073946226984,0.2154859998720291,0.0761134893471532,0.215485999872029,1.7408518985093269,Track_60,60
15,0.3217594566187602,0.9340282658057588,0.0306103676783292,0.3060013974883009,0.1820424285901799,35.071780771444864,0.1683725291500278,0.0541754534888393,0.1683725291500278,1.7587746845719314,Track_67,67
16,0.3964771279063717,1.2387895258341748,0.0298765294786888,0.3766975286835961,0.2339531378278871,41.23362130226264,0.1782928343612692,0.0706890308938424,0.1782928343612692,1.5579329771724852,Track_72,72
17,0.3424570883836942,1.456969840983409,0.0117825210292797,0.3023155235680794,0.2672301375266252,35.61553719190421,0.1273363087297078,0.0436072215331029,0.1273363087297079,1.959756964436844,Track_75,75
18,0.2915770150539867,1.3300007314411246,0.0147252266221786,0.2856117665172288,0.1887143739035182,60.64801913122922,0.089272369449769,0.0260297710109603,0.089272369449769,1.823780095417961,Track_77,77
19,0.4194729728503826,1.068774801296348,0.0411311852601597,0.3533491457540618,0.2432983084394972,35.65520269228251,0.3354177391362456,0.140698676182235,0.3354177391362454,1.6459834870961672,Track_90,90
20,0.4071657993194065,1.2672346197409048,0.0268022743336453,0.3759839271968235,0.2557643197683887,62.70353309518861,0.0513277132771635,0.0208988894037336,0.0513277132771635,1.9226025245205527,Track_98,98
21,0.3542968743541665,1.383203654925758,0.0203210168792739,0.2953747266610107,0.2197743855830376,52.79023427877081,0.0451637016933477,0.016001358344217,0.0451637016933477,2.007832651902496,Track_106,106
22,0.4113336769918363,1.416253943119806,0.0379026091926391,0.374782916421061,0.2718465537506861,48.9487075620285,0.1199413123567251,0.0493359010349181,0.1199413123567251,1.8241862802347533,Track_109,109
23,0.4169584636369447,1.4715318919519669,0.0176084992869332,0.3492504869501066,0.2690271811449591,47.11630639097478,0.0816056367637788,0.0340261609291398,0.0816056367637788,1.5757395897974524,Track_118,118
24,0.2711897610769327,0.6829418173235566,0.0155678201160536,0.2686145800659229,0.1490646456311863,35.525858701078185,0.0974775803265786,0.0264349217191223,0.0974775803265786,1.9063212616587548,Track_135,135
25,0.2886199546684845,1.0873105629640072,0.0116079127661402,0.2302553425977466,0.1945770403953331,40.40679365358782,0.1256597768413473,0.0362679190956015,0.1256597768413473,1.8148302772983609,Track_140,140
26,0.4798800781521992,1.2715509961994544,0.0087629876486168,0.4449479959295786,0.2875509151903397,48.46788789337215,0.073953173807379,0.0354886548262882,0.0739531738073791,1.918322106972656,Track_155,155
