name,Tracks_mean_speed,Clusters
Track_3,0.04483436792391972,0
Track_8,0.13819791570743883,0
Track_10,0.05217572370428248,0
Track_11,-1.1315596728475765,0
Track_20,-0.38811867855841053,0
Track_28,-1.3799470986798945,0
Track_35,-0.7339297515546546,0
Track_42,-0.6673862094549127,0
Track_43,-0.09732790300881869,0
Track_47,-0.7642407247583244,0
Track_51,-0.3261212904704327,0
Track_53,-0.5530262461712586,0
Track_67,-0.7819758614475578,0
Track_75,-0.6199897721708432,0
Track_77,-1.0181930156334689,0
Track_98,-0.11355931937034908,0
Track_106,-0.5273279329318534,0
Track_109,-0.08094021529079616,0
Track_118,-0.03691888946932444,0
Track_135,-1.1777499920228716,0
Track_140,-1.0413358878732835,0
Track_155,0.45552519215604687,0
Track_158,-0.6603576812407601,0
Track_210,0.6835272540114604,0
Track_304,0.07779786099849692,0
Track_352,0.3043358233107745,0
Track_446,-1.1120133080844967,0
Track_476,-0.4818471778161922,0
Track_482,0.5949142497573204,0
Track_557,-0.44539926093850235,0
Track_630,-0.4908156965920942,0
Track_657,-0.8755897883267278,0
Track_730,-0.6789338493076773,0
Track_734,-0.573961633130207,0
Track_781,0.3149142610766201,0
Track_897,-0.3630507658688816,0
Track_907,-0.20407685072400295,0
Track_1020,0.46803894769510074,0
Track_1066,-0.5257644453288917,0
Track_1088,0.11815793921302965,0
Track_1221,0.8105964515868499,0
Track_1328,0.8304353169377879,0
Track_1544,-0.5789545108172099,0
Track_1962,-0.32367849624741635,0
Track_2060,-0.8286686842417496,0
Track_2168,0.7718968093183843,0
Track_2236,0.06397721831764132,0
Track_2241,1.0634806414182836,0
Track_2248,1.2779930240488024,0
Track_2304,-0.45939537944138725,0
Track_2375,0.6582660426231101,0
Track_2377,0.38141674999795766,0
Track_2623,-0.4995809720751567,0
Track_2653,0.3056455207614758,0
Track_2682,0.6769443856156534,0
Track_2751,0.5151202473765508,0
Track_2812,-0.6278109451855464,0
Track_2924,0.32868272857136244,0
Track_3057,1.0220879491711665,0
Track_3222,0.007788663025726896,0
Track_3224,0.17431779843504389,0
Track_3417,-0.5176697301470837,0
Track_3679,-0.27944485683094766,0
Track_3711,-0.00778866302572733,0
Track_3745,1.660935103693537,0
Track_3803,1.920223870256911,0
Track_3863,1.1841889678271285,0
Track_3866,1.4981120136217618,0
Track_3942,-1.0723638338964208,0
Track_3965,0.827752356018074,0
Track_4076,0.5624686204308149,0
Track_4095,0.8246568647448601,0
Track_4097,1.6085769532632912,0
Track_4160,1.0172402755702854,0
Track_4207,0.209880848397301,0
Track_4243,0.5127705787650187,0
Track_4272,-0.5100446501354554,0
Track_4394,-1.0757152279869857,0
Track_4396,0.7412282613044995,0
Track_4397,-0.5420395144476076,0
Track_4467,1.0000699339567152,0
Track_4487,-0.020661297905258096,0
Track_4492,1.31690093144079,0
Track_4518,-0.06678258829266656,0
Track_4646,1.49877154878013,0
Track_4654,-0.11578637792195551,0
Track_4655,0.9301045573857539,0
Track_4657,0.07539329915069788,0
Track_4742,0.3766826261455962,0
Track_4795,0.223854930193528,0
Track_4836,-0.4950133075961301,0
Track_4872,-0.32125262510379443,0
Track_4935,0.43680027935627663,0
Track_5009,0.972802825774389,0
Track_5048,0.19509328791484193,0
Track_5117,2.1030878178052457,0
Track_5121,0.0935167022818277,0
Track_5148,0.10616578847787121,0
Track_5170,-0.017578875745273392,0
Track_5229,-0.25352633459015644,0
Track_5241,0.3198330562738381,0
Track_5253,0.1373858067540908,0
Track_5295,0.021572997827118138,0
Track_5305,0.47074017733435375,0
Track_5425,1.3911944576759216,0
Track_5436,0.9647257407024872,0
Track_5469,1.9945828468368307,0
Track_6,-0.0706982145348071,1
Track_7,-0.8961916236682808,1
Track_60,-0.535773156665865,1
Track_72,-0.1972121788581044,1
Track_90,-0.01723956003873978,1
Track_423,-0.2623467764179598,1
Track_445,0.09299507818740203,1
Track_712,-0.12510238844332786,1
Track_771,-0.3481757910549622,1
Track_902,-0.28347519910928654,1
Track_938,-0.48525077324543325,1
Track_975,-0.3483211315574219,1
Track_1629,1.112378325313144,1
Track_2031,0.3856293810203092,1
Track_2043,-0.4819327182890034,1
Track_2220,-0.2440333340171552,1
Track_2453,0.17050454315363933,1
