name,TRACK_MEAN_SPEED,Clusters
Track_7,0.1789004522655941,0
Track_8,0.23956549101067287,0
Track_9,0.14719455073732957,0
Track_12,0.21349715353103899,0
Track_16,0.18762235855734347,0
Track_18,0.23311760593364944,0
Track_20,0.21611934971638186,0
Track_24,0.15673487700724387,0
Track_27,0.21175025122188104,0
Track_30,0.17448536369181755,0
Track_36,0.2140904798145416,0
Track_39,0.1518158958704491,0
Track_41,0.15733464069238942,0
Track_43,0.2152982662972361,0
Track_44,0.24019110372575456,0
Track_45,0.23317919316694188,0
Track_54,0.19291268343081663,0
Track_57,0.252716962166292,0
Track_58,0.197831915485919,0
Track_60,0.14068877485545167,0
Track_62,0.20015052240450426,0
Track_64,0.17229516770471462,0
Track_75,0.20479177990047318,0
Track_88,0.19861640355240545,0
Track_90,0.19906867722836513,0
Track_91,0.18710462356069796,0
Track_110,0.15539000029116623,0
Track_114,0.22273968798164975,0
Track_117,0.20462562381078292,0
Track_118,0.19127383719363,0
Track_127,0.26559066228387723,0
Track_128,0.15630892066823757,0
Track_154,0.15548332479633423,0
Track_181,0.20151275968796326,0
Track_206,0.15716459029048602,0
Track_262,0.15217447239517334,0
Track_291,0.19830375827101251,0
Track_309,0.1767362768699906,0
Track_324,0.19370853265968396,0
Track_326,0.230608463235521,0
Track_346,0.23538447224181866,0
Track_354,0.1960977589910777,0
Track_356,0.26410494150369657,0
Track_467,0.16770542446296707,0
Track_497,0.21129087291318335,0
Track_551,0.19999334687497913,0
Track_646,0.24976408931608016,0
Track_666,0.24314257651186225,0
Track_696,0.18405304798030683,0
Track_703,0.17312097227415943,0
Track_723,0.20946997500345962,0
Track_728,0.22542124177446218,0
Track_780,0.3673465227136056,0
Track_787,0.19457470083566916,0
Track_865,0.23770789685002158,0
Track_878,0.20813192381393864,0
Track_919,0.2976014946379793,0
Track_961,0.22188828259065177,0
Track_992,0.24307121482899136,0
Track_994,0.23380062668327403,0
Track_1003,0.14527489579722494,0
Track_1066,0.24471331255129158,0
Track_1083,0.20969991288132506,0
Track_1138,0.2377250599933348,0
Track_1157,0.22018566250238827,0
Track_1177,0.2375197467918528,0
Track_1215,0.21279696064596718,0
Track_1275,0.23524640180986903,0
Track_1290,0.214152889899013,0
Track_1366,0.25032635734139097,0
Track_1498,0.144382196864669,0
Track_1516,0.23810540796065277,0
Track_1521,0.23188734445505818,0
Track_1532,0.16320579375979768,0
Track_1565,0.19831853155150428,0
Track_1577,0.22312284702056498,0
Track_1616,0.2622983637147957,0
Track_1652,0.21419741923650074,0
Track_1699,0.12235638669128136,0
Track_1731,0.20544617532171944,0
Track_1744,0.19694314472966815,0
Track_1793,0.2299882263378044,0
Track_1901,0.2887356849160906,0
Track_1921,0.20572209119178167,0
Track_1936,0.2744236775460111,0
Track_1989,0.17540257553298955,0
Track_1997,0.16485021385405643,0
Track_2001,0.21333879233946895,0
Track_2005,0.2655879257247865,0
Track_2107,0.19125255328469326,0
Track_2156,0.22935432231824263,0
Track_2165,0.2796003839198466,0
Track_2169,0.14578973328106604,0
Track_2235,0.1317194367360595,0
Track_2311,0.22955302411731385,0
Track_2358,0.24739816711334167,0
Track_2380,0.25855582032326513,0
Track_2443,0.1630170204801011,0
Track_2499,0.22202288816697494,0
Track_2542,0.21218651073357417,0
Track_2553,0.32434031301275923,0
Track_2580,0.2543561978364845,0
Track_2595,0.18944397489899392,0
Track_2611,0.18014232647057163,0
Track_2695,0.23426546613960475,0
Track_2708,0.2274368562171352,0
Track_2806,0.18007214272063843,0
Track_2897,0.206200043575473,0
Track_3040,0.23450733468632526,0
Track_3097,0.14569360720131072,0
Track_3120,0.23443702377575204,0
Track_3126,0.1706052049660057,0
Track_3175,0.18090194877047866,0
Track_3184,0.22737639120702174,0
Track_3207,0.2177277346515414,0
Track_3233,0.2926767674481624,0
Track_3235,0.1873155730494356,0
Track_3237,0.25088132591209245,0
Track_3337,0.2739124910983269,0
Track_3416,0.2841565070052625,0
Track_3430,0.2541959392379993,0
Track_3477,0.28597371318972525,0
Track_3712,0.2780730060302709,0
Track_5,0.19887685379344858,1
Track_15,0.15114931378907945,1
Track_26,0.15703309185038947,1
Track_31,0.17607897474989256,1
Track_35,0.24042692979911276,1
Track_47,0.18172280988873543,1
Track_56,0.20204854175379983,1
Track_189,0.22939544225571945,1
Track_412,0.2008204700191124,1
Track_752,0.17400923448180577,1
Track_1321,0.2128290465216735,1
Track_1384,0.26288465072284695,1
Track_1398,0.31032293655378396,1
Track_1468,0.20455987186016364,1
Track_1496,0.22261645636338734,1
Track_1522,0.3021958432549283,1
Track_1612,0.2656616021421354,1
Track_1725,0.19393770528633877,1
Track_1799,0.22423403819349697,1
Track_2117,0.147237419112521,1
Track_2412,0.2180040697246755,1
Track_2669,0.18688802839262034,1
Track_2730,0.23145472892567204,1
Track_2764,0.1265724233125651,1
Track_2933,0.17424820844190045,1
Track_2934,0.2153456168877144,1
Track_3285,0.29758280361912454,1
Track_3339,0.30477731411892867,1
Track_3425,0.23140920388160335,1
Track_3467,0.24729548855706546,1
Track_3473,0.2404846433592263,1
Track_3578,0.2280304202961202,1
