name,Tracks_min_speed,Clusters
Track_7,-0.5649909204054829,0
Track_8,0.5195312469445778,0
Track_9,-0.8109253268789831,0
Track_12,-0.17685875933609313,0
Track_16,0.18928817344925827,0
Track_18,0.0,0
Track_20,-0.34742736508991834,0
Track_24,-0.5991539088189662,0
Track_27,0.16579288112366442,0
Track_30,-0.2078013393265315,0
Track_36,0.9099778435032221,0
Track_39,-0.7083961457568901,0
Track_41,-0.23353958155212595,0
Track_43,1.2175799493782928,0
Track_44,0.5874392783920538,0
Track_45,1.8074614123725266,0
Track_54,-0.4496286860020419,0
Track_57,3.250132621934772,0
Track_58,-0.38302939354081017,0
Track_60,-0.5126661463350624,0
Track_62,-0.503261389400853,0
Track_64,-0.505570743176882,0
Track_75,-0.11628480193109977,0
Track_88,-0.7558639128624831,0
Track_90,-0.0300564989250583,0
Track_91,0.41853028765069006,0
Track_110,-0.5709341704780673,0
Track_114,0.07460415905447398,0
Track_117,0.2385374291944628,0
Track_118,-0.4322425536692627,0
Track_127,2.1554696979458674,0
Track_128,-0.8889276533559782,0
Track_154,-0.8549677724189609,0
Track_181,-0.4069438703514895,0
Track_206,-0.8889276533559782,0
Track_262,-0.47637899777359627,0
Track_291,0.5188159071608667,0
Track_309,-0.40899827738401046,0
Track_324,-0.5323297757359899,0
Track_326,0.5876790964067614,0
Track_346,1.212728845064451,0
Track_354,0.09769237728678412,0
Track_356,4.41154468292863,0
Track_467,0.1610488490552119,0
Track_497,1.9903777467077415,0
Track_551,-0.4098648336933797,0
Track_646,0.8383357315151388,0
Track_666,-0.7088750730701814,0
Track_696,-0.6237340038642776,0
Track_703,-0.8114884470924645,0
Track_723,-0.20864976423952122,0
Track_728,0.06225196512442815,0
Track_780,1.7537953223440519,0
Track_787,-0.8889276533559782,0
Track_865,2.1152287540930454,0
Track_878,1.2184992360266689,0
Track_919,-0.1558525025976114,0
Track_961,0.2382345787643073,0
Track_992,0.16953791185969808,0
Track_994,-0.6007548126132572,0
Track_1003,-0.2919839596679812,0
Track_1066,-0.3928566548681843,0
Track_1083,0.08050761762831007,0
Track_1138,0.476330199235031,0
Track_1157,1.352312563174399,0
Track_1177,1.5885291852340724,0
Track_1215,0.2193781617126415,0
Track_1275,0.8769096794002205,0
Track_1290,-0.5872775192941451,0
Track_1366,0.18120048722681753,0
Track_1498,-0.3821645286770387,0
Track_1516,0.12338628253282731,0
Track_1521,0.3753898828765832,0
Track_1532,-0.6523353465739787,0
Track_1565,0.017004068442550972,0
Track_1577,1.5818584803148568,0
Track_1616,-0.038005559251886395,0
Track_1652,-0.23215658705969042,0
Track_1699,-0.8889276533559782,0
Track_1731,-0.34122927073018205,0
Track_1744,0.40912098496398347,0
Track_1793,1.1140042606748717,0
Track_1901,0.028095560921514766,0
Track_1921,0.04075748767647061,0
Track_1936,-0.14922463254792045,0
Track_1989,0.20342038217156747,0
Track_1997,0.1797650723959798,0
Track_2001,1.1869351739406842,0
Track_2005,-0.054435385484227945,0
Track_2107,-0.5386384146406266,0
Track_2156,-0.08863442422469082,0
Track_2165,2.2451812805636777,0
Track_2169,-0.6687236179055605,0
Track_2235,-0.4163597750070506,0
Track_2311,-0.13789065473383966,0
Track_2358,0.926006745063945,0
Track_2380,1.2421343771110789,0
Track_2443,-0.11225940073080472,0
Track_2499,1.100342099982577,0
Track_2542,1.2580681445754047,0
Track_2553,3.6345282465163113,0
Track_2580,-0.15651022247266747,0
Track_2595,-0.31020829094320007,0
Track_2611,-0.8889276533559782,0
Track_2695,0.6567456391071692,0
Track_2708,-0.041736348588269835,0
Track_2806,0.5156382610269725,0
Track_2897,1.3918188917633727,0
Track_3040,-0.050721194692732875,0
Track_3097,-0.048863336749001174,0
Track_3120,0.22889042261870626,0
Track_3126,-0.41610696729759233,0
Track_3175,0.16827205781660096,0
Track_3184,2.4003688331737236,0
Track_3207,0.5174076130668569,0
Track_3233,-0.10352566091442594,0
Track_3235,0.3663455355552392,0
Track_3237,1.7722030927304293,0
Track_3337,1.8057926910033417,0
Track_3416,0.6368434376597135,0
Track_3430,2.097082809697103,0
Track_3477,0.13577878553879538,0
Track_3712,1.0178772901966893,0
Track_5,-0.05239923304987581,1
Track_15,-0.5781852973640482,1
Track_26,-0.3591819496352685,1
Track_31,0.3441846383408726,1
Track_35,0.8498170156979018,1
Track_47,-0.8889276533559782,1
Track_56,-0.3708012066388187,1
Track_189,-0.29293855651460154,1
Track_412,-0.025296339007962975,1
Track_752,-0.39244807239271484,1
Track_1321,0.38923134571787577,1
Track_1384,-0.3303149581353265,1
Track_1398,2.5247789793733455,1
Track_1468,0.13987332352685236,1
Track_1496,0.2073411135420093,1
Track_1522,0.8981456454205196,1
Track_1612,0.7052643359890204,1
Track_1725,-0.06420704093654914,1
Track_1799,-0.2937074112025337,1
Track_2117,0.0675077678555811,1
Track_2412,0.10972859092932283,1
Track_2669,-0.13714636082701967,1
Track_2730,2.653290454521341,1
Track_2764,-0.22190230688595702,1
Track_2933,-0.5430935844561924,1
Track_2934,-0.11841446125694709,1
Track_3285,3.279961974004556,1
Track_3339,-0.5425176299996338,1
Track_3425,-0.32597773306655997,1
Track_3467,-0.21890705463167706,1
Track_3473,0.6802091678839062,1
Track_3578,-0.5560691233230785,1
