name,Tracks_min_speed,Clusters
Track_4,-0.5239179559223276,0
Track_15,-0.5668617253674245,0
Track_26,-0.16417363739164784,0
Track_31,-0.6669964564419085,0
Track_44,1.1917320185998328,0
Track_48,-0.29641468759056583,0
Track_78,-0.7544433232489757,0
Track_108,-0.40991882933775753,0
Track_121,-0.46505788461501735,0
Track_129,0.7012412434172739,0
Track_142,-0.2630553855368485,0
Track_166,0.499034080368856,0
Track_181,0.09377654039076098,0
Track_300,-0.3370930502508987,0
Track_351,-0.040000688127664656,0
Track_406,0.10778889635341073,0
Track_425,-0.0004202640945914906,0
Track_563,1.0324590861557212,0
Track_584,1.4506386088091188,0
Track_731,0.5611707000472889,0
Track_786,-0.2972961099452241,0
Track_925,-0.647024277433301,0
Track_926,1.309941708045645,0
Track_958,0.2879484239245378,0
Track_1067,-0.941681211705163,0
Track_1236,-0.3070667963011494,0
Track_1567,1.2744919178750036,0
Track_1568,0.5354655123579225,0
Track_1674,-0.9416812116947401,0
Track_1680,-0.07891481313159787,0
Track_1784,0.576220053617917,0
Track_1838,-0.610107238448023,0
Track_1914,-0.4634376247861907,0
Track_1984,-0.3881454733285037,0
Track_2000,-0.020508232425270192,0
Track_2113,-0.7147411247344425,0
Track_2307,-0.941681211705163,0
Track_2524,0.5343001367247152,0
Track_2561,0.4884409617960392,0
Track_2583,0.9814644625066508,0
Track_2647,-0.5738473449561198,0
Track_2667,-0.06711984717012291,0
Track_2797,1.2479895144699853,0
Track_0,-0.6141833140998314,1
Track_1,-0.4341916729862158,1
Track_6,-0.5709940296709456,1
Track_7,-0.2794444896915494,1
Track_9,-0.4845968867792777,1
Track_11,-0.5359739288164317,1
Track_14,0.1169372558556007,1
Track_20,-0.6946152624646939,1
Track_22,-0.941681211705163,1
Track_24,-0.5341669689417468,1
Track_29,0.5407287635377716,1
Track_33,0.49341228393894015,1
Track_35,0.4620181752138316,1
Track_41,0.6686995038849909,1
Track_43,-0.941681211705163,1
Track_49,-0.2680104996101073,1
Track_56,-0.0629339903483066,1
Track_64,-0.47585072894351466,1
Track_67,-0.2345799942109409,1
Track_73,-0.5315785515091453,1
Track_76,0.09189055336051284,1
Track_77,-0.21369805351592297,1
Track_81,-0.4112763294934545,1
Track_86,-0.553615006787235,1
Track_92,-0.143539241789911,1
Track_96,0.7573781881458997,1
Track_98,-0.3155790669461138,1
Track_107,-0.934356803572677,1
Track_109,0.20502002081893453,1
Track_112,0.10030100002981085,1
Track_119,0.0500268421158058,1
Track_122,-0.941681211705163,1
Track_124,0.30283355741718393,1
Track_145,0.4728658535086061,1
Track_160,0.2643910826623961,1
Track_161,0.3745345959813931,1
Track_167,2.1988290754600683,1
Track_190,-0.6839677646971752,1
Track_198,2.502498161919728,1
Track_272,3.301703839096589,1
Track_276,0.42644131884469205,1
Track_284,1.1060820452608282,1
Track_299,-0.941681211705163,1
Track_306,-0.9416812117038601,1
Track_359,0.9523713368500902,1
Track_381,-0.5177134144856955,1
Track_449,0.5879258464598779,1
Track_505,-0.19928778959327073,1
Track_528,1.1896011424798159,1
Track_571,0.37156345334446317,1
