name,Total_distance_traveled,Clusters
Track_4,-0.3115175466018715,0
Track_15,0.917339017219167,0
Track_26,-0.12985878631779837,0
Track_31,-0.4559137357146446,0
Track_44,-0.6824762520295171,0
Track_48,-0.21850414093903517,0
Track_78,1.3972027936556204,0
Track_108,1.446583578264546,0
Track_121,-0.49648239247041687,0
Track_129,-0.1028327311772622,0
Track_142,0.7195417967388604,0
Track_166,-0.4187788835422619,0
Track_181,-0.5802922330801676,0
Track_300,-0.1148144031917151,0
Track_351,0.32600260984761675,0
Track_406,-0.3673198022070653,0
Track_425,0.15242965060218208,0
Track_563,-0.32167234178442866,0
Track_584,-0.2884607342814848,0
Track_731,-0.48288064001862546,0
Track_786,-0.4120458575191581,0
Track_925,1.3015669253800959,0
Track_926,-0.6650887277469645,0
Track_958,0.8202213284549343,0
Track_1067,0.4698839911107014,0
Track_1236,0.759437298798352,0
Track_1567,-0.6416627542771401,0
Track_1568,0.7559102796504051,0
Track_1674,0.5543101259690764,0
Track_1680,0.27573672425930845,0
Track_1784,1.2868428926170403,0
Track_1838,0.6115428208669857,0
Track_1914,0.9324914041809398,0
Track_1984,0.19957082446013188,0
Track_2000,-0.5432558339484432,0
Track_2113,-0.019278118740624392,0
Track_2307,-0.12309868741896704,0
Track_2524,-0.03414081249807401,0
Track_2561,-0.224075777487874,0
Track_2583,-0.6763794946713647,0
Track_2647,-0.6177955461146077,0
Track_2667,-0.6014065393527216,0
Track_2797,-0.6408303839879842,0
Track_0,1.9603436497894098,1
Track_1,1.59813225893834,1
Track_6,0.006804304826893155,1
Track_7,0.5677951595140098,1
Track_9,1.1869528879784994,1
Track_11,0.04695493028768282,1
Track_14,0.4600626107880828,1
Track_20,1.3658861446075983,1
Track_22,1.0759540645524766,1
Track_24,1.7109279054269684,1
Track_29,-0.5559143894243023,1
Track_33,0.31709243521665204,1
Track_35,1.9234084311041655,1
Track_41,0.13799913661296442,1
Track_43,-0.19438691200455016,1
Track_49,1.170602321262102,1
Track_56,0.021138650515090767,1
Track_64,0.32784687416384517,1
Track_67,-0.6932702215681664,1
Track_73,1.6986668125010127,1
Track_76,-0.26824092156780077,1
Track_77,1.0036311570114014,1
Track_81,0.2053908449605915,1
Track_86,1.272894953199236,1
Track_92,1.7191344103236403,1
Track_96,0.023835556614424977,1
Track_98,-0.19638389596823513,1
Track_107,1.4505583256065981,1
Track_109,1.9927682190603428,1
Track_112,1.2663822825788396,1
Track_119,0.402363492336726,1
Track_122,1.2811198015577967,1
Track_124,-0.01105958308246252,1
Track_145,0.44459491127850814,1
Track_160,-0.6081243876719175,1
Track_161,1.091751800601834,1
Track_167,0.9768805988364506,1
Track_190,1.6167118869891683,1
Track_198,-0.12855962712129446,1
Track_272,-0.25287949460795184,1
Track_276,1.050843517905102,1
Track_284,-0.44787618538958585,1
Track_299,1.5378481771273942,1
Track_306,1.0674556588704966,1
Track_359,-0.3598622574905476,1
Track_381,0.07883014045210529,1
Track_449,2.118516374983573,1
Track_505,-0.04403348052594293,1
Track_528,-0.6725624210613874,1
Track_571,2.0502337351610755,1
Track_622,0.8435078216864621,1
Track_646,0.050133213322780625,1
Track_659,0.3265004059240783,1
Track_660,-0.37477360417536093,1
Track_676,-0.5261331701725247,1
Track_684,-0.26772995149640555,1
Track_713,-0.07438386960326905,1
Track_722,-0.5378082655963767,1
Track_768,0.3433516084447476,1
Track_772,1.8773434112398928,1
Track_805,1.5252066596457658,1
Track_837,1.43076128302864,1
Track_865,0.5850899659267166,1
Track_913,-0.5346302182821974,1
Track_930,1.1913544802981983,1
Track_1022,-0.45986645304945156,1
Track_1056,-0.27940765152792824,1
