name,Tracks_mean_speed,Clusters
Track_4,0.5309710984209077,0
Track_15,-0.9512663442809927,0
Track_26,-0.3738257674503745,0
Track_31,0.026175805988522826,0
Track_44,0.7228697925289377,0
Track_48,-0.06240527753195668,0
Track_78,-0.5496652196881353,0
Track_108,-0.27344501295840157,0
Track_121,-0.03981954167985649,0
Track_129,-0.30201635261158083,0
Track_142,-0.2832136716651883,0
Track_166,0.475449209208518,0
Track_181,-0.4410827453251178,0
Track_300,-0.0608890139599373,0
Track_351,0.6071431970636811,0
Track_406,1.1125362268226553,0
Track_425,0.16764886223485756,0
Track_563,-0.20463822337278045,0
Track_584,0.5224660400743134,0
Track_731,0.05484915206557486,0
Track_786,0.49457724856448004,0
Track_925,-0.16604584427514102,0
Track_926,1.274652718837664,0
Track_958,-0.22988126020586142,0
Track_1067,-0.6692761384595401,0
Track_1236,-0.49046629319804463,0
Track_1567,1.1969833607411713,0
Track_1568,-0.14716791516538497,0
Track_1674,0.15444285218775836,0
Track_1680,-0.6080345697154699,0
Track_1784,0.876216861589341,0
Track_1838,0.059140420351795626,0
Track_1914,0.8482674895857353,0
Track_1984,-0.29569373837268303,0
Track_2000,-0.26789159438477433,0
Track_2113,-0.44048148059486053,0
Track_2307,-0.26465625162639295,0
Track_2524,0.3930670900031679,0
Track_2561,0.05338680121681797,0
Track_2583,2.90710409166993,0
Track_2647,-0.6477019831617772,0
Track_2667,-0.581334313106197,0
Track_2797,1.287954170228005,0
Track_0,-0.07836896389028769,1
Track_1,-0.1287009679075551,1
Track_6,-0.5000554523215496,1
Track_7,-0.3193000473490665,1
Track_9,-0.72562473718394,1
Track_11,0.03294009000166394,1
Track_14,0.428657486727627,1
Track_20,-0.5758743275511261,1
Track_22,-0.8185203765410392,1
Track_24,-0.28710662725585534,1
Track_29,-0.13818938092607538,1
Track_33,2.8084860106110976,1
Track_35,-0.05375606225378451,1
Track_41,0.15589669066716358,1
Track_43,-0.7684633687871607,1
Track_49,-0.7393086331216561,1
Track_56,0.5867490699434975,1
Track_64,-0.02474841721993014,1
Track_67,-0.14160367195972282,1
Track_73,-0.2973680159032051,1
Track_76,-0.18101599265504267,1
Track_77,-0.5999330353576345,1
Track_81,-0.20264516901555552,1
Track_86,0.1483833379981113,1
Track_92,-0.2802385497777938,1
Track_96,0.322696153317797,1
Track_98,-0.07731540870127034,1
Track_107,-0.5050116269666965,1
Track_109,-0.051232630365911865,1
Track_112,0.23955094673201388,1
Track_119,0.3607604923897157,1
Track_122,-0.6468158329700735,1
Track_124,-0.42722976281759195,1
Track_145,0.6587686984083809,1
Track_160,-0.16344786466996364,1
Track_161,-0.3342986316656017,1
Track_167,0.6800092176268866,1
Track_190,-0.36595662764610876,1
Track_198,0.045950802779832975,1
Track_272,0.7362271223019369,1
Track_276,-0.2577120057492129,1
Track_284,1.5360459469131837,1
Track_299,-0.3879613123352436,1
Track_306,-0.7880501287393501,1
Track_359,0.5186463844756832,1
Track_381,0.022194699839327387,1
Track_449,0.19398951812448922,1
Track_505,0.10751676370515564,1
Track_528,0.15726872574929204,1
Track_571,0.22565698996187356,1
Track_622,-0.8233452295536483,1
