name,CONFINEMENT_RATIO,Clusters
Track_4,1.2475780434935353,0
Track_15,1.078127481987398,0
Track_26,1.3403153138788113,0
Track_31,0.6836590758048154,0
Track_44,2.417648955338905,0
Track_48,3.3410030137644315,0
Track_78,1.3787756335864745,0
Track_108,0.8269469790353011,0
Track_121,1.752481243470114,0
Track_129,1.3913928555267678,0
Track_142,1.0048151280548094,0
Track_166,2.9922811419556794,0
Track_181,0.9753075858631037,0
Track_300,1.6505493079353535,0
Track_351,1.0809882343267112,0
Track_406,0.993059774234303,0
Track_425,0.8270039596590337,0
Track_563,1.0017660353628939,0
Track_584,2.5246885195778894,0
Track_731,1.1823768236158612,0
Track_786,1.2762015366949808,0
Track_925,1.5570375784746595,0
Track_926,0.7209552133044326,0
Track_958,1.1948400709638063,0
Track_1067,1.1088550205534378,0
Track_1236,1.065369415259903,0
Track_1567,0.9561442068099396,0
Track_1568,0.9258801344880916,0
Track_1674,1.068404247589949,0
Track_1680,2.3783566090207873,0
Track_1784,0.6734515356380146,0
Track_1838,1.6133860234175585,0
Track_1914,2.4366158185657225,0
Track_1984,2.053295038031541,0
Track_2000,4.662494944173216,0
Track_2113,1.7445637478333444,0
Track_2307,2.197072379821223,0
Track_2524,1.2574477798427863,0
Track_2561,0.8146615228158897,0
Track_2583,0.29349733167234787,0
Track_2647,1.409925254971211,0
Track_2667,1.0431378420854802,0
Track_2797,0.8741296785045164,0
Track_0,0.14551567960715847,1
Track_1,0.1229249826034076,1
Track_6,-0.5693892645541548,1
Track_7,0.3610718802736915,1
Track_9,-0.049292331977803236,1
Track_11,-0.3436431797147909,1
Track_14,-0.3159883511138842,1
Track_20,0.5565040396211941,1
Track_22,0.12503795226249112,1
Track_24,-0.13874028965377078,1
Track_29,-0.20553285769874577,1
Track_33,-1.0235610790588772,1
Track_35,-0.08517386224966961,1
Track_41,-0.10394140961085181,1
Track_43,-0.09853443003433193,1
Track_49,-0.5050765642637315,1
Track_56,0.3217732237839465,1
Track_64,0.19500904423678997,1
Track_67,0.5433529637600487,1
Track_73,-0.050788877276181345,1
Track_76,0.015426587220229528,1
Track_77,-0.7345922002513771,1
Track_81,-0.26458500008986685,1
Track_86,0.11173679445937136,1
Track_92,-0.4577308120959836,1
Track_96,-0.417193129365213,1
Track_98,-0.41864640142921283,1
Track_107,-1.0641255115152741,1
Track_109,-0.06796128212303082,1
Track_112,0.27766216068983746,1
Track_119,-0.3293274657468988,1
Track_122,-0.024956943782826205,1
Track_124,-0.7106987094512143,1
Track_145,0.24964689329976325,1
Track_160,0.239751705429397,1
Track_161,0.4019323251964568,1
Track_167,-0.4235372013905837,1
Track_190,-0.20769126492153606,1
Track_198,-0.5676755520130383,1
Track_272,-0.5685712054094245,1
Track_276,-0.26531286271847937,1
Track_284,0.10788919750676769,1
Track_299,0.677045727337951,1
Track_306,0.8213265065097342,1
Track_359,0.3899955176550791,1
Track_381,-0.15856286235396203,1
Track_449,-0.9847330581161307,1
Track_505,0.04515299754706892,1
Track_528,-0.11783548163389401,1
Track_571,0.15738802879001132,1
Track_622,-0.3570438257788786,1
Track_646,0.015227292394912339,1
Track_659,0.22884284988240639,1
Track_660,0.5355484930680617,1
Track_676,-0.4885471645151481,1
Track_684,0.2868740099876613,1
Track_713,-0.7247929051384857,1
Track_722,-0.08797475364271401,1
Track_768,0.10522010929011286,1
Track_772,0.0,1
Track_805,-0.5831754517670622,1
Track_837,-0.4424207270891444,1
Track_865,-0.9116338224558753,1
Track_913,0.10375723072452037,1
Track_930,0.30563964151461726,1
Track_1022,0.33359333390681434,1
Track_1056,0.13881765063896265,1
Track_1057,-0.40838291461859866,1
Track_1089,0.7735345439115289,1
Track_1147,-0.17508673866643207,1
Track_1161,-0.7012338725382514,1
Track_1171,0.2640441656373298,1
Track_1184,0.6518707661714955,1
Track_1201,-0.2233520120257837,1
Track_1242,-0.8096728924837913,1
Track_1276,-0.6332007600988284,1
Track_1286,-0.6293641197578342,1
Track_1313,0.021358235066858567,1
Track_1321,-1.0477469166002595,1
Track_1367,-0.30269966384688707,1
Track_1368,0.15241111881571898,1
Track_1400,0.5803635404458265,1
Track_1440,-0.3149339731974713,1
Track_1450,-0.8107742976241816,1
Track_1472,0.34230885374124254,1
Track_1476,-0.2175410637640399,1
Track_1512,0.06296598149553517,1
Track_1522,-0.36625942911408915,1
Track_1592,-0.9994138796780825,1
Track_1606,0.09467506927342335,1
Track_1640,0.07231282133212631,1
Track_1659,-0.29338920790193085,1
Track_1694,0.39982673836887855,1
Track_1695,-0.09195890278878736,1
Track_1702,-0.18404165264937103,1
Track_1774,-0.2758921673061328,1
Track_1811,0.13719700310232016,1
Track_1812,-0.5388895618385755,1
Track_1835,-0.833620445785183,1
Track_1905,-0.7233813250890304,1
Track_1935,-0.4570964295324908,1
Track_1943,-0.7196103486022599,1
Track_1947,0.20941613625858665,1
Track_1954,-0.5224636408866956,1
Track_1957,-0.3389364994812624,1
Track_1963,0.027930216191252237,1
Track_2003,-0.05343384463782378,1
Track_2020,-0.33641288396871455,1
Track_2049,-1.1573023000096567,1
Track_2090,0.8814040442720181,1
Track_2099,-0.9240385347171881,1
Track_2104,-0.8878475773070711,1
Track_2117,-0.35563960801134875,1
Track_2120,0.2719055250765689,1
Track_2123,0.07823571321649128,1
Track_2139,-0.4566470362399513,1
Track_2235,-0.8234045102053312,1
Track_2243,0.13400928457038053,1
Track_2255,-1.1087835863200508,1
Track_2288,-0.20882855589159735,1
Track_2310,-0.5658820519290131,1
Track_2313,-0.9265138467262317,1
Track_2320,-0.3607458026233725,1
Track_2337,-0.808931502439021,1
Track_2338,0.338382517952384,1
Track_2340,-0.543667246021962,1
Track_2341,-0.055238686398966994,1
Track_2355,-0.5015535191948337,1
Track_2418,0.14011625739691294,1
Track_2420,-0.45862315727868064,1
Track_2454,0.4895874319997673,1
Track_2477,-0.9158112667022934,1
Track_2499,-0.6546884106200679,1
Track_2541,-0.09136525956081808,1
Track_2544,0.1322808055996598,1
Track_2617,0.021610172330200732,1
Track_2646,-0.06889502808455182,1
Track_2649,0.45449046668657145,1
Track_2650,-0.16251187565314199,1
Track_2682,0.23125576252574173,1
Track_2683,0.2094288478453746,1
Track_2687,-0.7412388783836367,1
Track_2688,-0.7749908147965532,1
Track_2743,-0.8418725087192117,1
Track_2750,-0.9229549507621311,1
Track_2856,-0.09170252607077913,1
Track_2883,-0.5564031141900784,1
Track_3008,-0.16618137682794837,1
Track_3066,-0.36051813214612016,1
Track_3074,-0.3846482031356593,1
Track_3118,-0.8108628762245145,1
Track_3221,-0.4872425306878229,1
Track_3283,-0.45947735320970656,1
Track_3318,-0.5651297638830668,1
