,Label,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
0,Track_0,-0.07836896389028769,0.5265538801872892,-0.6141833140998314,-0.338910256973587,0.41915556393699804,1.9603436497894098,0.14551567960715847,0.16413593252348666,0.14551567960715847,-0.5279538557249381
1,Track_1,-0.1287009679075551,0.5500333739263954,-0.4341916729862158,-0.1948878167446167,0.1256993655043646,1.59813225893834,0.1229249826034076,0.11983835638940384,0.1229249826034076,0.02958892282478974
2,Track_4,0.5309710984209077,0.19881902962927392,-0.5239179559223276,0.5356238061893519,0.6356612578562787,-0.3115175466018715,1.2475780434935353,1.7486034610290853,1.247578043493531,0.055933647804744094
3,Track_6,-0.5000554523215496,0.31353002418323694,-0.5709940296709456,-0.7648441380126001,-0.26268591018124454,0.006804304826893155,-0.5693892645541548,-0.6350802422903321,-0.5693892645541548,0.17211240945688175
4,Track_7,-0.3193000473490665,-0.5702691508016506,-0.2794444896915494,-0.2496829636501592,-0.3885561595145431,0.5677951595140098,0.3610718802736915,0.25561032218405627,0.3610718802736915,-0.5694270009675009
5,Track_9,-0.72562473718394,-0.5816673401013565,-0.4845968867792777,-0.7584452283524774,-0.694922173710274,1.1869528879784994,-0.049292331977803236,-0.2739172555882941,-0.049292331977803236,0.2044356642924864
6,Track_11,0.03294009000166394,0.4289207717175183,-0.5359739288164317,-0.29955992126667075,0.5677960653047744,0.04695493028768282,-0.3436431797147909,-0.29149512212836187,-0.3436431797147909,0.735670105366404
7,Track_14,0.428657486727627,0.6100083589527661,0.1169372558556007,0.5064350680771976,0.15530447490056837,0.4600626107880828,-0.3159883511138842,-0.14810731879427308,-0.3159883511138842,0.30662437396488185
8,Track_15,-0.9512663442809927,-1.1902763040083273,-0.5668617253674245,-1.328522324648511,-0.8480585009062569,0.917339017219167,1.078127481987398,0.44248316176086006,1.078127481987398,0.13966098139155783
9,Track_20,-0.5758743275511261,-0.5002140025537127,-0.6946152624646939,-0.8762698650667532,-0.3696866390423614,1.3658861446075983,0.5565040396211941,0.28736664815463137,0.5565040396211941,-1.0488845343502278
10,Track_22,-0.8185203765410392,-1.1950459656208612,-0.941681211705163,-1.0666877450480312,-0.7987199612346665,1.0759540645524766,0.12503795226249112,-0.17747696905124372,0.12503795226249337,-0.02271764265191226
11,Track_24,-0.28710662725585534,0.5462400743370407,-0.5341669689417468,-0.37101236186269043,-0.08150059648128347,1.7109279054269684,-0.13874028965377078,-0.19147280942933764,-0.13874028965377078,-0.5802643895954068
12,Track_26,-0.3738257674503745,-0.9352026680322917,-0.16417363739164784,-0.38249611054134086,-0.5320675982225146,-0.12985878631779837,1.3403153138788113,1.1082331545452253,1.3403153138788113,0.12158772159079506
13,Track_29,-0.13818938092607538,-0.7011410253643353,0.5407287635377716,-0.19959362459600963,-0.10272595390114127,-0.5559143894243023,-0.20553285769874577,-0.20483280923732183,-0.20553285769874577,-0.8917846384161823
14,Track_31,0.026175805988522826,0.4461137271448396,-0.6669964564419085,-0.22849112785304435,0.5719832895713303,-0.4559137357146446,0.6836590758048154,0.764241645428983,0.6836590758048154,-0.3394920651698916
15,Track_33,2.8084860106110976,0.6204870339727614,0.49341228393894015,2.3553477882263993,1.9949175149144482,0.31709243521665204,-1.0235610790588772,-0.8275559276531392,-1.0235610790588772,-1.2031291453329638
16,Track_35,-0.05375606225378451,0.041827328627446494,0.4620181752138316,0.06241129947776633,-0.2766372889959846,1.9234084311041655,-0.08517386224966961,-0.05650908227292263,-0.08517386224966961,0.014687415337931326
17,Track_41,0.15589669066716358,-0.4135319555883101,0.6686995038849909,0.046881553753874615,-0.07131104645673057,0.13799913661296442,-0.10394140961085181,0.0,-0.1039414096108497,-0.5775707078312536
18,Track_43,-0.7684633687871607,-1.170191347397307,-0.941681211705163,-0.8038949552140169,-1.1689794965335207,-0.19438691200455016,-0.09853443003433193,-0.3280165351089377,-0.09853443003432967,0.24885294163151403
19,Track_44,0.7228697925289377,0.162663855245167,1.1917320185998328,0.38815181116164243,0.8100726280415593,-0.6824762520295171,2.417648955338905,3.3724464160810244,2.417648955338905,-0.8038884724368885
20,Track_48,-0.06240527753195668,-0.4574763730266721,-0.29641468759056583,0.14231353917689626,0.0583499958825534,-0.21850414093903517,3.3410030137644315,3.368756155128476,3.341003013764434,-0.8118689462229972
21,Track_49,-0.7393086331216561,-0.9361161434712052,-0.2680104996101073,-1.0496845491805327,-0.5393314233243947,1.170602321262102,-0.5050765642637315,-0.6345957402648724,-0.5050765642637315,-0.2802191828699742
22,Track_56,0.5867490699434975,0.19432554542986513,-0.0629339903483066,0.3814017820620698,0.5827479183152868,0.021138650515090767,0.3217732237839465,0.6709083538125488,0.3217732237839444,0.3873780556360654
23,Track_64,-0.02474841721993014,-0.6079297042652277,-0.47585072894351466,0.06507674914158375,-0.4730149395285307,0.32784687416384517,0.19500904423678997,0.23789872649359553,0.19500904423678755,0.17371022855037888
24,Track_67,-0.14160367195972282,-0.9513033648915364,-0.2345799942109409,0.08792701779993958,-0.7498370097737183,-0.6932702215681664,0.5433529637600487,0.5240978290799992,0.5433529637600487,-0.17360239606744624
25,Track_73,-0.2973680159032051,0.2525454770032299,-0.5315785515091453,-0.26066371218713846,-0.43696094009168507,1.6986668125010127,-0.050788877276181345,-0.11377093436638383,-0.050788877276181345,-0.43222247873592196
