name,TRACK_MIN_SPEED,Clusters
Track_4,0.002889510569711091,0
Track_15,0.0025924847446788285,0
Track_26,0.005377726075500402,0
Track_31,0.0018998906502305606,0
Track_44,0.014756013108371949,0
Track_48,0.004463064704475998,0
Track_78,0.0012950537182374673,0
Track_108,0.003677999448633633,0
Track_121,0.0032966234400321225,0
Track_129,0.011363473770325948,0
Track_142,0.004693798390464078,0
Track_166,0.009964883236538704,0
Track_181,0.007161869977204815,0
Track_300,0.004181707842090338,0
Track_351,0.0062365834412616,0
Track_406,0.007258788148202776,0
Track_425,0.006510346277057,0
Track_563,0.013654382423062446,0
Track_584,0.016546772153409793,0
Track_731,0.010394658753752407,0
Track_786,0.00445696823912299,0
Track_925,0.002038030665049397,0
Track_926,0.015573624859437606,0
Track_958,0.008504883519073558,0
Track_1067,0.0,0
Track_1236,0.004389388093897147,0
Track_1567,0.015328432057122445,0
Track_1568,0.010216865684360416,0
Track_1674,7.209057560026382e-14,0
Track_1680,0.005967429144045579,0
Track_1784,0.010498749445322473,0
Track_1838,0.002293371872957753,0
Track_1914,0.003307830164989417,0
Track_1984,0.003828597524104908,0
Track_2000,0.0063714053912513535,0
Track_2113,0.0015696588221103152,0
Track_2307,0.0,0
Track_2524,0.010208805221494838,0
Track_2561,0.00989161463845435,0
Track_2583,0.013301671881879779,0
Track_2647,0.0025441678538263785,0
Track_2667,0.006049010466345403,0
Track_2797,0.01514512494788705,0
Track_0,0.002265179197997851,1
Track_1,0.0035101133616928086,1
Track_6,0.002563903157392769,1
Track_7,0.004580441150391307,1
Track_9,0.003161479545746474,1
Track_11,0.0028061239610913226,1
Track_14,0.00732206389376237,1
Track_20,0.0017088618059735146,1
Track_22,0.0,1
Track_24,0.002818622019697102,1
Track_29,0.010253269603816442,1
Track_33,0.009925999395080303,1
Track_35,0.009708858208689532,1
Track_41,0.011138394855327416,1
Track_43,0.0,1
Track_49,0.004659525738946796,1
Track_56,0.006077962456168671,1
Track_64,0.0032219734143809787,1
Track_67,0.004890751911573569,1
Track_73,0.0028365251249407976,1
Track_76,0.007148825317621143,1
Track_77,0.005035184404185388,1
Track_81,0.0036686101330409425,1
Track_86,0.0026841072912379637,1
Track_92,0.005520446392256944,1
Track_96,0.011751751803151888,1
Track_98,0.004330511934588316,1
Track_107,5.066016319706439e-05,1
Track_109,0.007931299092999812,1
Track_112,0.007206997198969073,1
Track_119,0.006859269847024967,1
Track_122,0.0,1
Track_124,0.008607838362428493,1
Track_145,0.009783887500166743,1
Track_160,0.008341946291758832,1
Track_161,0.00910376735072736,1
Track_167,0.02172172287399772,1
Track_190,0.0017825065243940743,1
Track_198,0.023822087190070014,1
Track_272,0.029349890843485823,1
Track_276,0.0094627865374981,1
Track_284,0.014163604609469296,1
Track_299,0.0,1
Track_306,9.011321950032977e-15,1
Track_359,0.013100445725862558,1
Track_381,0.0029324250381679963,1
Track_449,0.01057971399085272,1
Track_505,0.005134854754158405,1
Track_528,0.014741274643496666,1
Track_571,0.009083217079885167,1
Track_622,0.0,1
Track_646,0.008211549710961314,1
Track_659,0.0010946813553290348,1
Track_660,0.011253575322528502,1
Track_676,0.0035864480986040697,1
Track_684,0.01927570369386903,1
Track_713,0.01578799652067808,1
Track_722,0.008326706197283176,1
Track_768,0.0006243946736745388,1
Track_772,0.007743069807210454,1
Track_805,0.003707320196191929,1
Track_837,0.005630154341906169,1
Track_865,0.0031831428026461474,1
Track_913,0.004979689280383969,1
Track_930,0.012573658701257878,1
Track_1022,0.0076832067021698975,1
Track_1056,0.02168673806595479,1
Track_1057,0.006513253084983681,1
Track_1089,0.005266169730541522,1
Track_1147,0.004484101270029359,1
Track_1161,0.0036642853716172498,1
Track_1171,0.010162565893175247,1
Track_1184,0.004243716645752249,1
Track_1201,0.002315004766639702,1
Track_1242,0.006519244072323392,1
Track_1276,0.004312933480225742,1
Track_1286,0.001579556308640161,1
Track_1313,0.005089080552091753,1
Track_1321,0.005783877668991836,1
Track_1367,0.012111641046412838,1
Track_1368,0.001356139956501722,1
Track_1400,7.699276849134382e-14,1
Track_1440,0.004778142534483338,1
Track_1450,0.009953008802661702,1
Track_1472,0.027157357474976947,1
Track_1476,0.0033605974650370816,1
Track_1512,0.0012327894546201588,1
Track_1522,0.00640595619059986,1
Track_1592,0.006349231520379129,1
Track_1606,0.00858900816736358,1
Track_1640,0.008289635824820327,1
Track_1659,0.0034780366484969904,1
Track_1694,0.003764875909210226,1
Track_1695,0.004200514415298779,1
Track_1702,0.0030677505593710622,1
Track_1774,0.00959213307417193,1
Track_1811,0.0053330080819915145,1
Track_1812,0.023205123590677987,1
Track_1835,0.013432935138543267,1
Track_1905,0.0,1
Track_1935,0.006614933865834864,1
Track_1943,0.0,1
Track_1947,0.007246798146882868,1
Track_1954,0.00453514514569351,1
Track_1957,0.01825326283418255,1
Track_1963,0.005876120672508346,1
Track_2003,0.005954056616470783,1
Track_2020,0.010452340387752897,1
Track_2049,0.024249104565278724,1
Track_2090,0.007132206619276717,1
Track_2099,0.006124877366077855,1
Track_2104,0.010476885986913487,1
Track_2117,0.009602221887767895,1
Track_2120,0.00228502397135313,1
Track_2123,0.02674750222493695,1
Track_2139,0.017575127312912105,1
Track_2235,0.02043409763199031,1
Track_2243,0.0076150741261409105,1
Track_2255,0.007223233550190081,1
Track_2288,0.008264837999598772,1
Track_2310,0.007995356534347903,1
Track_2313,0.010381273294396497,1
Track_2320,0.009663530990748077,1
Track_2337,0.007716313770950317,1
Track_2338,5.406793170019786e-14,1
Track_2340,0.00761185508770128,1
Track_2341,0.014795253859376016,1
Track_2355,0.011901270228679638,1
Track_2418,0.001509216461831508,1
Track_2420,0.01606027010375654,1
Track_2454,0.0062429285817871,1
Track_2477,0.00873441352381183,1
Track_2499,0.014552907519128683,1
Track_2541,0.0030206567941441116,1
Track_2544,0.0,1
Track_2617,0.00912918567137236,1
Track_2646,0.010091814789430671,1
Track_2649,0.002510297607991451,1
Track_2650,0.0043868687059382405,1
Track_2682,0.011967567227286747,1
Track_2683,0.011270781896166763,1
Track_2687,0.013586670686470074,1
Track_2688,0.009923764094850527,1
Track_2743,0.003544838520738423,1
Track_2750,0.015044786272621062,1
Track_2856,0.020272116735313976,1
Track_2883,0.003974046183945002,1
Track_3008,0.025919481487664767,1
Track_3066,0.012432898958089859,1
Track_3074,0.00843575462809756,1
Track_3118,0.016708833660461206,1
Track_3221,0.0251454950886758,1
Track_3283,0.01594176797981207,1
Track_3318,0.05223421370662875,1
