name,Tracks_max_speed,Clusters
Track_4,0.19881902962927392,0
Track_15,-1.1902763040083273,0
Track_26,-0.9352026680322917,0
Track_31,0.4461137271448396,0
Track_44,0.162663855245167,0
Track_48,-0.4574763730266721,0
Track_78,-0.6107599102087954,0
Track_108,0.5576800312844741,0
Track_121,0.47719322548315357,0
Track_129,-0.5199817534593356,0
Track_142,0.6524345515898738,0
Track_166,-0.19140524491373037,0
Track_181,-1.1035324117159717,0
Track_300,0.6046797188598197,0
Track_351,-0.16977989593050363,0
Track_406,0.6937061095652786,0
Track_425,0.30550807564914856,0
Track_563,-1.0238373509948764,0
Track_584,0.04428127773462916,0
Track_731,-0.9311243265185953,0
Track_786,0.5761105781099913,0
Track_925,-0.669503050234844,0
Track_926,0.6139573534436767,0
Track_958,-0.491398443914837,0
Track_1067,0.14574489758324005,0
Track_1236,-0.3047228402667901,0
Track_1567,0.2583784868018594,0
Track_1568,0.6778119045679143,0
Track_1674,0.13213308437359508,0
Track_1680,-0.5566669468387443,0
Track_1784,0.2942396017403098,0
Track_1838,0.5171853447218995,0
Track_1914,0.672285092547979,0
Track_1984,-0.7034403571627421,0
Track_2000,-0.6808770115884127,0
Track_2113,-0.1909597024024502,0
Track_2307,-0.5337582031059824,0
Track_2524,-0.11185508031663592,0
Track_2561,0.1640640343185291,0
Track_2583,0.40214508109293984,0
Track_2647,-1.0662730771339328,0
Track_2667,-1.2060008063627305,0
Track_2797,-0.27112558126482,0
Track_0,0.5265538801872892,1
Track_1,0.5500333739263954,1
Track_6,0.31353002418323694,1
Track_7,-0.5702691508016506,1
Track_9,-0.5816673401013565,1
Track_11,0.4289207717175183,1
Track_14,0.6100083589527661,1
Track_20,-0.5002140025537127,1
Track_22,-1.1950459656208612,1
Track_24,0.5462400743370407,1
Track_29,-0.7011410253643353,1
Track_33,0.6204870339727614,1
Track_35,0.041827328627446494,1
Track_41,-0.4135319555883101,1
Track_43,-1.170191347397307,1
Track_49,-0.9361161434712052,1
Track_56,0.19432554542986513,1
Track_64,-0.6079297042652277,1
Track_67,-0.9513033648915364,1
Track_73,0.2525454770032299,1
Track_76,-0.6492985050395617,1
Track_77,-0.03402976401914763,1
Track_81,-0.5831872494332067,1
Track_86,-0.3834196840134791,1
Track_92,-0.636430119488379,1
Track_96,0.43693352714609196,1
Track_98,-0.1646135736090261,1
Track_107,-0.41078923818109364,1
Track_109,0.514526529292646,1
Track_112,0.5453299129973799,1
Track_119,0.674812625818138,1
Track_122,-1.2079429728356397,1
Track_124,0.275041687453486,1
Track_145,0.5819094095268078,1
Track_160,-0.1654823772360407,1
Track_161,-1.0964179051916156,1
Track_167,0.5118931853271276,1
Track_190,0.7047023371690732,1
Track_198,-0.7707500334418842,1
Track_272,0.41833265989864354,1
Track_276,-0.4251524200393617,1
Track_284,0.2576808944210157,1
Track_299,-0.5846884367481047,1
Track_306,0.4095868885585213,1
Track_359,0.47182901010953904,1
Track_381,-0.3827383187598697,1
Track_449,0.3744813173761912,1
Track_505,0.27248265798803745,1
Track_528,0.19996148192619181,1
Track_571,0.020786577031421765,1
Track_622,-0.9291423134344342,1
Track_646,0.7227469620142567,1
Track_659,0.6103278503789864,1
Track_660,-0.5943984547809383,1
Track_676,-0.4910557293675067,1
Track_684,0.29953425532756184,1
Track_713,0.47427458347559737,1
Track_722,-1.0864714028134328,1
Track_768,0.24558382010591975,1
Track_772,0.26713298516769923,1
Track_805,0.14339534903729478,1
Track_837,-0.07724564541814605,1
Track_865,-0.48082118994035034,1
Track_913,0.2690502973226808,1
Track_930,0.06031318733255921,1
Track_1022,0.6865033681820845,1
Track_1056,0.469558388461953,1
Track_1057,-0.007120249099709545,1
Track_1089,-0.715623414515216,1
Track_1147,0.6064776328690599,1
Track_1161,0.12511144832202573,1
Track_1171,-0.7888192749238337,1
Track_1184,-0.5512969286342738,1
Track_1201,-1.2599777969634451,1
Track_1242,0.13698236729914767,1
Track_1276,0.37861711663628933,1
Track_1286,-0.824976356755036,1
Track_1313,-0.7504124878027103,1
Track_1321,-1.1570271384729751,1
Track_1367,-0.7059588688877944,1
Track_1368,-0.6880681464664771,1
Track_1400,0.5529548296060482,1
Track_1440,0.5291404363692808,1
Track_1450,0.5837337766353473,1
Track_1472,-0.23499393950762104,1
Track_1476,-0.3640977780979179,1
Track_1512,0.18764644255107774,1
Track_1522,-0.2797237568407286,1
Track_1592,-0.6264882977074877,1
Track_1606,0.0,1
Track_1640,0.4545013723096375,1
Track_1659,-0.43076925322751863,1
Track_1694,0.41927542409623775,1
Track_1695,0.3685494897057441,1
Track_1702,0.28113894889190233,1
Track_1774,-0.24044803741810286,1
Track_1811,-0.9977756197897912,1
Track_1812,0.3098289128080896,1
Track_1835,-0.2828371542296653,1
Track_1905,-1.2036275662644913,1
Track_1935,0.03133031750749211,1
Track_1943,-0.6861214382444488,1
Track_1947,-0.5092252538797114,1
Track_1954,-0.11198562779715189,1
Track_1957,-0.2668136983738902,1
Track_1963,-0.3712018278463811,1
Track_2003,-0.7087523609038369,1
Track_2020,-0.06547805178950561,1
Track_2049,0.5527804829391378,1
Track_2090,-1.1487563172924535,1
Track_2099,0.4074966163196255,1
Track_2104,0.2391385074103057,1
Track_2117,-0.21219278462436914,1
Track_2120,-0.8507552939203151,1
Track_2123,0.646087729662106,1
Track_2139,-0.03870549656891439,1
Track_2235,0.36857474693353487,1
Track_2243,-1.3107991666925398,1
Track_2255,0.5408311278791593,1
Track_2288,0.7174738883690608,1
Track_2310,0.49901465902800995,1
Track_2313,-0.37190522746644045,1
Track_2320,-0.49917337601890194,1
Track_2337,-0.9628830959063146,1
Track_2338,0.5086031683551844,1
Track_2340,0.6562291913771238,1
Track_2341,0.4425191499866264,1
Track_2355,0.25818355540244187,1
Track_2418,0.03543628457269985,1
Track_2420,0.37723300422086525,1
Track_2454,-0.7635781888329172,1
Track_2477,0.15348255877953423,1
Track_2499,0.5705661567759641,1
Track_2541,-0.37870863826297063,1
Track_2544,-0.9019718748401766,1
Track_2617,0.11039950876982754,1
Track_2646,0.6928992723604366,1
Track_2649,-0.8766638732848333,1
Track_2650,-0.5107273024998565,1
Track_2682,0.04198476719623523,1
Track_2683,0.7042353612354657,1
Track_2687,-0.3580974950026913,1
Track_2688,-0.11422954092474147,1
Track_2743,0.4692526975001532,1
Track_2750,0.2680115335969066,1
Track_2856,-0.9039824148222476,1
Track_2883,-0.47112795655616924,1
Track_3008,-0.2007655117621387,1
Track_3066,0.6288667561223094,1
Track_3074,0.15097725557604422,1
Track_3118,-0.5391833862117407,1
Track_3221,-0.7241456458318236,1
Track_3283,0.3189887712972527,1
Track_3318,0.2049825450239429,1
