,Label,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TOTAL_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
0,Track_0,-0.6081330745156537,-0.12378367375917672,-0.13135453201996455,-0.8198221494684867,-0.22688255796553988,-0.26689813270072826,0.5322774517887426,0.20487461937720153,0.5322774517887426,0.03124042581540915
1,Track_2,-0.211116297192689,0.42690007397367435,-0.2361394664824505,-0.2742529574248049,-0.23885009650124145,0.7161422745976843,0.7444529268995209,0.7514917816915566,0.7444529268995209,-0.31669529712694783
2,Track_7,2.0729370049473412,0.5204147687839192,0.5090284067018567,1.9820325583845273,1.5091123714707524,-0.5441920967754048,-0.25014353189228467,0.48561909754943805,-0.25014353189228467,-0.26155334955171694
3,Track_9,-0.21233547344642173,-0.9568339225480818,0.5975356015125654,-0.18088557698296126,-0.5636158571259539,-0.30405330264839064,0.0638435467016458,-0.07141476472107504,0.0638435467016458,-0.8624627039361956
4,Track_10,-0.15001226231466783,-0.899758147721897,1.4069547274542882,-0.18251622388955427,-0.4090118299123857,-0.09122097174773003,-0.7588250851520205,-1.0523701608446079,-0.7588250851520205,0.2600118840765704
5,Track_15,-0.2923695872498059,-0.5954603816991229,-0.5412276465417468,-0.1771958215963651,-0.5397928901928452,-0.408392976687153,1.2082336071367281,1.2298108932812546,1.2082336071367252,0.1925394697809794
6,Track_24,0.22163659178272058,0.22179116913394373,0.15788277326008415,0.20440965066101402,0.12477400595545453,1.2097087514452673,-0.12494811053198869,-0.09929083888814633,-0.12494811053198869,0.2604812900740336
7,Track_27,0.7047886783872371,-0.4358778611517975,2.396172951463716,0.7662434553658326,0.11637827932793605,-0.10894913806388799,-0.6045310422239063,-0.6363813005912836,-0.6045310422239035,0.857295299450941
8,Track_28,0.5671990370354191,0.24080113082033197,-0.6333014175792936,0.6079496971083096,0.23205965155107242,0.3564416965866895,-0.4752438043958619,-0.4751713964598265,-0.4752438043958619,-0.3644633686717365
9,Track_29,0.3873182633344415,0.5452625828559994,1.859111350489041,-0.042643562581459994,0.725589111331845,-0.3377143793696334,-0.04241374953355873,0.0971126200554143,-0.04241374953355873,0.6657133940406849
10,Track_30,-0.2585902319224343,-1.1092557730980368,-0.00808842134664567,0.057444535672730376,-0.6109260808874544,-0.4914735162042603,-0.7481108550918141,-1.0614215012624768,-0.7481108550918167,0.3839259475026724
11,Track_33,-0.6106505189456812,-0.6144522206036472,-0.19023528274039792,-0.7834618681161883,-0.4060812065676389,0.6685851941209614,1.3899529809893516,1.0983944591013193,1.3899529809893487,-0.5210635461285371
12,Track_35,-0.8754964737967857,-1.1871313364626896,-0.6067144251201284,-1.029301173810598,-0.6781807536622367,0.6677114847886475,1.6071570661590704,1.0145203293907255,1.6071570661590704,-0.5445751552318026
13,Track_36,0.04090518398198689,-0.6064813559575805,-0.7445744180329517,0.177004990555829,-0.1427520715792371,0.22102539130145413,0.060723809249259166,0.060910858536349415,0.060723809249259166,-0.8904426617482416
14,Track_37,0.2778834182745704,0.5021942770162713,0.9062921072290899,0.1917116734815017,0.08216204029473352,0.2880762737902016,0.641695198731323,1.006876045778471,0.6416951987313203,-0.37445930007591416
15,Track_38,0.35694426713804844,0.4108007183078036,-0.8833106988243855,0.18287379468447362,0.5295741404547251,1.3598144400475474,-0.7448689892782455,-0.9305307183615883,-0.7448689892782455,-0.13543085849298678
