name,Total_distance_traveled,Clusters
Track_11,1.7674966031514039,0
Track_17,1.120682488987355,0
Track_25,1.743769342098325,0
Track_34,-0.05068714634640163,0
Track_37,-0.3588186476727357,0
Track_42,-0.42500026579411926,0
Track_49,2.342654519873479,0
Track_53,-0.26859649996372686,0
Track_57,1.4717826509232046,0
Track_75,-0.20497359983687027,0
Track_82,1.0067085538561853,0
Track_92,-0.046394694223094196,0
Track_93,-0.014278798495643785,0
Track_104,-0.5310667587640611,0
Track_105,1.4731446983250505,0
Track_112,-0.6206713322628824,0
Track_117,1.6976172993943632,0
Track_119,-0.5917663558236737,0
Track_126,0.3823190129692566,0
Track_130,-0.21098642969110215,0
Track_140,-0.4480012682085436,0
Track_142,-0.6335877490438857,0
Track_146,0.10642536957016463,0
Track_157,-0.23637821140484705,0
Track_160,-0.5564128015140474,0
Track_163,0.1503504719436784,0
Track_193,-0.6134654283810046,0
Track_287,-0.32505496732495737,0
Track_362,0.14480534794865635,0
Track_395,-0.3139781306253339,0
Track_470,1.912647677964856,0
Track_580,-0.29799945250978577,0
Track_639,1.5473740329022905,0
Track_742,1.7105342536993717,0
Track_825,0.5720789366218932,0
Track_842,-0.6360453009605047,0
Track_911,-0.5743920836098709,0
Track_951,-0.5644967464140891,0
Track_1023,1.2102637029044647,0
Track_1038,0.12738244996775333,0
Track_1052,0.5453695980353347,0
Track_1110,1.5835701305638148,0
Track_1136,1.3238767429110714,0
Track_1183,1.5900727847296037,0
Track_1197,0.5438014874452745,0
Track_1282,0.134399416402145,0
Track_1320,1.2359378139111,0
Track_1389,1.4882699461213358,0
Track_1463,0.974560372906362,0
Track_1472,-0.31855606929042524,0
Track_1483,0.6117741744420789,0
Track_1489,-0.15480584781204795,0
Track_1496,1.0313591755302192,0
Track_1515,1.4739693310400928,0
Track_1546,0.9420540631147429,0
Track_1548,-0.09377496567625147,0
Track_1603,1.5786874648889444,0
Track_1606,1.1032073191344378,0
Track_1617,0.2095559133647725,0
Track_1619,0.5945762348501977,0
Track_1638,-0.11252072457381555,0
Track_1685,-0.22569866364765884,0
Track_1690,-0.6587095003413415,0
Track_1713,1.0483115378160657,0
Track_1737,-0.1452485696498588,0
Track_1745,-0.009924575310903029,0
Track_1778,0.27529358484050165,0
Track_1805,0.6048056821873083,0
Track_1818,1.8254791530779961,0
Track_1836,-0.18939391394977226,0
Track_1853,0.6157972877316875,0
Track_1861,1.4250812211583876,0
Track_1894,-0.3876346764461879,0
Track_1906,2.27724919013151,0
Track_1921,0.7668516016889414,0
Track_1947,-0.41545264960100864,0
Track_1953,-0.310527790643035,0
Track_1970,-0.09523175564263735,0
Track_1995,0.7861391210014791,0
Track_2006,0.3603496072464084,0
Track_2038,-0.6416171368859176,0
Track_2106,-0.4192688135762373,0
Track_2127,0.8451573253255552,0
Track_2140,0.38142308219522314,0
Track_2156,1.1460473866669196,0
Track_2208,1.216290385818029,0
Track_2239,0.5310454155632874,0
Track_2253,0.5196716320109452,0
Track_2257,0.9492128620802627,0
Track_2266,-0.4170244139071008,0
Track_2279,1.1112327927113848,0
Track_2280,0.22997890402452267,0
Track_2289,1.1208574748359492,0
Track_2299,0.12692433419961252,0
Track_2302,1.5696771781136944,0
Track_2304,-0.6378359391667573,0
Track_2356,0.661140251294457,0
Track_2361,0.9284883960771152,0
Track_2378,-0.04149125203504717,0
Track_2410,0.5108059840235811,0
Track_2414,-0.4997800071205353,0
Track_2489,0.3440235952652394,0
Track_2491,0.6625936967362098,0
Track_2503,0.5785449451147793,0
Track_2554,1.169387908229866,0
Track_2561,0.6514518542578186,0
Track_2594,0.7334876329358359,0
Track_2618,0.9621498023354641,0
Track_2627,0.9693635538689711,0
Track_2628,0.9937622530413469,0
Track_2631,-0.4958316773905854,0
Track_2632,-0.4469166573840177,0
Track_2635,1.134761047834718,0
Track_2655,-0.5193740406051149,0
Track_2667,-0.24049098080975093,0
Track_2668,1.393884161754576,0
Track_2704,-0.13992170539284676,0
Track_2711,0.8691664141831857,0
Track_2726,0.1940343088600751,0
Track_2729,0.44400547072124447,0
Track_2735,0.7508003803686296,0
Track_2750,-0.29956267195533537,0
Track_2776,-0.01791383800097894,0
Track_2783,0.5354794095362584,0
Track_2798,-0.3328289594263604,0
Track_2819,0.9527769454971388,0
Track_2821,-0.4806414714544036,0
Track_2835,0.45855106918273336,0
Track_2855,-0.1235852846579653,0
Track_2868,0.683338164709366,0
Track_2902,0.4400081671709972,0
Track_2903,-0.24676830667821079,0
Track_2963,0.9220446426321258,0
Track_2975,-0.1159290661712702,0
Track_3009,0.03516053979867276,0
Track_3010,0.48981545191121256,0
Track_3064,0.3323290412673419,0
Track_3111,-0.15087811355976216,0
Track_3114,0.611734526492091,0
Track_3138,0.5333119693146563,0
Track_3220,0.15967981582420684,0
Track_3225,-0.23113897236816794,0
Track_3257,0.4941385933344842,0
Track_3261,0.9699964382775215,0
Track_3341,-0.2095845182862223,0
Track_3371,0.6176915954252827,0
Track_3374,-0.4560422644639765,0
Track_3386,0.42574303268084684,0
Track_3421,0.09243450074375892,0
Track_3441,0.1710986139531452,0
Track_3444,-0.27217660764950524,0
Track_3451,0.28865176564305833,0
Track_3545,-0.1973843804274492,0
Track_3547,0.1923134069440239,0
Track_3557,0.16484011246992541,0
Track_3585,-0.22861894630285262,0
Track_3627,0.04998960920913381,0
Track_3639,0.7527748094528286,0
Track_3649,-0.6040821603278139,0
Track_3679,0.009924575310903029,0
Track_3734,-0.31661338249329707,0
Track_3754,0.07707877664000691,0
Track_3782,0.09109267890832069,0
Track_3783,-0.07127083858039943,0
Track_3784,0.38209416045575534,0
Track_3787,-0.38293156268471845,0
Track_3802,-0.07421525676234686,0
Track_3845,-0.17961506374425304,0
Track_3865,-0.5956536122635856,0
Track_3871,0.6903010034836887,0
Track_3878,-0.30954288776055106,0
Track_3884,0.023639595898804,0
Track_3888,0.019834175036639565,0
Track_3904,0.2139338869127925,0
Track_3926,-0.3861218533254997,0
Track_3958,-0.09182258704578498,0
Track_3962,-0.5047160186207641,0
Track_3963,0.07114083606193758,0
Track_3966,-0.18844955020849452,0
Track_3967,0.11874723071115016,0
Track_3988,-0.43134268621158994,0
Track_4003,-0.025167944731870368,0
Track_4063,-0.47579186540354296,0
Track_4100,0.12454856461783016,0
Track_4115,-0.1906400266786351,0
Track_4131,-0.37515386489623437,0
Track_4176,-0.16762425318735982,0
Track_4196,-0.3520176686002801,0
Track_4219,0.2815274981892709,0
Track_4248,-0.1430594162458823,0
Track_4253,-0.4774683512249595,0
Track_4272,-0.5766498154346058,0
Track_4302,-0.5755134511653205,0
Track_4309,-0.6574112128185674,0
Track_4337,-0.6331259074439464,0
Track_4342,-0.06390084199918508,0
Track_4343,-0.621680452109953,0
Track_4344,0.08936465025240202,0
Track_4345,0.3302890359270708,0
Track_4375,-0.13550129639158523,0
Track_4420,-0.36995356211480107,0
Track_4423,-0.5885183049283844,0
Track_4436,-0.498083757809226,0
Track_4476,-0.46614163162433464,0
Track_4493,-0.45360627861339564,0
Track_4494,-0.33847659059192253,0
Track_4586,-0.20530997408401022,0
Track_4636,-0.5975425765673665,0
Track_4689,-0.5643830167999183,0
Track_4716,-0.5068316284646879,0
Track_4753,-0.21038832670955954,0
Track_4815,-0.6157589287301733,0
Track_4862,-0.5269426025405289,0
Track_4883,-0.5295185107164686,0
Track_4907,-0.5772759567365953,0
Track_5126,-0.5856009455154204,0
Track_5140,-0.6193170459279342,0
Track_5157,-0.6470597239691842,0
Track_5178,-0.49381630502936913,0
Track_31,-0.5319607682467044,1
Track_936,-0.6318063370937756,1
Track_1283,-0.4992116415657281,1
Track_1838,-0.5818522626626816,1
Track_2019,-0.6325679446326752,1
