name,CONFINEMENT_RATIO,Clusters
Track_3,0.25002549655685385,0
Track_8,-0.6417616502797104,0
Track_10,-0.15557198095610703,0
Track_11,0.0267548934073592,0
Track_20,0.4140211229422908,0
Track_28,0.06277929170690037,0
Track_35,-0.656636716996845,0
Track_42,0.18112699364485432,0
Track_43,0.41174147652157045,0
Track_47,0.7126148336288854,0
Track_51,0.8011746572901977,0
Track_53,0.49181841118937175,0
Track_67,1.0184634077868175,0
Track_75,0.5509980655368681,0
Track_77,0.11739155351835383,0
Track_98,-0.3148561413863265,0
Track_106,-0.38507366520180647,0
Track_109,0.4667577413787074,0
Track_118,0.03005573695712341,0
Track_135,0.2108614606265996,0
Track_140,0.531899801979503,0
Track_155,-0.0571175255492144,0
Track_158,-0.3933842709662238,0
Track_210,-0.2795800023836232,0
Track_304,0.4287133968513197,0
Track_352,-0.8898462150741425,0
Track_446,0.7537338513213971,0
Track_476,-0.23406538677978916,0
Track_482,0.2867388697039256,0
Track_557,0.5086156315151396,0
Track_630,0.47403784757436496,0
Track_657,0.5193255571528475,0
Track_730,0.13840853585089338,0
Track_734,0.5537838466872743,0
Track_781,0.47629368124655125,0
Track_897,0.22681325037754183,0
Track_907,0.45731689875346454,0
Track_1020,0.0032224908709037265,0
Track_1066,-0.25521300429890664,0
Track_1088,0.35676575097674007,0
Track_1221,-0.6542661987208721,0
Track_1328,0.5529473279791807,0
Track_1544,0.9346849682642265,0
Track_1962,-0.20116737453268735,0
Track_2060,0.7129840913109678,0
Track_2168,-0.2843430979449836,0
Track_2236,0.5580754787206208,0
Track_2241,0.2281956898096791,0
Track_2248,-0.8690604448218185,0
Track_2304,0.1596778489793195,0
Track_2375,0.32330558051083885,0
Track_2377,-0.22067777031691624,0
Track_2623,0.10230673201325391,0
Track_2653,0.15639746808600027,0
Track_2682,-0.7642056847629426,0
Track_2751,-0.6360172216437359,0
Track_2812,0.06072373329671405,0
Track_2924,-0.5032730739551785,0
Track_3057,0.624351091991363,0
Track_3222,-0.29531457577274367,0
Track_3224,0.4692564215125312,0
Track_3417,-0.3600432802015769,0
Track_3679,-0.8386347835938028,0
Track_3711,-0.3670545414742694,0
Track_3745,-0.01850133721964988,0
Track_3803,0.37610202314416513,0
Track_3863,-0.512491163685061,0
Track_3866,-0.3827954769654361,0
Track_3942,-0.4143117799866058,0
Track_3965,-0.5733773323187247,0
Track_4076,-0.5339097887904254,0
Track_4095,-0.663925010868017,0
Track_4097,-0.09380492702214722,0
Track_4160,-0.5484288243444678,0
Track_4207,-0.3579628806439819,0
Track_4243,-0.31836550134900066,0
Track_4272,-0.8509413183135777,0
Track_4394,-0.34855518682414166,0
Track_4396,-0.08990811151361423,0
Track_4397,-0.629396732446528,0
Track_4467,-0.5229458108435858,0
Track_4487,-0.2482007296738808,0
Track_4492,-0.5963602503604306,0
Track_4518,0.052711813441799774,0
Track_4646,-0.5679546362151726,0
Track_4654,-0.5649467773677016,0
Track_4655,-0.5621391701772384,0
Track_4657,-0.5780407882385123,0
Track_4742,-0.5061099130512102,0
Track_4795,-0.7036913864174935,0
Track_4836,-0.4363850422743906,0
Track_4872,0.10004727334325984,0
Track_4935,-0.4746274809584566,0
Track_5009,-0.5961614313183544,0
Track_5048,-0.28677062595293434,0
Track_5117,-0.10576414802250621,0
Track_5121,-0.7294856554466307,0
Track_5148,0.1526225389764917,0
Track_5170,-0.5641619426508251,0
Track_5229,-0.27888500207624817,0
Track_5241,-0.5619497826814355,0
Track_5253,-0.773811081897203,0
Track_5295,-0.1452977806197857,0
Track_5305,-0.5604453266186513,0
Track_5425,-0.5246785164145845,0
Track_5436,-0.0032224908709035686,0
Track_5469,-0.5724106205878875,0
Track_6,1.371226883062862,1
Track_7,1.7869149377176152,1
Track_60,1.5551579300907694,1
Track_72,1.1314708637195916,1
Track_90,2.9213639541235623,1
Track_423,1.7183697058937666,1
Track_445,1.3598651905971872,1
Track_712,1.3834471751558228,1
Track_771,2.4293458082807264,1
Track_902,2.797170909751677,1
Track_938,1.9613626125690324,1
Track_975,3.2617054670701133,1
Track_1629,1.3048186026201218,1
Track_2031,0.9921542146718927,1
Track_2043,3.977932614999216,1
Track_2220,1.839396743111856,1
Track_2453,2.0214812916952307,1
