name,Tracks_mean_speed,Clusters
Track_7,-0.659158202892563,0
Track_8,0.5019853897380255,0
Track_9,-1.2660168676141177,0
Track_12,0.0030310717130698018,0
Track_16,-0.4922187956872752,0
Track_18,0.37857130152381135,0
Track_20,0.05322054430248899,0
Track_24,-1.0834127030232379,0
Track_27,-0.03040506325348593,0
Track_30,-0.7436640717485906,0
Track_36,0.01438748104996312,0
Track_39,-1.1775631980598138,0
Track_41,-1.071933080253633,0
Track_43,0.03750480800892763,0
Track_44,0.5139597692259604,0
Track_45,0.3797500961443133,0
Track_54,-0.3909606912363578,0
Track_57,0.7537077455117119,0
Track_58,-0.29680539356240765,0
Track_60,-1.3905389999097284,0
Track_62,-0.2524266933582167,0
Track_64,-0.7855849555003747,0
Track_75,-0.1635918963371607,0
Track_88,-0.281790101217121,0
Track_90,-0.27313347308630537,0
Track_91,-0.502128369413266,0
Track_110,-1.1091539703834334,0
Track_114,0.1799354284726819,0
Track_117,-0.1667721642956222,0
Track_118,-0.4223286067109075,0
Track_127,1.0001134960758062,0
Track_128,-1.0915656109255696,0
Track_154,-1.107367716662132,0
Track_181,-0.22635314051702665,0
Track_206,-1.0751878862947801,0
Track_262,-1.1706999561866602,0
Track_291,-0.2877742079244465,0
Track_309,-0.7005810461959892,0
Track_324,-0.3757279434805711,0
Track_326,0.3305457001692659,0
Track_346,0.42195967386361294,0
Track_354,-0.329997570543697,0
Track_356,0.9716764390816707,0
Track_467,-0.873433757169601,0
Track_497,-0.03919767578239232,0
Track_551,-0.25543507121144043,0
Track_646,0.6971890411507944,0
Track_666,0.5704516760194858,0
Track_696,-0.5605362680299598,0
Track_703,-0.769778855242093,0
Track_723,-0.0740501045362119,0
Track_728,0.23126102010217817,0
Track_780,2.947745407217961,0
Track_787,-0.3591492739785094,0
Track_865,0.4664305858185294,0
Track_878,-0.0996607296584054,0
Track_919,1.6128086109495496,0
Track_961,0.16363932226488076,0
Track_992,0.5690857960573494,0
Track_994,0.3916444847519919,0
Track_1003,-1.3027595299427588,0
Track_1066,0.6005159457476114,0
Track_1083,-0.06964903764314997,0
Track_1138,0.4667590925548793,0
Track_1157,0.13105075977375327,0
Track_1177,0.46282934795544567,0
Track_1215,-0.010370790363103838,0
Track_1275,0.4193169722234831,0
Track_1290,0.015582025242129078,0
Track_1366,0.7079509878739124,0
Track_1498,-1.319846004576708,0
Track_1516,0.4740390451331187,0
Track_1521,0.35502379767847553,0
Track_1532,-0.9595577829391276,0
Track_1565,-0.2874914437436369,0
Track_1577,0.1872691856448068,0
Track_1616,0.9370981009224376,0
Track_1652,0.016434327589216726,0
Track_1699,-1.7414253669965536,0
Track_1731,-0.15106660885453344,0
Track_1744,-0.3138166819467075,0
Track_1793,0.3186742151328515,0
Track_1901,1.4431148571004828,0
Track_1921,-0.14578551201103096,0
Track_1936,1.1691795559910432,0
Track_1989,-0.7261084140832605,0
Track_1997,-0.9280831824849004,0
Track_2001,0.0,0
Track_2005,1.0000611176693939,0
Track_2107,-0.4227359859032694,0
Track_2156,0.30654113806106337,0
Track_2165,1.2682629747318879,0
Track_2169,-1.2929054153163635,0
Track_2235,-1.5622143124605434,0
Track_2311,0.31034433881076334,0
Track_2358,0.6519047149028957,0
Track_2380,0.8654649103878074,0
Track_2443,-0.9631709494138113,0
Track_2499,0.1662157057258315,0
Track_2542,-0.022054950120670193,0
Track_2553,2.124596096338887,0
Track_2580,0.7850831148286616,0
Track_2595,-0.45735261597168814,0
Track_2611,-0.6353884286404944,0
Track_2695,0.40054162497454143,0
Track_2708,0.26984037064305805,0
Track_2806,-0.6367317626798045,0
Track_2897,-0.13663738717033086,0
Track_3040,0.40517104777049523,0
Track_3097,-1.2947452918564886,0
Track_3120,0.4038252798456323,0
Track_3126,-0.8179312532433115,0
Track_3175,-0.6208490731137971,0
Track_3184,0.2686830556470872,0
Track_3207,0.08400542304938609,0
Track_3233,1.518548135061011,0
Track_3235,-0.4980907449052623,0
Track_3237,0.7185732212609185,0
Track_3337,1.1593953230844487,0
Track_3416,1.3554682784340508,0
Track_3430,0.7820157262858622,0
Track_3477,1.3902500466686811,0
Track_3712,1.2390285905348442,0
Track_5,-0.2768050202735933,1
Track_15,-1.1903217411804639,1
Track_26,-1.0777047984128318,1
Track_31,-0.7131619686014056,1
Track_35,0.5184735376125008,1
Track_47,-0.6051375917132948,1
Track_56,-0.2160981414984664,1
Track_189,0.3073281836629209,1
Track_412,-0.23960373311299807,1
Track_752,-0.7527773006017354,1
Track_1321,-0.009756658900207585,1
Track_1384,0.948319776815563,1
Track_1398,1.8563001025091503,1
Track_1468,-0.1680306726184379,1
Track_1496,0.1775767453346403,1
Track_1522,1.7007455606200514,1
Track_1612,1.0014713022123185,1
Track_1725,-0.37134152368177137,1
Track_1799,0.20853765488719284,1
Track_2117,-1.2651963564892543,1
Track_2412,0.08929454354163027,1
Track_2669,-0.5062740535966315,1
Track_2730,0.34674343125310686,1
Track_2764,-1.6607294009118863,1
Track_2933,-0.7482032808976374,1
Track_2934,0.03841110982421894,1
Track_3285,1.6124508603038505,1
Track_3339,1.75015554065633,1
Track_3425,0.34587207083994675,1
Track_3467,0.6499394223689259,1
Track_3473,0.519578189186487,1
Track_3578,0.28120133144333714,1
