name,Tracks_max_speed,Clusters
Track_7,-0.42240916515491106,0
Track_8,0.6712804522409939,0
Track_9,0.08421794461717319,0
Track_12,-0.1921190567679451,0
Track_16,-0.1276554799061988,0
Track_18,0.42189207358344727,0
Track_20,0.4090794714790247,0
Track_24,-1.3175191562669484,0
Track_27,0.49657296252002764,0
Track_30,-0.2735510789233136,0
Track_36,-0.9777636019475252,0
Track_39,-1.269954500955566,0
Track_41,-0.6318316502040406,0
Track_43,0.3997441144338566,0
Track_44,-0.30644844884932254,0
Track_45,0.19303449855915678,0
Track_54,-0.7273340071386384,0
Track_57,0.713595548223723,0
Track_58,0.33755341964293073,0
Track_60,-0.2196766579868348,0
Track_62,-0.5522640407101572,0
Track_64,-0.627727022367051,0
Track_75,0.20172193390662688,0
Track_88,0.5581485720863669,0
Track_90,0.6625891685207291,0
Track_91,-1.205689344216038,0
Track_110,-1.740941059116875,0
Track_114,-0.5499101297073987,0
Track_117,0.02575545491893091,0
Track_118,0.04341259087291451,0
Track_127,0.5272370194563629,0
Track_128,0.686714368386054,0
Track_154,-0.4158485784884375,0
Track_181,-0.4445363710503181,0
Track_206,-0.4002246602958506,0
Track_262,-1.1426839288946646,0
Track_291,0.2320776951200285,0
Track_309,0.5461890510703206,0
Track_324,0.18450635788848657,0
Track_326,-0.7414271131752158,0
Track_346,0.1421705482020144,0
Track_354,-0.7835999025481839,0
Track_356,0.7141407114848597,0
Track_467,-1.207811777096893,0
Track_497,0.680516112931831,0
Track_551,-0.5941601579514032,0
Track_646,-0.027257615000722837,0
Track_666,0.1931062416718223,0
Track_696,-1.245803062849133,0
Track_703,-0.3295204450693494,0
Track_723,-0.4302023625615617,0
Track_728,0.6278396572041932,0
Track_780,0.7081585409109152,0
Track_787,0.1906606757235568,0
Track_865,0.4169798560736808,0
Track_878,-0.696060044487875,0
Track_919,0.7235122463111484,0
Track_961,0.09872937654614852,0
Track_992,0.49808988992751796,0
Track_994,0.16615938203176436,0
Track_1003,-1.6558817007602527,0
Track_1066,0.5940466334342307,0
Track_1083,0.6941192490017727,0
Track_1138,0.11040085501231207,0
Track_1157,-0.44884711998650206,0
Track_1177,0.6316729432593896,0
Track_1215,-0.15023182720133432,0
Track_1275,0.190243502005311,0
Track_1290,0.1142853922443846,0
Track_1366,0.6629403588360249,0
Track_1498,0.05222436429883556,0
Track_1516,0.574188521799814,0
Track_1521,-0.17847211416439357,0
Track_1532,-0.742219388828568,0
Track_1565,0.3579553275503357,0
Track_1577,-0.636561073873085,0
Track_1616,0.6546764158731744,0
Track_1652,-0.2597323139930072,0
Track_1699,-2.0677329393802486,0
Track_1731,0.03172157430833937,0
Track_1744,0.00291390308348395,0
Track_1793,-0.5857668396493247,0
Track_1901,-0.290202468317994,0
Track_1921,-0.023592511964480156,0
Track_1936,0.6974744553980367,0
Track_1989,0.6437714343635546,0
Track_1997,-1.637950515967863,0
Track_2001,-0.29259007220631295,0
Track_2005,-0.33311759140620506,0
Track_2107,-0.2906624939491162,0
Track_2156,0.042322026894383545,0
Track_2165,0.3873873752205825,0
Track_2169,-1.5324882177995174,0
Track_2235,-1.4033991533507622,0
Track_2311,-0.2862589877589905,0
Track_2358,-0.004925739466559193,0
Track_2380,-0.11221621690664446,0
Track_2443,-1.5130840008070299,0
Track_2499,0.14627953540970687,0
Track_2542,0.1716731715475691,0
Track_2553,0.6366372400734153,0
Track_2580,0.33195536866826214,0
Track_2595,-0.7805183591405153,0
Track_2611,-0.05825431556991128,0
Track_2695,-0.6436063432016855,0
Track_2708,0.49187635931292234,0
Track_2806,-0.7191473150220982,0
Track_2897,-0.9726966910440137,0
Track_3040,0.6392575031630087,0
Track_3097,-1.7336760979287484,0
Track_3120,0.6143178983685009,0
Track_3126,-0.6350050624091017,0
Track_3175,-1.4187353209123188,0
Track_3184,0.564292025603177,0
Track_3207,0.2090728425844237,0
Track_3233,0.5240224266454344,0
Track_3235,-1.12168874494785,0
Track_3237,0.04454002499523974,0
Track_3337,0.5237870608381576,0
Track_3416,0.5929083124312643,0
Track_3430,-0.540362518579479,0
Track_3477,0.47151691209558777,0
Track_3712,0.0517002925838354,0
Track_5,0.5804562936065794,1
Track_15,-0.5565254422560629,1
Track_26,-1.1739263479786344,1
Track_31,-0.9176735422523791,1
Track_35,0.24745605344310245,1
Track_47,-0.8776449386141375,1
Track_56,0.4705187289047923,1
Track_189,0.4737052169842802,1
Track_412,-0.7771771249915813,1
Track_752,-0.2715774632629168,1
Track_1321,-0.7322364370520092,1
Track_1384,0.33913414290564864,1
Track_1398,0.680480950467873,1
Track_1468,0.435815644511165,1
Track_1496,0.3359045764168794,1
Track_1522,-0.08406849658477149,1
Track_1612,0.42053007931497444,1
Track_1725,-0.295805689793905,1
Track_1799,-0.08179053158442127,1
Track_2117,-0.6608461399545711,1
Track_2412,-0.007049147012850295,1
Track_2669,0.0,1
Track_2730,-0.257752365357074,1
Track_2764,-1.813076450367101,1
Track_2933,0.09158873407601935,1
Track_2934,-0.3716740071265435,1
Track_3285,0.44134173820667616,1
Track_3339,0.1848996438103065,1
Track_3425,0.44190366474277615,1
Track_3467,0.6953728825142793,1
Track_3473,-0.40269210033825936,1
Track_3578,-0.1713295446545456,1
