name,TRACK_MAX_SPEED,Clusters
Track_7,0.7093641626656072,0
Track_8,0.9394354178303665,0
Track_9,0.8159394955496205,0
Track_12,0.7578085599112917,0
Track_16,0.7713692775089545,0
Track_18,0.8869734611759167,0
Track_20,0.8842781704817195,0
Track_24,0.5210666092372155,0
Track_27,0.9026835178329136,0
Track_30,0.7406783181590758,0
Track_36,0.5925384286530451,0
Track_39,0.5310724278670427,0
Track_41,0.6653095303196337,0
Track_43,0.8823143616655647,0
Track_44,0.7337579459893943,0
Track_45,0.8388304151943832,0
Track_54,0.6452194181144446,0
Track_57,0.9483369261653768,0
Track_58,0.8692317731664754,0
Track_60,0.7520114747045683,0
Track_62,0.6820475696093659,0
Track_64,0.666172989991768,0
Track_75,0.8406579255984128,0
Track_88,0.9156367154816074,0
Track_90,0.9376070978731295,0
Track_91,0.5445914053166345,0
Track_110,0.43199452964221485,0
Track_114,0.6825427441546006,0
Track_117,0.803641181502389,0
Track_118,0.8073555803290144,0
Track_127,0.9091340847538871,0
Track_128,0.9426821346347708,0
Track_154,0.7107442639164385,0
Track_181,0.704709428861172,0
Track_206,0.7140309500218641,0
Track_262,0.5578453804431913,0
Track_291,0.8470436386679746,0
Track_309,0.913120881036838,0
Track_324,0.8370364144129006,0
Track_326,0.6422547574434229,0
Track_346,0.8281305486918976,0
Track_354,0.6333831850790987,0
Track_356,0.9484516080584517,0
Track_467,0.5441449250820757,0
Track_497,0.9413782542746552,0
Track_551,0.6732341986794933,0
Track_646,0.7924892208889267,0
Track_666,0.8388455072531802,0
Track_696,0.5361529841700402,0
Track_703,0.7289044637536051,0
Track_723,0.7077247663683616,0
Track_728,0.9302971046558585,0
Track_780,0.9471931838486343,0
Track_787,0.8383310519467049,0
Track_865,0.8859401149411729,0
Track_878,0.6517982863112333,0
Track_919,0.9504230273222081,0
Track_961,0.8189921562908706,0
Track_992,0.9030026224372781,0
Track_994,0.8331768991567315,0
Track_1003,0.44988782681661155,0
Track_1066,0.9231883205265186,0
Track_1083,0.9442398436506657,0
Track_1138,0.8214473973918444,0
Track_1157,0.7038026090444105,0
Track_1177,0.9311034841991009,0
Track_1215,0.766620061207903,0
Track_1275,0.8382432942506756,0
Track_1290,0.8222645582595269,0
Track_1366,0.9376809751371642,0
Track_1498,0.8092092467989996,0
Track_1516,0.9190109190075995,0
Track_1521,0.760679364538153,0
Track_1532,0.6420880923758299,0
Track_1565,0.8735235690154577,0
Track_1577,0.6643146370497086,0
Track_1616,0.935942551639462,0
Track_1652,0.7435852677559058,0
Track_1699,0.3632497807902906,0
Track_1731,0.8048962291453016,0
Track_1744,0.7988361761177758,0
Track_1793,0.6749998378938187,0
Track_1901,0.737175490668223,0
Track_1921,0.7932602210359923,0
Track_1936,0.9449456531734429,0
Track_1989,0.9336485527356043,0
Track_1997,0.45365987523523876,0
Track_2001,0.7366732284041573,0
Track_2005,0.7281477591460381,0
Track_2107,0.7370787185377452,0
Track_2156,0.8071261665909694,0
Track_2165,0.87971496741758,0
Track_2169,0.47584518533257075,0
Track_2235,0.5030006804688318,0
Track_2311,0.7380050510000488,0
Track_2358,0.7971870095051814,0
Track_2380,0.7746171190908873,0
Track_2443,0.47992710445106856,0
Track_2499,0.8289949254120319,0
Track_2542,0.834336793567794,0
Track_2553,0.9321477859652044,0
Track_2580,0.8680541533063965,0
Track_2595,0.6340314261782003,0
Track_2611,0.7859686782299411,0
Track_2695,0.6628325767543348,0
Track_2708,0.9016955287565955,0
Track_2806,0.6469415909329164,0
Track_2897,0.5936043165730062,0
Track_3040,0.9326989909947607,0
Track_3097,0.4335228048609696,0
Track_3120,0.9274526339962593,0
Track_3126,0.6646419634729233,0
Track_3175,0.49977452629840147,0
Track_3184,0.9169290675705242,0
Track_3207,0.8422042809438562,0
Track_3233,0.9084578550529827,0
Track_3235,0.5622619793083993,0
Track_3237,0.8075927501617651,0
Track_3337,0.9084083429191545,0
Track_3416,0.9229488605026075,0
Track_3430,0.684551203265019,0
Track_3477,0.897412665043483,0
Track_3712,0.8090990017757549,0
Track_5,0.9203294229997199,1
Track_15,0.6811511306317589,1
Track_26,0.5512731478292205,1
Track_31,0.6051791223536118,1
Track_35,0.8502786681914137,1
Track_47,0.613599638499179,1
Track_56,0.8972026847566285,1
Track_189,0.8978730022766583,1
Track_412,0.6347342964644375,1
Track_752,0.7410934928347589,1
Track_1321,0.6441881308227128,1
Track_1384,0.8695642980248499,1
Track_1398,0.941370857411698,1
Track_1468,0.8899024580217886,1
Track_1496,0.8688849184240042,1
Track_1522,0.7805383432128761,1
Track_1612,0.886686948690207,1
Track_1725,0.7359967831286973,1
Track_1799,0.7810175415690843,1
Track_2117,0.6592059704351071,1
Track_2412,0.7967403242376051,1
Track_2669,0.7982232002522353,1
Track_2730,0.7440017746519955,1
Track_2764,0.41681995017948154,1
Track_2933,0.8174900330653624,1
Track_2934,0.7200369360950152,1
Track_3285,0.8910649407705146,1
Track_3339,0.8371191470129293,1
Track_3425,0.8911831490276063,1
Track_3467,0.9445035610995068,1
Track_3473,0.713511893226783,1
Track_3578,0.7621818931405046,1
