name,Tracks_mean_speed,Clusters
Track_0,-0.6081330745156537,0
Track_7,2.0729370049473412,0
Track_9,-0.21233547344642173,0
Track_10,-0.15001226231466783,0
Track_24,0.22163659178272058,0
Track_27,0.7047886783872371,0
Track_28,0.5671990370354191,0
Track_29,0.3873182633344415,0
Track_30,-0.2585902319224343,0
Track_36,0.04090518398198689,0
Track_38,0.35694426713804844,0
Track_44,0.08796239459052728,0
Track_49,-0.8842647649271236,0
Track_50,0.0611913535880789,0
Track_51,0.7325538434842668,0
Track_52,-0.7568988623323242,0
Track_53,-0.9942194548823732,0
Track_57,1.2964531143286495,0
Track_63,-0.35287336288668836,0
Track_66,0.3458147343180056,0
Track_72,-0.025631808487006063,0
Track_74,-0.10164092609113135,0
Track_76,-0.6376019061566044,0
Track_79,-0.4700267841716669,0
Track_80,-0.506471260230789,0
Track_82,-0.21024929727935454,0
Track_88,-0.4069445205266015,0
Track_126,0.801608388593292,0
Track_148,-0.6289704209897526,0
Track_161,0.26525578346445117,0
Track_193,-0.12556274936014206,0
Track_217,0.12164813607353718,0
Track_218,0.05136159048042995,0
Track_226,-0.2128366493493053,0
Track_229,0.3998274285249223,0
Track_275,-0.1811271423144026,0
Track_290,0.9459134659248516,0
Track_301,0.0,0
Track_357,2.071681376240166,0
Track_359,0.9102486907953492,0
Track_487,1.0052010945762029,0
Track_498,0.43429137783918553,0
Track_505,-0.5779550919755937,0
Track_538,2.0195780873214786,0
Track_576,0.6875096692433131,0
Track_625,-0.6687016977858089,0
Track_731,1.179045862227882,0
Track_755,0.6675070157622983,0
Track_872,0.7062613628844634,0
Track_880,2.3613535669557577,0
Track_889,0.8361103484079521,0
Track_906,1.3571271906874691,0
Track_907,-0.24417766022786577,0
Track_957,-0.09737180607765647,0
Track_965,0.2653751942533075,0
Track_981,1.244574497621141,0
Track_1324,-0.29012646002512055,0
Track_1327,-0.16072989936535642,0
Track_1355,0.46988192957093844,0
Track_2,-0.211116297192689,1
Track_15,-0.2923695872498059,1
Track_33,-0.6106505189456812,1
Track_35,-0.8754964737967857,1
Track_37,0.2778834182745704,1
Track_42,-1.1951603145072827,1
Track_47,-0.5200418386700806,1
Track_55,-0.0830815077939244,1
Track_58,-0.04592318867254549,1
Track_67,-0.1535730726940493,1
Track_71,-0.5298133543044588,1
Track_73,-0.1311346244139515,1
Track_75,-0.31533206511964323,1
Track_78,-0.6287746881756456,1
Track_85,-0.5335217262064468,1
Track_261,2.2678804256206258,1
Track_761,2.356258737280044,1
Track_984,2.3760831869266346,1
Track_1019,0.2779899382374245,1
Track_1187,0.7363027153239824,1
