name,TRACK_MIN_SPEED,Clusters
Track_7,0.003842529273894018,0
Track_8,0.016707103594542035,0
Track_9,0.0009252616095424677,0
Track_12,0.008446543080740587,0
Track_16,0.012789768669760811,0
Track_18,0.01054443717846666,0
Track_20,0.006423262624564284,0
Track_24,0.0034372887756297394,0
Track_27,0.012511068110742781,0
Track_30,0.008079502985163555,0
Track_36,0.0213385711761929,0
Track_39,0.0021414601440576404,0
Track_41,0.007774196611571366,0
Track_43,0.024987339519847083,0
Track_44,0.017512626933596523,0
Track_45,0.0319844984065196,0
Track_54,0.005210953159543594,0
Track_57,0.04909742754195687,0
Track_58,0.006000952270049883,0
Track_60,0.004463204410931347,0
Track_62,0.004574763398089666,0
Track_64,0.004547369902436622,0
Track_75,0.009165069820342795,0
Track_88,0.0015783986999036597,0
Track_90,0.010187907753914014,0
Track_91,0.015509032788421242,0
Track_110,0.0037720305929377384,0
Track_114,0.011429389812605792,0
Track_117,0.013373962086774062,0
Track_118,0.005417187018323045,0
Track_127,0.03611256382440077,0
Track_128,0.0,0
Track_154,0.00040283124254113266,0
Track_181,0.005717279355348541,0
Track_206,0.0,0
Track_262,0.004893641642725882,0
Track_291,0.01669861825225105,0
Track_309,0.005692910031471627,0
Track_324,0.004229954939913157,0
Track_326,0.0175154716487619,0
Track_346,0.024929795844065645,0
Track_354,0.011703261669106093,0
Track_356,0.06287406782222313,0
Track_467,0.012454794523202133,0
Track_497,0.03415424730457062,0
Track_551,0.0056826309625882775,0
Track_646,0.020488754268898464,0
Track_666,0.0021357791204644713,0
Track_696,0.0031457203143997288,0
Track_703,0.0009185818919157423,0
Track_723,0.008069438990459542,0
Track_728,0.011282868402889137,0
Track_780,0.03134791261376164,0
Track_787,0.0,0
Track_865,0.035635226773558314,0
Track_878,0.024998244074659122,0
Track_919,0.008695718763025601,0
Track_961,0.013370369682686739,0
Track_992,0.012555491569928072,0
Track_994,0.003418298895618985,0
Track_1003,0.007080930887238213,0
Track_1066,0.005884381546534079,0
Track_1083,0.01149941648782312,0
Track_1138,0.016194653867168285,0
Track_1157,0.0265855343523594,0
Track_1177,0.029387529905557003,0
Track_1215,0.013146695343991538,0
Track_1275,0.02094631745604889,0
Track_1290,0.003578166205636899,0
Track_1366,0.012693832741830323,0
Track_1498,0.006011211275036651,0
Track_1516,0.012008042118571616,0
Track_1521,0.01499730240600277,0
Track_1532,0.0028064519158108314,0
Track_1565,0.010746139005149528,0
Track_1577,0.029308402173735034,0
Track_1616,0.010093616202821377,0
Track_1652,0.00779060165700855,0
Track_1699,0.0,0
Track_1731,0.006496784261961522,0
Track_1744,0.015397419879667473,0
Track_1793,0.023758727339070272,0
Track_1901,0.01087770600637666,0
Track_1921,0.011027901458985035,0
Track_1936,0.008774338388716042,0
Track_1989,0.012957404569603547,0
Track_1997,0.012676805887677466,0
Track_2001,0.024623831974297104,0
Track_2005,0.009898726022607078,0
Track_2107,0.004155122025940439,0
Track_2156,0.009493057896296269,0
Track_2165,0.0371767203319895,0
Track_2169,0.002612054658762476,0
Track_2235,0.005605588134196684,0
Track_2311,0.008908781744803057,0
Track_2358,0.021528705598173294,0
Track_2380,0.025278603516091624,0
Track_2443,0.009212819026832606,0
Track_2499,0.02359666713696674,0
Track_2542,0.02546760945983693,0
Track_2553,0.05365711864817744,0
Track_2580,0.008687916906611151,0
Track_2595,0.00686475433393646,0
Track_2611,0.0,0
Track_2695,0.01833473721878912,0
Track_2708,0.010049361674755964,0
Track_2806,0.01666092509476213,0
Track_2897,0.027054157415648723,0
Track_3040,0.009942783659155865,0
Track_3097,0.009964821522755048,0
Track_3120,0.013259529540526956,0
Track_3126,0.005608586932805946,0
Track_3175,0.012540476041516745,0
Track_3184,0.039017551127610274,0
Track_3207,0.01668191310358456,0
Track_3233,0.009316418426040394,0
Track_3235,0.014890018588483857,0
Track_3237,0.03156626511713447,0
Track_3337,0.031964704076152935,0
Track_3416,0.018098657812249175,0
Track_3430,0.035419980043420875,0
Track_3477,0.012155041673531248,0
Track_3712,0.022618471664115368,0
Track_5,0.009922878810911919,1
Track_15,0.0036860179105431645,1
Track_26,0.006283830042138142,1
Track_31,0.014627146590272451,1
Track_35,0.020624944969385956,1
Track_47,0.0,1
Track_56,0.006146002711565372,1
Track_189,0.0070696074837694285,1
Track_412,0.010244372649589318,1
Track_752,0.005889228141453583,1
Track_1321,0.015161489485614774,1
Track_1384,0.006626249559917,1
Track_1398,0.04049330111245234,1
Track_1468,0.01220361097883714,1
Track_1496,0.01300391218523816,1
Track_1522,0.021198217943972402,1
Track_1612,0.018910264765193415,1
Track_1725,0.009782814894566878,1
Track_1799,0.007060487349047903,1
Track_2117,0.011345212600993252,1
Track_2412,0.011846034928708506,1
Track_2669,0.00891761054018141,1
Track_2730,0.04201770095679771,1
Track_2764,0.007912237667199123,1
Track_2933,0.004102274915084674,1
Track_2934,0.009139807855681059,1
Track_3285,0.04945126255630257,1
Track_3339,0.0041091068721757955,1
Track_3425,0.0066776976131908946,1
Track_3467,0.00794776727313463,1
Track_3473,0.01861306099941633,1
Track_3578,0.003948359403606188,1
