Label,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,source,Cluster_Labels
Track_0,0.5322774517887426,0.2048746193772015,df1,0
Track_2,0.7444529268995209,0.7514917816915566,df1,0
Track_7,-0.2501435318922846,0.485619097549438,df1,0
Track_9,0.0638435467016458,-0.071414764721075,df1,0
Track_10,-0.7588250851520205,-1.052370160844608,df1,0
Track_15,1.208233607136728,1.2298108932812546,df1,1
Track_24,-0.1249481105319886,-0.0992908388881463,df1,0
Track_27,-0.6045310422239063,-0.6363813005912836,df1,0
Track_28,-0.4752438043958619,-0.4751713964598265,df1,0
Track_29,-0.0424137495335587,0.0971126200554143,df1,0
Track_30,-0.7481108550918141,-1.0614215012624768,df1,0
Track_33,1.3899529809893516,1.0983944591013193,df1,1
Track_35,1.6071570661590704,1.0145203293907257,df1,1
Track_36,0.0607238092492591,0.0609108585363494,df1,0
Track_37,0.641695198731323,1.006876045778471,df1,1
Track_38,-0.7448689892782455,-0.9305307183615884,df1,0
Track_42,1.731383807962959,0.7394546123339315,df1,1
Track_44,0.006952208054464,0.0146296571120424,df1,0
Track_47,0.763452272490833,0.5192234209819354,df1,0
Track_49,-0.6632385716399588,-1.11065894863851,df1,0
Track_50,0.0,-0.0083426726204811,df1,0
Track_51,-0.2165351354626277,-0.0098608385647911,df1,0
Track_52,0.6011256625561223,0.1638376823517078,df1,0
Track_53,0.5560950936729374,-0.0563093761696047,df1,0
Track_55,1.7128338808125056,2.077124697927585,df1,1
Track_57,-0.6905898162530335,-0.6374304265186455,df1,0
Track_58,1.5278417803384587,1.886271541676549,df1,1
Track_63,0.2543094141859501,0.0718882330116661,df1,0
Track_66,-0.262378994631461,-0.2395123829069738,df1,0
Track_67,1.1344671240957815,1.2789835198645685,df1,1
Track_71,1.1367076382118977,0.9132043764278112,df1,1
Track_72,0.0789765236432018,0.0485958865245035,df1,0
Track_73,0.453025740932871,0.4552917107180772,df1,0
Track_74,0.0102229651102332,-0.078976473516526,df1,0
Track_75,0.7092672023017493,0.6252051630659922,df1,0
Track_76,0.0482939906668285,-0.3165612151763308,df1,0
Track_78,0.7787059326769626,0.4452030804348397,df1,0
Track_79,0.4833609757285139,0.2519612924023699,df1,0
