name,CONFINEMENT_RATIO,Clusters
Track_11,-0.16714084047121497,0
Track_17,-0.038814407010387485,0
Track_25,-0.5416383607692631,0
Track_34,0.5877058774514595,0
Track_37,0.5705856838864047,0
Track_42,1.5585333828678989,0
Track_49,0.6646141140735599,0
Track_53,0.6579672820802125,0
Track_57,-0.7269772708049127,0
Track_75,0.25168737431623106,0
Track_82,-0.047140554307832774,0
Track_92,0.363526152016234,0
Track_93,0.28187460286446264,0
Track_104,-0.2878581672214948,0
Track_105,-0.21679009162671417,0
Track_112,0.5592983742019261,0
Track_117,-0.6247503016186069,0
Track_119,0.6189397089834827,0
Track_126,-0.46367884267834375,0
Track_130,0.8029853711416031,0
Track_140,-0.6174867398535376,0
Track_142,0.543814612066144,0
Track_146,-0.01093075664734625,0
Track_157,0.48037662565321726,0
Track_160,0.5253962512154291,0
Track_163,-0.10705609911712026,0
Track_193,0.9741747521630838,0
Track_287,-0.5462797894961589,0
Track_362,0.35276249876205584,0
Track_395,1.1792423140319768,0
Track_470,-0.06556621397688363,0
Track_580,0.7107597005430255,0
Track_639,0.1445680176000128,0
Track_742,-0.2777457163042956,0
Track_825,-0.46178666467192997,0
Track_842,0.24317145275079782,0
Track_911,1.4102422471613114,0
Track_951,1.4255270160266467,0
Track_1023,-0.5124208319110068,0
Track_1038,-0.72223487905217,0
Track_1052,-1.043986447267789,0
Track_1110,0.27633162371968417,0
Track_1136,-0.6426448863858059,0
Track_1183,0.6222887480110614,0
Track_1197,1.2722269699907942,0
Track_1282,1.5517889186418783,0
Track_1320,0.6246655538635407,0
Track_1389,-0.9038038208794689,0
Track_1463,0.21055876737412682,0
Track_1472,-0.8578714828166218,0
Track_1483,2.175914101925557,0
Track_1489,1.1024529919497537,0
Track_1496,0.12691385391698756,0
Track_1515,-0.5736123053416005,0
Track_1546,0.791164249172482,0
Track_1548,0.09104813511162192,0
Track_1603,0.5235373110063914,0
Track_1606,0.73292757515187,0
Track_1617,0.2896983180478569,0
Track_1619,0.5636814917599571,0
Track_1638,-0.6919179258105623,0
Track_1685,1.0278962133492497,0
Track_1690,-0.15871750615155286,0
Track_1713,0.4322222942093694,0
Track_1737,-0.5801648567612072,0
Track_1745,0.20060748571040793,0
Track_1778,0.22142712146382693,0
Track_1805,0.46305981028746573,0
Track_1818,-0.7685159260932907,0
Track_1836,0.029384845168696754,0
Track_1853,-0.8375936645824785,0
Track_1861,-0.01326939093685195,0
Track_1894,0.6103769313569913,0
Track_1906,-0.0006270017861679386,0
Track_1921,0.28364962069993305,0
Track_1947,0.4560453862508213,0
Track_1953,0.5008536794561077,0
Track_1970,-0.769904443951997,0
Track_1995,-0.14494134624664654,0
Track_2006,1.2064212214322316,0
Track_2038,0.8481658398075304,0
Track_2106,-0.18349331596737348,0
Track_2127,-0.16415833754503836,0
Track_2140,0.020382752162779173,0
Track_2156,0.4171392614798666,0
Track_2208,-0.26113289131849476,0
Track_2239,0.7520346540901512,0
Track_2253,0.4242798294094107,0
Track_2257,-0.3667812053363124,0
Track_2266,0.07917043791485473,0
Track_2279,0.4401266470062821,0
Track_2280,1.3909045592414435,0
Track_2289,1.367776008922044,0
Track_2299,-0.8512938139736708,0
Track_2302,0.945884115424305,0
Track_2304,-0.04472695786020114,0
Track_2356,0.33650097834500126,0
Track_2361,0.21318059855112334,0
Track_2378,2.018988697039611,0
Track_2410,-0.4150788543983161,0
Track_2414,-0.8118509118155537,0
Track_2489,0.863211907314954,0
Track_2491,0.38914994257849406,0
Track_2503,-0.5382691300279182,0
Track_2554,0.33454960730393996,0
Track_2561,-0.4594676846819186,0
Track_2594,0.362043819605652,0
Track_2618,0.09761179566505859,0
Track_2627,-0.375374769816505,0
Track_2628,-0.3475694802919179,0
Track_2631,0.2155821487898977,0
Track_2632,0.08959425314432133,0
Track_2635,0.5767193655518761,0
Track_2655,-0.3535550330796253,0
Track_2667,2.039214338033904,0
Track_2668,-0.46167244347559466,0
Track_2704,-0.7701661728568812,0
Track_2711,0.24879417614428226,0
Track_2726,-0.15883738133321518,0
Track_2729,0.1799917939625684,0
Track_2735,-0.7488447550103096,0
Track_2750,-0.9186088641090663,0
Track_2776,-0.7876578107394546,0
