LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(frame),(frame),(frame),(µm),(µm),(µm),(µm),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(µm/frame),(quality),(µm),(µm),,(µm/frame),,(rad/frame)
Track_462,0,0,250,0,0,0,0,0,249.0,0.0,249.0,3.6208759128259564,89.86738589336693,101.05891642860826,0.0,0.26065593079934435,1.0586219940172896,0.012592547401922012,0.23388675075706977,0.18174506893925985,0.8538669741153717,64.90332676903677,4.5710834662765505,0.055788756803038894,0.014541670332634364,0.05578875680303892,2.045171270476615
Track_463,1,1,388,0,0,0,0,0,387.0,0.0,387.0,5.797702411137866,56.48777658632715,90.7915549813365,0.0,0.2780513560463345,1.4985429529880452,0.006485379838481075,0.2311804504869517,0.2228176755299001,0.8631979981341313,107.60587478993135,7.357544675894323,0.05387905095754452,0.014981143181234797,0.053879050957544465,2.020701714445263
Track_464,2,2,479,0,0,0,0,0,478.0,0.0,478.0,4.844189507055957,81.74330938661835,120.78248362690837,0.0,0.29332789314540525,1.142769205343648,0.009966538653811906,0.2670637310519622,0.204719869900998,0.8567502813448736,140.2107329235038,5.3729993337943,0.034549348727096744,0.010134287671665182,0.034549348727096765,2.0379597930381035
Track_466,4,4,255,0,0,0,0,0,254.0,0.0,254.0,4.269284923149604,47.377860878322,65.26352512210377,0.0,0.2583098370606628,0.9149647663966443,0.006818754898762113,0.24815805076910447,0.16263472631130754,0.8343251120810415,65.61069861340832,4.593062207132855,0.06506995068449287,0.016808208358856706,0.06506995068449282,2.0735463328127977
Track_472,10,10,81,0,0,0,0,0,80.0,0.0,80.0,2.9509722564852865,99.31634682951893,101.30578160307364,0.0,0.36606509050378155,1.4716546819281628,0.05305654674570058,0.29669586586900115,0.27679530735415286,0.8376506427187979,29.285207240302523,2.9509722564852865,0.10076665096718647,0.03688715320606608,0.10076665096718647,2.0789072669704587
Track_476,14,14,366,0,0,0,0,0,365.0,0.0,365.0,8.391055384752933,113.47520713725312,99.20061534568157,0.0,0.278141946602214,0.9636102534471617,0.008486202083447048,0.2619127307267955,0.1677022956866029,0.846796889122718,101.52181050980803,8.668490947993476,0.08265273582706913,0.022989192834939543,0.08265273582706907,2.0377330305267867
Track_481,19,19,260,0,0,0,0,0,259.0,0.0,259.0,6.63297347776328,67.21757595814037,122.73944870474209,0.0,0.2314434678399171,0.7035724976506248,0.008282547808189244,0.21055637602649205,0.13577207168423844,0.8425580765192325,59.94385817053851,6.934930699823581,0.11065309574990428,0.025609936207580234,0.11065309574990426,1.9685151568212333
Track_483,21,21,322,0,0,0,0,0,321.0,0.0,321.0,5.899718018502225,94.27685437173452,59.548654987510375,0.0,0.27830490197472413,0.9165394661387194,0.00908049477543356,0.2586657163919086,0.1593677763011326,0.8518823346366053,89.33587353388637,6.436307331224946,0.06603974176470528,0.01837918385826238,0.06603974176470521,2.093795831974746
Track_485,23,23,271,0,0,0,0,0,270.0,0.0,270.0,3.1464827986498,100.69857712220765,54.42315040585141,0.0,0.2875719528824832,0.8541698377760167,0.018120588142737037,0.2660852270258014,0.1638091376663284,0.8489900248956856,77.64442727827046,3.2612547142917796,0.040524257940278134,0.011653639994999259,0.04052425794027813,2.0339019853779
Track_486,24,24,183,0,0,0,0,0,182.0,0.0,182.0,4.390207890052478,49.69450500813569,125.68577792134825,0.0,0.2833068943028338,1.1995158032036726,0.01989624449599027,0.2816089278938547,0.17797439836562745,0.8344835169979783,51.56185476311572,4.93515909863543,0.08514449121781731,0.024122021373914716,0.08514449121781727,1.8933255774427344
Track_487,25,25,402,0,0,0,0,0,401.0,0.0,401.0,3.7256724227669196,72.56580226324397,81.97987415890171,0.0,0.21918663799736088,0.5623472201040305,0.015133416079875856,0.20155652194374624,0.13133950686672757,0.8597978073269573,87.8938418369417,3.7256724227669196,0.04238832146714769,0.00929095367273546,0.04238832146714768,1.9756590635259395
