name,Mean_change_rate,Clusters
Track_11,-0.9140489435633408,0
Track_17,-0.738532268910879,0
Track_25,0.09394187173559321,0
Track_34,-0.8195347593484563,0
Track_37,-0.6326737955459018,0
Track_42,-1.945420995762588,0
Track_49,-0.23062481635239435,0
Track_53,-0.3810042529182241,0
Track_57,-0.23778818752729705,0
Track_75,-1.6997174462518683,0
Track_82,-1.6499616159238022,0
Track_92,-0.6965847275358034,0
Track_93,-1.7374549860980477,0
Track_104,-1.1346538941434128,0
Track_105,-0.040521118331156014,0
Track_112,-0.5437959421064193,0
Track_117,0.1486121627686495,0
Track_119,-0.24938104443257872,0
Track_126,-0.20643993747018138,0
Track_130,-1.7619490975726257,0
Track_140,0.6548263498253654,0
Track_142,-2.2715398532046307,0
Track_146,-1.0354052483729368,0
Track_157,-0.25639323948093806,0
Track_160,-1.1025612346079205,0
Track_163,-0.5195909169972253,0
Track_193,-0.1381075638704341,0
Track_287,-0.09448768884151947,0
Track_362,-0.575368703434139,0
Track_395,0.16597799824776557,0
Track_470,0.002376218576409587,0
Track_580,-0.521380486908036,0
Track_639,-0.04609431380829532,0
Track_742,0.3667700853788368,0
Track_825,0.09772267198258745,0
Track_842,-0.12992084363932765,0
Track_911,-1.8809039397066307,0
Track_951,0.08849395522016756,0
Track_1023,-0.3669115281787173,0
Track_1038,0.5728145180309061,0
Track_1052,0.20032398649503222,0
Track_1110,0.3202809286824148,0
Track_1136,-0.44377972077469185,0
Track_1183,-0.2539558142756469,0
Track_1197,-0.2480702489187773,0
Track_1282,-1.898499080748713,0
Track_1320,-1.6372852390152046,0
Track_1389,-0.29147723011220217,0
Track_1463,-0.559895769039662,0
Track_1472,-0.21819495988418297,0
Track_1483,-1.2530157623166618,0
Track_1489,-1.9823542324316892,0
Track_1496,-0.5435374079097233,0
Track_1515,-0.44772992283882923,0
Track_1546,0.08008745435475977,0
Track_1548,-0.334650870419718,0
Track_1603,-0.4099455730342013,0
Track_1606,0.28379523413081925,0
Track_1617,-0.12042291753073887,0
Track_1619,-0.05744276547235845,0
Track_1638,0.2858374349417687,0
Track_1685,-0.7855881667403971,0
Track_1690,1.1720157623384733,0
Track_1713,-0.2282776393100042,0
Track_1737,0.7033333109937195,0
Track_1745,-0.16834309737425188,0
Track_1778,-1.3358262542626311,0
Track_1805,-0.34234362695767884,0
Track_1818,-0.28180200061769234,0
Track_1836,-0.07552879379559188,0
Track_1853,-0.18135588728448032,0
Track_1861,-1.5143590401077076,0
Track_1894,0.4774883460885703,0
Track_1906,-1.0575978903323178,0
Track_1921,-0.023723560763950192,0
Track_1947,0.5922367397098491,0
Track_1953,-0.29606855137007776,0
Track_1970,0.991178495520128,0
Track_1995,0.5648351121606398,0
Track_2006,0.1515919801947814,0
Track_2038,-1.577067042915924,0
Track_2106,0.4435656948653034,0
Track_2127,0.21096426733035661,0
Track_2140,-0.5564177187882907,0
Track_2156,-0.5117028663676939,0
Track_2208,0.35965255611200747,0
Track_2239,-0.10539143883509502,0
Track_2253,0.9205759178122778,0
Track_2257,0.6046581360589852,0
Track_2266,-0.49684814941622224,0
Track_2279,-0.13424654736461683,0
Track_2280,-1.4293920071903967,0
Track_2289,-1.0412939644906671,0
Track_2299,-0.6755163607732714,0
Track_2302,-0.9356780545328728,0
Track_2304,0.17218552363825437,0
Track_2356,-0.30371627063683365,0
Track_2361,1.0468697598159302,0
Track_2378,-1.4533068930461983,0
Track_2410,0.06873012992603568,0
Track_2414,-0.6016990054901292,0
Track_2489,-0.41063954793881435,0
Track_2491,-0.22904265685918473,0
Track_2503,-1.4846229871064094,0
Track_2554,-0.4038148631999597,0
Track_2561,0.14810746161243757,0
Track_2594,-0.17736624791504488,0
Track_2618,-0.0023762185764083016,0
Track_2627,-0.4386259796050405,0
Track_2628,0.1997208744287157,0
Track_2631,-1.3671410684055862,0
Track_2632,-0.4473572857737565,0
Track_2635,-0.838895991137293,0
Track_2655,1.1469340799120307,0
Track_2667,-1.1495642879816053,0
Track_2668,0.17442386419761752,0
Track_2704,0.40266848639713354,0
Track_2711,-0.4359565216976142,0
Track_2726,0.25511470517880186,0
Track_2729,-0.4616600906939069,0
Track_2735,-0.9218740230006538,0
Track_2750,0.24102331637771363,0
Track_2776,0.41743608910008423,0
Track_2783,0.2522271429992103,0
Track_2798,0.2695321547461726,0
