name,Tracks_min_speed,Clusters
Track_11,-0.3560796540794623,0
Track_17,0.3862466174133263,0
Track_25,-0.8046437613611406,0
Track_34,0.9860481040534396,0
Track_37,1.2363534524248645,0
Track_42,-0.8046437613611406,0
Track_49,-0.8046437613611406,0
Track_53,-0.10506190062041051,0
Track_57,-0.26717405704644415,0
Track_75,0.42476066845755417,0
Track_82,-0.14358491791443692,0
Track_92,-0.49847704081167427,0
Track_93,-0.18775036362211597,0
Track_104,3.261018364057872,0
Track_105,-0.6013889620481535,0
Track_112,0.3286802659179042,0
Track_117,0.38613186429556856,0
Track_119,0.0809084993332171,0
Track_126,-0.5912686722294469,0
Track_130,-0.12030803647280434,0
Track_140,1.4176346336013501,0
Track_142,-0.10201332369586204,0
Track_146,0.33785113119483845,0
Track_157,-0.12637673559807258,0
Track_160,0.2937275291714761,0
Track_163,0.5978570407171983,0
Track_193,2.163134922134109,0
Track_287,0.3276305186038877,0
Track_362,0.7225958052892257,0
Track_395,2.505299805441682,0
Track_470,-0.2656206401889834,0
Track_580,-0.1370524432076603,0
Track_639,-0.2983241878813494,0
Track_742,-0.8046437613611406,0
Track_825,-0.45078749543034075,0
Track_842,0.13450259905974227,0
Track_911,1.2888135973978248,0
Track_951,1.1554543001382989,0
Track_1023,-0.3101082727383164,0
Track_1038,0.7175716560261437,0
Track_1052,-0.6589256983438304,0
Track_1110,0.32470876877455157,0
Track_1136,-0.6258263726453324,0
Track_1183,-0.39940391860818636,0
Track_1197,-0.22245294627494833,0
Track_1282,0.8083219104999325,0
Track_1320,0.30170335741060456,0
Track_1389,-0.001927584241865252,0
Track_1463,-0.6599484247799589,0
Track_1472,0.10383915026116022,0
Track_1483,0.2676330644167345,0
Track_1489,-0.41730437408811166,0
Track_1496,-0.4565235001320453,0
Track_1515,-0.697770161043337,0
Track_1546,-0.3782517085346327,0
Track_1548,0.8832007837616644,0
Track_1603,0.23355690555818479,0
Track_1606,-0.3886171527523245,0
Track_1617,0.9586725090556498,0
Track_1619,-0.8046437613391366,0
Track_1638,1.1465430118457933,0
Track_1685,1.0020984308144973,0
Track_1690,3.7281177559123617,0
Track_1713,-0.5620032610655056,0
Track_1737,-0.30377348125150877,0
Track_1745,-0.8046437613611406,0
Track_1778,-0.5657967755735827,0
Track_1805,-0.8046437613611406,0
Track_1818,-0.8046437613584071,0
Track_1836,-0.24231998261902243,0
Track_1853,-0.24895873248341874,0
Track_1861,-0.09004620228769379,0
Track_1894,0.05187612081048557,0
Track_1906,0.4094211285680118,0
Track_1921,-0.5781818883451781,0
Track_1947,1.5737199020627926,0
Track_1953,1.5695436816143455,0
