LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(µm),(µm),(µm),(µm),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(quality),(µm),(µm),,(µm/sec),,(rad/sec)
Track_86,86,86,378,0,0,0,0,0,377.0,0.0,377.0,6.499248694758699,162.23773887422385,72.88413730529541,0.0,0.28543060004629134,0.9801219070472338,0.004232837198282269,0.2632336606419848,0.17540675191715846,0.8415995188175686,107.60733621745187,6.564660079037635,0.06039782159113278,0.017239386458245888,0.06039782159113281,2.0513412492608865
Track_92,92,92,500,0,0,0,0,0,499.0,0.0,499.0,4.247664907193147,108.39425504710385,74.07031156513207,0.0,0.2481386524635163,0.8629148359261894,0.008705743960575059,0.2171988455045556,0.1594873640424237,0.8533469296693802,123.82118757929469,8.935352070572433,0.03430483094400105,0.00851235452343316,0.034304830944001066,1.9388032149469703
Track_96,96,96,208,0,0,0,0,0,207.0,0.0,207.0,2.250142386974363,141.56189398567497,136.7317284800605,0.0,0.3005965646348899,1.3601504896006822,0.018532512593570527,0.25565594296244704,0.21370251296382425,0.8471759242507128,62.22348887942221,2.8462658115962647,0.03616226649287907,0.010870253077170836,0.03616226649287907,1.9005568633538512
Track_98,98,98,205,0,0,0,0,0,204.0,0.0,204.0,1.9571777751409984,68.75220086349957,134.94390372234312,0.0,0.2657938384355267,1.0814838263520918,0.006829217320845775,0.24637672780612951,0.1827393296590609,0.8395713108341868,54.221943040847435,2.718272275688348,0.036095677605403824,0.00959400870167156,0.03609567760540382,2.117406565463531
Track_107,107,107,500,0,0,0,0,0,499.0,0.0,499.0,0.7436703225352153,41.161736109724394,89.1241875952594,0.0,0.22858242808113002,0.9674429624975608,7.989107736177054E-5,0.1887147039965556,0.1618720321877048,0.8614355748891831,114.06263161248377,4.15715051569101,0.006519841880044989,0.0014903212876457219,0.006519841880044983,1.9727608341606928
Track_108,108,108,459,0,0,0,0,0,458.0,0.0,458.0,10.613615463443633,101.68895045321521,152.71306431537465,0.0,0.24872971938332533,1.4160863013848914,0.005800205130482724,0.1942361370250474,0.19759151736149275,0.8497487281921902,113.9182114775629,11.13142567891921,0.09316873330243662,0.02317383288961492,0.09316873330243654,1.8986262978459312
Track_109,109,109,500,0,0,0,0,0,499.0,0.0,499.0,6.977647982946615,102.56978935709532,88.0711379787707,0.0,0.268063152323211,1.396095443823682,0.012507658669660703,0.23732799292680876,0.18233156315575172,0.8413597729206085,133.76351300928226,7.172924508791257,0.05216406048234106,0.01398326249087498,0.05216406048234105,1.9938776281939192
Track_112,112,112,367,0,0,0,0,0,366.0,0.0,366.0,7.301263305629702,65.13598810175642,82.50287495047904,0.0,0.29336257408474536,1.4103651097284613,0.011365434582774227,0.26517613231358905,0.21503950538431257,0.8271103644241105,107.37070211501681,8.189673260431537,0.06800051747643877,0.01994880684598279,0.06800051747643877,1.96476471811653
Track_119,119,119,251,0,0,0,0,0,250.0,0.0,250.0,3.053387377796846,136.18817807528762,90.6023628779157,0.0,0.30390832583497385,1.4703479697320119,0.010817068548747338,0.2745269242411957,0.2075180890480619,0.8380300421638792,75.97708145874353,4.723433763975404,0.040188268872302924,0.012213549511187385,0.04018826887230296,2.0108502839104596
Track_121,121,121,162,0,0,0,0,0,161.0,0.0,161.0,5.872916232429513,150.06438820196692,136.44361769064471,0.0,0.26905614012242596,1.3788007927687977,0.005198775164930657,0.2194439328208303,0.2071925966937059,0.8416037607340165,43.318038559710565,6.329150436099932,0.13557668878137574,0.036477740574096355,0.1355766887813757,1.8896368009457063
Track_122,122,122,500,0,0,0,0,0,499.0,0.0,499.0,5.8414491276464995,118.76507653777928,71.38450589303511,0.0,0.2162448523107117,0.5981615362327123,0.0,0.18127281090831987,0.14108042215546646,0.8650931937694549,107.90618130304506,5.8414491276464995,0.054134518125901435,0.011706310877047094,0.0541345181259014,1.9807446123611212
Track_124,124,124,260,0,0,0,0,0,259.0,0.0,259.0,1.3845361385495762,113.31409110627725,57.28236448395278,0.0,0.23534978477350568,1.2851541032534068,0.013574561097549733,0.1965403042482174,0.1780188451472282,0.8286818992633086,60.955594256337946,2.6228111175991193,0.022713848588320786,0.005345699376639291,0.022713848588320776,2.044484119855876
Track_129,129,129,235,0,0,0,0,0,234.0,0.0,234.0,6.858729822683081,89.85565960478088,110.8910563289904,0.0,0.24624388995859683,0.916859535454006,0.017920198135795283,0.20520914146229036,0.17343277299943577,0.857558588778719,57.62107025031165,7.163469189995016,0.11903162841106696,0.029310811208047356,0.11903162841106694,1.805840542435571
Track_142,142,142,354,0,0,0,0,0,353.0,0.0,353.0,8.865540782992595,123.12220357808516,140.80581700518817,0.0,0.24787980406439983,1.4599813280055511,0.00740212006177591,0.22130762003613286,0.17463095184356006,0.8299800214794396,87.50157083473307,9.023211932760084,0.10131864717877141,0.025114846410743893,0.10131864717877133,1.9299943978389862
Track_145,145,145,236,0,0,0,0,0,235.0,0.0,235.0,5.1713261606663075,59.96555790585996,116.15139778944243,0.0,0.32983632138310415,1.4273105595999231,0.015429190587786645,0.3129880827077876,0.23314879509954717,0.8382904120421005,77.51153552502946,5.5645152653215,0.06671685866675188,0.022005643236877905,0.06671685866675187,1.963405788326878
Track_160,160,160,153,0,0,0,0,0,152.0,0.0,152.0,2.601608956323275,74.47187354061128,67.18954501653613,0.0,0.2582999443419998,1.0810813531169046,0.013155249302103678,0.21889058578267778,0.2034277337774204,0.8547754455236048,39.26159153998398,3.0777713616630584,0.06626346142065581,0.017115848396863653,0.06626346142065583,1.9415081595432742
Track_161,161,161,416,0,0,0,0,0,415.0,0.0,415.0,7.445038837197207,112.25481307900198,150.1981332469649,0.0,0.24343519284659942,0.649825518038827,0.014356641112103566,0.22409489753913747,0.14260615496589837,0.824024219209185,101.02560503133874,7.765445109150214,0.0736945731222071,0.017939852619752304,0.07369457312220709,2.002276585859133
Track_166,166,166,148,0,0,0,0,0,147.0,0.0,147.0,8.8768708116878,28.3514248266939,97.76854079305153,0.0,0.3138867374325136,1.0690725860087122,0.015714620864021537,0.27844077625909375,0.20657531820646366,0.8465524484982362,46.141350402579484,9.009663085316282,0.19238428728760282,0.06038687626998503,0.19238428728760276,1.973364228712824
Track_167,167,167,293,0,0,0,0,0,292.0,0.0,292.0,3.474228172495105,64.79365833902365,95.15020587334284,0.0,0.3316843379028334,1.3948755473681331,0.0342551569722808,0.29027282113730357,0.21184821738158466,0.8331883812113426,96.8518266676273,3.9902235083824986,0.03587158128073144,0.011898041686627071,0.03587158128073141,2.023971312513002
Track_181,181,181,173,0,0,0,0,0,172.0,0.0,172.0,4.0259410554136315,105.42286769504483,78.60788005697094,0.0,0.23414451571873013,0.6465297232601407,0.011294268954051993,0.21381022553457643,0.1488820421033699,0.8178537129666764,40.27285670362158,4.340180530309287,0.09996661237720429,0.023406634043102507,0.09996661237720426,1.9215758358310695
Track_190,190,190,500,0,0,0,0,0,499.0,0.0,499.0,5.495959930660678,123.20009601865124,64.95580385846453,0.0,0.2406808110468113,1.484194376966247,0.002811012788974161,0.19976076699528506,0.1847852998471685,0.8354230464696885,120.099724712359,6.964790455321462,0.04576163637197005,0.011013947756835027,0.045761636371970116,1.9454223691618158
Track_198,198,198,206,0,0,0,0,0,205.0,0.0,205.0,1.6590472990855976,108.87800896392756,142.2489522725002,0.0,0.27651852895736007,0.8006911427485899,0.03756743149875416,0.24399586868056175,0.1596174802174229,0.795675579494643,56.686298436258795,1.8731927468759177,0.029267165873445095,0.008092913654076085,0.029267165873445085,1.9029469872008962
Track_272,272,272,156,0,0,0,0,0,155.0,6.0,161.0,1.5247039101515922,134.0329403257552,64.45865304682961,0.0,0.3365755373822485,1.3515336388123238,0.046284777860177144,0.2685502471902132,0.24480325720194276,0.8498955143567843,52.16920829424854,3.0528885364211167,0.02922612705854854,0.009836799420332854,0.029226127058548556,1.896962167581932
Track_276,276,276,399,0,0,0,0,0,398.0,5.0,403.0,4.292272416425958,149.15200415050268,112.65310324934605,0.0,0.25009855867244546,0.9607892192461149,0.01492281436963614,0.20970420274574178,0.17613551033591598,0.8235871177866942,99.53922635163327,4.753408836323873,0.04312141628731404,0.010784604061371755,0.043121416287314036,1.8946996087288808
Track_284,284,284,112,0,0,0,0,0,111.0,5.0,116.0,2.715034260914836,92.42247735182022,67.64243776602942,0.0,0.40616321485221846,1.2771117167808679,0.02233600446911976,0.31381784028706267,0.31338068718947865,0.7951566869659084,45.08411684859625,2.715034260914836,0.060221524800687584,0.024459768116349874,0.060221524800687584,1.8539723471109508
Track_299,299,299,492,0,0,0,0,0,491.0,8.0,499.0,10.117347140633049,96.52868363990986,164.83897800819642,0.0,0.23876630884474054,0.8868841677740195,0.0,0.20090138902092783,0.1550286684949992,0.859660496556662,117.23425764276766,11.317229722066351,0.08630026192055819,0.020605594991106004,0.08630026192055822,1.8541660494384689
Track_300,300,300,215,0,0,0,0,0,214.0,8.0,222.0,7.485964008766429,138.91459449133754,123.39705514722274,0.0,0.26722300542195004,1.4378589042183303,0.006594553266976463,0.26270289767261157,0.1993211646962308,0.863771485450656,57.1857231602973,7.485964008766429,0.1309061701953567,0.034981140227880514,0.1309061701953567,1.8780237287370711
Track_306,306,306,492,0,0,0,0,0,491.0,8.0,499.0,9.304389810329825,49.378303645649474,82.43124946461073,0.0,0.203956861181636,1.3474821606922769,1.4210854715202004E-14,0.13291542668521047,0.17775900565673106,0.8556649172451438,100.14281884018321,9.357064704072508,0.09291120340020181,0.018949877414113695,0.09291120340020174,1.9006287482332869
Track_351,351,351,226,0,0,0,0,0,225.0,12.0,237.0,7.672278847022598,103.69100908129816,67.7311589077562,0.0,0.32534468074367984,1.079090527804421,0.009835092086858266,0.30474559459050493,0.20233540470586694,0.8052647612263671,73.202553167328,9.94179506639314,0.10480889689031932,0.034099017097878215,0.10480889689031937,1.8331132917741464
Track_359,359,359,153,0,0,0,0,0,152.0,13.0,165.0,3.531717606459668,107.93086796636857,114.3774884868245,0.0,0.31764507745603876,1.3763158202749803,0.020659402909669656,0.29322849131077305,0.2344820133917569,0.846701379305397,48.28205177331789,3.598865756584318,0.07314762891686805,0.02323498425302413,0.07314762891686805,2.105949786826746
Track_381,381,381,235,0,0,0,0,0,234.0,15.0,249.0,3.0834564035612666,54.29700569322926,131.58644435491715,0.0,0.2744516458352094,0.9804375494656554,0.004624434285185692,0.2507310137841589,0.19021449348982328,0.8017006978075555,64.221685125439,3.24828068811101,0.04801269847620165,0.013177164117783191,0.04801269847620164,1.9012462525748557
Track_406,406,406,131,0,0,0,0,0,130.0,17.0,147.0,4.838558093958651,95.98200972427198,87.09424606011578,0.0,0.3693160478436382,1.4791003750986875,0.011447108909715778,0.27366326481127995,0.30197316994501905,0.8454603539168379,48.01108621967299,4.838558093958651,0.10078001717811598,0.03721967764583578,0.10078001717811604,1.856577491717481
Track_425,425,425,234,0,0,0,0,0,233.0,19.0,252.0,6.23277910985428,77.18311564541139,75.52127953811875,0.0,0.28710678350887514,1.2992676560060745,0.010266816078918889,0.25531713257499133,0.19245716076768396,0.8010191479299822,66.89588055756795,6.23277910985428,0.09317134415310666,0.02675012493499691,0.09317134415310671,2.0350050718526824
Track_449,449,449,479,0,0,0,0,0,478.0,21.0,499.0,1.4051264692018992,98.66549777176242,100.987210830021,0.0,0.2893985338528184,1.3312195066614694,0.016684208963584742,0.25474825847365246,0.1891337160535815,0.8303955324258585,138.3324991816473,3.3225138273922785,0.01015760199168236,0.0029395951238533457,0.01015760199168237,2.1068000740899917
Track_505,505,505,213,0,0,0,0,0,212.0,28.0,240.0,3.426910983594319,157.12101841390856,136.06535511044996,0.0,0.2818750323305864,1.2839686329861641,0.008097665947334597,0.23752225797990126,0.20973315448665372,0.8294102930127175,59.75750685408433,3.8406439773872685,0.05734695378042022,0.0161646744509166,0.05734695378042024,1.9885374400195195
Track_528,528,528,130,0,0,0,0,0,129.0,31.0,160.0,1.8415398742747968,51.16531998898122,70.92260821993874,0.0,0.2862036669934531,1.2503732019340492,0.02324699011279424,0.23767839485327155,0.20278366126248967,0.8293864025519444,36.92027304215545,2.1058836508511742,0.04987882598192414,0.014275502901355014,0.04987882598192414,1.8960624449384809
Track_563,563,563,196,0,0,0,0,0,195.0,34.0,229.0,5.025523458302623,111.5813160831781,80.43472410756341,0.0,0.2547162059901585,0.6834484560088538,0.02153296108116584,0.23901207562861135,0.1478493871381521,0.8131786250338262,49.66966016808092,5.929286421609433,0.10117893783239858,0.025771915170782683,0.1011789378323986,1.995662059228486
Track_571,571,571,466,0,0,0,0,0,465.0,34.0,499.0,8.489299773597274,145.8573953314722,97.30066562226098,0.0,0.292153740092907,1.1673704365275959,0.014324233334988157,0.2725166942531133,0.18469746299217044,0.8302111825206249,135.85148914320158,10.039076874934338,0.062489559938858456,0.018256558652897364,0.06248955993885837,1.948164849934757
Track_584,584,584,161,0,0,0,0,0,160.0,36.0,196.0,8.697786305610883,93.36684970605964,139.62497911223122,0.0,0.3179774039200639,1.1782543554107034,0.026094259685927244,0.2827143443605763,0.22176421251078227,0.8374211480898887,50.87638462721021,9.074255743537659,0.17095920571681203,0.05436116441006802,0.17095920571681197,1.7512669955169484
