,TRACK_ID,PEARSON_COEF,P_VALUE,PATH_LINEARITY
5,5,-0.577783595770093,9.073139808504067e-12,Moderate positive non-linear
15,15,0.1750669518789605,0.002422327216218401,Negligible corelation
26,26,0.9477370407585437,5.4133288791352276e-133,Linear
31,31,0.8233871706104328,6.704456851395867e-47,High positive linear
35,35,0.3211243665758191,0.0004402098341500352,Low positive linear
47,47,0.9371555940187714,1.9103798099285833e-87,Linear
56,56,0.9204867906839125,1.2051666398159522e-96,Linear
91,91,0.15024015884415398,0.048496914646833485,Negligible corelation
189,189,0.21291801275225936,0.022939868156630242,Negligible corelation
354,354,0.8164501875326902,2.1182415141253116e-42,High positive linear
412,412,0.35678159532315223,7.95907635435874e-06,Low positive linear
467,467,0.02388983464770031,0.7179679537037333,Negligible corelation
666,666,0.47292128723386395,1.3021113848769427e-06,Low positive linear
752,752,0.7069781609445165,6.638899341395658e-42,High positive linear
1321,1321,0.4636615728930953,7.51071467303445e-10,Low positive linear
1384,1384,0.528669311995196,5.707428417855309e-09,Moderate positive linear
1398,1398,0.3241385109274927,0.0035659751474698157,Low positive linear
1468,1468,0.9172360856598467,8.819849129749588e-46,Linear
1496,1496,-0.6887692279886747,3.480165510480244e-18,Moderate positive non-linear
1522,1522,0.7910008330250888,9.4920605233689e-19,High positive linear
1612,1612,-0.5731859192435168,3.275140002440899e-14,Moderate positive non-linear
1616,1616,-0.7380299770908219,1.790626626122637e-19,High positive non-linear
1652,1652,-0.15115307846178594,0.047131561330838206,Negligible corelation
1725,1725,-0.7704516637864474,2.3544487022629243e-63,High positive non-linear
1799,1799,0.4674940220788531,6.442639015335969e-08,Low positive linear
2117,2117,-0.27400555444235336,5.31088042753718e-06,Negligible corelation
2412,2412,0.4968007455458265,3.076871762916324e-16,Low positive linear
2669,2669,0.7492734411248698,1.514322932115026e-38,High positive linear
2730,2730,0.87024179440806,1.108075497202058e-34,High positive linear
2764,2764,0.5523720613895897,4.7413287839521706e-17,Moderate positive linear
2806,2806,0.04958556074538931,0.494599655056019,Negligible corelation
2933,2933,-0.8665087147559365,2.1869176570474417e-44,High positive non-linear
2934,2934,-0.5167840593558086,1.7913733241526262e-13,Moderate positive non-linear
3285,3285,-0.22473199463686971,0.016708159000377212,Negligible corelation
3339,3339,0.6855318477163597,3.2970724829026543e-13,Moderate positive linear
3425,3425,0.1755171289239436,0.08386565843566551,Negligible corelation
3467,3467,0.8299358755851944,1.136538101778529e-30,High positive linear
3473,3473,0.5213763042421475,1.3888061971641161e-08,Moderate positive linear
3578,3578,0.7933396782377948,7.59104742512911e-23,High positive linear
