LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(µm),(µm),(µm),(µm),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(µm/sec),(quality),(µm),(µm),,(µm/sec),,(rad/sec)
Track_5,5,5,117,0,0,0,0,0,116.0,0.0,116.0,5.325009016492907,134.18945541489913,98.48980914396994,0.0,0.3136287984322678,1.4513595000705513,0.015648379884808095,0.29832415945290225,0.25156118974658825,0.9062738719149532,36.38094061814306,5.325009016492907,0.1463680962068733,0.045905250142180234,0.14636809620687324,1.6404801346604707
Track_7,7,7,137,0,0,0,0,0,136.0,0.0,136.0,1.8835997647385874,149.68090224385955,163.97568005010467,0.0,0.2821260132228412,1.1186672845236625,0.006059668664930866,0.30636671649049785,0.2079813684720942,0.9027336365985175,38.36913779830641,2.9963363960287386,0.04909153222676086,0.013849998270136672,0.04909153222676087,1.6938149810594707
Track_8,8,8,136,0,0,0,0,0,135.0,0.0,135.0,2.4280561866701844,155.48614881369053,169.88373526285432,0.0,0.3777947793238314,1.481489653918488,0.026347102368592785,0.3139696019758109,0.27029205062297657,0.8582566959016463,51.00229520871721,4.218598325243889,0.04760680233573461,0.017985601382742106,0.04760680233573458,1.8144498984183561
Track_9,9,9,462,0,0,0,0,0,461.0,0.0,461.0,3.5554073651026687,86.17778427393716,85.66070140660322,0.0,0.2321258065127687,1.2867365844817515,0.0014591375582484716,0.20267622772890734,0.1500878006313894,0.8937306653111527,107.00999680238634,6.1969697233516605,0.033225002068436496,0.0077123804015242275,0.03322500206843648,1.924168110784209
Track_12,12,12,120,0,0,0,0,0,119.0,0.0,119.0,3.208195872197456,129.946171628655,134.85607291295275,0.0,0.33668501111844895,1.1950640989801211,0.013320198438327905,0.3505294631528618,0.2172664396134082,0.8796980624397596,40.06551632309542,3.8911195697054652,0.08007374337387782,0.02695962917812988,0.08007374337387782,1.9756477470188734
Track_15,15,15,298,0,0,0,0,0,297.0,0.0,297.0,9.324610335923108,112.34391938673335,126.9850184570007,0.0,0.23836246784537793,1.074175333006271,0.005812850244923751,0.19393414600078923,0.18282387847875953,0.8740128634760044,70.79365295007722,9.436928547492897,0.13171534378228378,0.0313959943970475,0.13171534378228372,1.8805941633853152
Track_16,16,16,190,0,0,0,0,0,189.0,0.0,189.0,2.5160315283754278,131.15721994804014,52.02312534756272,0.0,0.29588045944493024,1.2164493506316212,0.0201694651922128,0.25119312537881144,0.19708839370962664,0.8574709559741773,55.92140683509186,2.5160315283754278,0.04499227882079256,0.013312336128970518,0.0449922788207926,2.0163248550235044
Track_18,18,18,129,0,0,0,0,0,128.0,0.0,128.0,2.710932079798796,152.71905191920723,90.04758452067007,0.0,0.3676264645573657,1.3987571482744205,0.016628577430441924,0.35713906504375004,0.23955000971098403,0.8106246216352596,47.05618746334281,3.0566355987647125,0.057610533830660136,0.021179156873428095,0.057610533830660136,2.055558676726877
Track_20,20,20,219,0,0,0,0,0,218.0,0.0,218.0,5.371206317335557,185.5854203162077,143.56699584194118,0.0,0.3408202145027359,1.3945066748496946,0.010129485158937876,0.301986919197965,0.25066330953289556,0.898922939550931,74.29880676159644,6.742837748321369,0.07229195933886552,0.024638561088695214,0.07229195933886554,1.8618079650404227
Track_24,24,24,500,0,0,0,0,0,499.0,0.0,499.0,7.220501240866393,192.00122021023762,125.69548025076836,0.0,0.24717090104042672,0.821722042767117,0.005420604399189727,0.21279273827756728,0.1648183192075761,0.8533802301883697,123.33827961917295,8.508187768261786,0.05854225681727415,0.014469942366465718,0.058542256817274166,1.8747840913211244
Track_26,26,26,266,0,0,0,0,0,265.0,0.0,265.0,11.079491648877156,89.96963551504442,109.05014031692392,0.0,0.2476411858480641,0.8693577541266808,0.00990959997645185,0.218793802368686,0.16075039145951917,0.8809128786836352,65.62491424973702,11.603356591433435,0.16883056954122505,0.04180940244859304,0.1688305695412251,1.7945489845662117
